Enforcement_ID,Licence_ID,Action_Type,Action_Date,Outcome
ENF_001017,SPSV_03008,WARNING,2024-01-10,PENDING
ENF_001018,SPSV_02731,FINE,2024-01-12,APPEALED
ENF_001019,SPSV_01079,REVOCATION,2024-10-07,APPEALED
ENF_001020,SPSV_00970,WARNING,2022-01-18,PENDING
ENF_001021,SPSV_00142,FINE,2024-06-02,APPEALED
ENF_001022,SPSV_02657,EDUCATION/ADVISORY,2022-03-19,COMPLIED
ENF_001023,SPSV_00137,SUSPENSION,2025-09-11,PENDING
ENF_001024,SPSV_03522,FINE,2022-09-23,COMPLIED
ENF_001025,SPSV_00667,FINE,2025-05-01,COMPLIED
ENF_001026,SPSV_02893,WARNING,2024-05-20,COMPLIED
ENF_001027,SPSV_01351,WARNING,2023-05-14,APPEALED
ENF_001028,SPSV_00453,WARNING,2023-02-23,NOT UPHELD
ENF_001029,SPSV_02654,WARNING,2022-12-26,COMPLIED
ENF_001030,SPSV_01750,FINE,2024-08-16,APPEALED
ENF_001031,SPSV_03930,WARNING,2023-08-26,APPEALED
ENF_001032,SPSV_01799,FINE,2022-08-26,APPEALED
ENF_001033,SPSV_01642,FINE,2022-11-22,COMPLIED
ENF_001034,SPSV_02318,FINE,2023-02-26,COMPLIED
ENF_001035,SPSV_00038,FINE,2025-06-28,PENDING
ENF_001036,SPSV_03579,EDUCATION/ADVISORY,2024-07-14,COMPLIED
ENF_001037,SPSV_03094,FINE,2024-10-10,COMPLIED
ENF_001038,SPSV_04131,FINE,2022-01-08,COMPLIED
ENF_001039,SPSV_00252,WARNING,2022-01-26,COMPLIED
ENF_001040,SPSV_00871,FINE,2022-11-20,APPEALED
ENF_001041,SPSV_03554,WARNING,2025-03-26,COMPLIED
ENF_001042,SPSV_00296,WARNING,2024-12-17,COMPLIED
ENF_001043,SPSV_03818,FINE,2024-07-18,APPEALED
ENF_001044,SPSV_04572,WARNING,2025-05-13,COMPLIED
ENF_001045,SPSV_01202,SUSPENSION,2022-12-05,COMPLIED
ENF_001046,SPSV_00484,WARNING,2024-11-05,COMPLIED
ENF_001047,SPSV_02606,WARNING,2024-07-02,PENDING
ENF_001048,SPSV_03784,WARNING,2022-06-18,COMPLIED
ENF_001049,SPSV_01360,SUSPENSION,2023-07-06,COMPLIED
ENF_001050,SPSV_02914,FINE,2023-02-28,COMPLIED
ENF_001051,SPSV_04839,WARNING,2022-11-30,COMPLIED
ENF_001052,SPSV_00457,SUSPENSION,2024-03-30,PENDING
ENF_001053,SPSV_02295,WARNING,2025-05-07,APPEALED
ENF_001054,SPSV_01432,FINE,2022-12-20,COMPLIED
ENF_001055,SPSV_01582,SUSPENSION,2024-12-29,PENDING
ENF_001056,SPSV_00022,WARNING,2025-05-20,COMPLIED
ENF_001057,SPSV_03802,SUSPENSION,2023-01-21,COMPLIED
ENF_001058,SPSV_00613,FINE,2023-03-05,PENDING
ENF_001059,SPSV_01634,FINE,2023-11-08,NOT UPHELD
ENF_001060,SPSV_04430,WARNING,2025-06-08,COMPLIED
ENF_001061,SPSV_04641,WARNING,2024-02-29,COMPLIED
ENF_001062,SPSV_00878,FINE,2022-09-04,APPEALED
ENF_001063,SPSV_03207,EDUCATION/ADVISORY,2023-04-23,COMPLIED
ENF_001064,SPSV_00238,SUSPENSION,2023-10-02,COMPLIED
ENF_001065,SPSV_03860,FINE,2023-02-04,PENDING
ENF_001066,SPSV_03341,WARNING,2024-11-11,COMPLIED
ENF_001067,SPSV_01900,WARNING,2025-01-14,APPEALED
ENF_001068,SPSV_01680,EDUCATION/ADVISORY,2023-10-25,NOT UPHELD
ENF_001069,SPSV_01120,SUSPENSION,2024-06-22,COMPLIED
ENF_001070,SPSV_02144,FINE,2022-10-19,PENDING
ENF_001071,SPSV_01396,WARNING,2023-10-04,APPEALED
ENF_001072,SPSV_01303,WARNING,2022-05-13,COMPLIED
ENF_001073,SPSV_02053,FINE,2023-12-10,APPEALED
ENF_001074,SPSV_02548,EDUCATION/ADVISORY,2023-08-13,PENDING
ENF_001075,SPSV_01963,WARNING,2022-04-27,COMPLIED
ENF_001076,SPSV_04715,FINE,2024-11-28,PENDING
ENF_001077,SPSV_00991,WARNING,2022-01-20,COMPLIED
ENF_001078,SPSV_02008,WARNING,2022-06-28,COMPLIED
ENF_001079,SPSV_02528,WARNING,2023-03-30,APPEALED
ENF_001080,SPSV_00138,FINE,2025-06-04,COMPLIED
ENF_001081,SPSV_01509,FINE,2024-05-26,APPEALED
ENF_001082,SPSV_02149,WARNING,2025-03-24,PENDING
ENF_001083,SPSV_04936,FINE,2023-10-04,APPEALED
ENF_001084,SPSV_04552,WARNING,2023-08-13,COMPLIED
ENF_001085,SPSV_02199,WARNING,2024-09-14,PENDING
ENF_001086,SPSV_03081,SUSPENSION,2024-03-09,COMPLIED
ENF_001087,SPSV_04038,WARNING,2022-03-23,COMPLIED
ENF_001088,SPSV_03033,WARNING,2024-06-15,PENDING
ENF_001089,SPSV_04226,SUSPENSION,2022-09-30,COMPLIED
ENF_001090,SPSV_00155,FINE,2023-09-06,APPEALED
ENF_001091,SPSV_04556,EDUCATION/ADVISORY,2022-03-25,PENDING
ENF_001092,SPSV_04338,FINE,2024-03-13,COMPLIED
ENF_001093,SPSV_00877,FINE,2023-09-30,PENDING
ENF_001094,SPSV_04884,FINE,2025-11-30,COMPLIED
ENF_001095,SPSV_02687,SUSPENSION,2025-06-21,APPEALED
ENF_001096,SPSV_03501,WARNING,2025-04-10,COMPLIED
ENF_001097,SPSV_01001,WARNING,2024-08-28,APPEALED
ENF_001098,SPSV_03783,WARNING,2024-01-04,PENDING
ENF_001099,SPSV_04776,SUSPENSION,2024-08-10,COMPLIED
ENF_001100,SPSV_03111,WARNING,2022-08-23,COMPLIED
ENF_001101,SPSV_03015,FINE,2022-12-24,COMPLIED
ENF_001102,SPSV_03396,WARNING,2023-11-09,COMPLIED
ENF_001103,SPSV_00564,SUSPENSION,2024-05-27,NOT UPHELD
ENF_001104,SPSV_03952,WARNING,2024-01-29,PENDING
ENF_001105,SPSV_01074,SUSPENSION,2022-03-08,COMPLIED
ENF_001106,SPSV_02544,SUSPENSION,2024-06-05,PENDING
ENF_001107,SPSV_00535,FINE,2024-09-30,PENDING
ENF_001108,SPSV_00466,WARNING,2023-08-05,COMPLIED
ENF_001109,SPSV_04256,FINE,2023-07-04,COMPLIED
ENF_001110,SPSV_00458,WARNING,2024-11-21,PENDING
ENF_001111,SPSV_04849,FINE,2024-09-28,COMPLIED
ENF_001112,SPSV_04847,WARNING,2024-08-02,COMPLIED
ENF_001113,SPSV_01635,WARNING,2023-08-31,COMPLIED
ENF_001114,SPSV_01966,SUSPENSION,2025-10-18,PENDING
ENF_001115,SPSV_01110,EDUCATION/ADVISORY,2022-06-11,COMPLIED
ENF_001116,SPSV_01734,WARNING,2025-01-14,PENDING
ENF_001117,SPSV_02446,SUSPENSION,2022-06-21,COMPLIED
ENF_001118,SPSV_00846,WARNING,2025-01-19,APPEALED
ENF_001119,SPSV_03799,WARNING,2024-02-19,COMPLIED
ENF_001120,SPSV_01824,WARNING,2024-11-07,PENDING
ENF_001121,SPSV_00429,WARNING,2024-10-15,COMPLIED
ENF_001122,SPSV_04494,FINE,2024-07-30,COMPLIED
ENF_001123,SPSV_00330,FINE,2024-04-06,COMPLIED
ENF_001124,SPSV_04702,SUSPENSION,2022-11-18,COMPLIED
ENF_001125,SPSV_04918,WARNING,2022-05-15,COMPLIED
ENF_001126,SPSV_01387,WARNING,2023-07-25,COMPLIED
ENF_001127,SPSV_04746,FINE,2024-01-23,PENDING
ENF_001128,SPSV_04399,SUSPENSION,2024-02-18,COMPLIED
ENF_001129,SPSV_04959,SUSPENSION,2024-11-26,COMPLIED
ENF_001130,SPSV_01564,FINE,2024-11-09,COMPLIED
ENF_001131,SPSV_03925,FINE,2023-04-04,COMPLIED
ENF_001132,SPSV_04734,WARNING,2023-07-08,APPEALED
ENF_001133,SPSV_00819,FINE,2023-11-22,COMPLIED
ENF_001134,SPSV_01188,WARNING,2022-01-27,APPEALED
ENF_001135,SPSV_04173,REVOCATION,2023-06-06,PENDING
ENF_001136,SPSV_00531,SUSPENSION,2025-10-26,COMPLIED
ENF_001137,SPSV_01844,WARNING,2025-03-04,COMPLIED
ENF_001138,SPSV_02618,WARNING,2024-03-19,APPEALED
ENF_001139,SPSV_04624,WARNING,2022-02-17,COMPLIED
ENF_001140,SPSV_04755,SUSPENSION,2024-02-17,COMPLIED
ENF_001141,SPSV_03152,WARNING,2025-08-04,COMPLIED
ENF_001142,SPSV_02924,WARNING,2023-12-24,COMPLIED
ENF_001143,SPSV_02682,SUSPENSION,2022-07-25,COMPLIED
ENF_001144,SPSV_04061,WARNING,2024-12-05,PENDING
ENF_001145,SPSV_02010,WARNING,2024-05-21,PENDING
ENF_001146,SPSV_03820,SUSPENSION,2024-02-01,PENDING
ENF_001147,SPSV_00057,FINE,2024-11-16,APPEALED
ENF_001148,SPSV_02315,SUSPENSION,2022-11-14,APPEALED
ENF_001149,SPSV_04061,WARNING,2022-07-17,PENDING
ENF_001150,SPSV_01598,WARNING,2022-08-11,APPEALED
ENF_001151,SPSV_00405,FINE,2023-08-19,PENDING
ENF_001152,SPSV_02847,WARNING,2024-04-19,APPEALED
ENF_001153,SPSV_04673,SUSPENSION,2025-05-20,COMPLIED
ENF_001154,SPSV_03115,WARNING,2023-12-10,COMPLIED
ENF_001155,SPSV_02379,WARNING,2022-05-18,COMPLIED
ENF_001156,SPSV_00246,FINE,2022-04-04,COMPLIED
ENF_001157,SPSV_04702,WARNING,2023-05-31,APPEALED
ENF_001158,SPSV_00329,SUSPENSION,2024-05-01,COMPLIED
ENF_001159,SPSV_03827,WARNING,2023-11-14,COMPLIED
ENF_001160,SPSV_00735,FINE,2024-05-21,COMPLIED
ENF_001161,SPSV_02582,EDUCATION/ADVISORY,2024-02-04,COMPLIED
ENF_001162,SPSV_02100,FINE,2025-10-15,COMPLIED
ENF_001163,SPSV_00073,WARNING,2025-02-07,COMPLIED
ENF_001164,SPSV_00543,WARNING,2023-08-03,COMPLIED
ENF_001165,SPSV_03673,WARNING,2023-01-06,APPEALED
ENF_001166,SPSV_04588,SUSPENSION,2024-05-23,APPEALED
ENF_001167,SPSV_04474,FINE,2023-07-21,COMPLIED
ENF_001168,SPSV_04722,FINE,2025-04-06,COMPLIED
ENF_001169,SPSV_01804,FINE,2023-04-20,COMPLIED
ENF_001170,SPSV_02952,FINE,2025-10-21,COMPLIED
ENF_001171,SPSV_01638,SUSPENSION,2022-03-03,APPEALED
ENF_001172,SPSV_04030,EDUCATION/ADVISORY,2022-09-09,COMPLIED
ENF_001173,SPSV_03047,WARNING,2023-12-01,COMPLIED
ENF_001174,SPSV_04736,EDUCATION/ADVISORY,2023-05-13,COMPLIED
ENF_001175,SPSV_01730,SUSPENSION,2025-04-29,NOT UPHELD
ENF_001176,SPSV_01069,EDUCATION/ADVISORY,2024-06-04,COMPLIED
ENF_001177,SPSV_03023,WARNING,2025-05-05,COMPLIED
ENF_001178,SPSV_01659,WARNING,2022-10-26,PENDING
ENF_001179,SPSV_00675,FINE,2024-08-28,COMPLIED
ENF_001180,SPSV_01378,WARNING,2024-05-13,COMPLIED
ENF_001181,SPSV_01420,FINE,2022-04-23,COMPLIED
ENF_001182,SPSV_02960,FINE,2025-08-14,COMPLIED
ENF_001183,SPSV_01068,SUSPENSION,2025-10-03,COMPLIED
ENF_001184,SPSV_02479,WARNING,2024-06-15,APPEALED
ENF_001185,SPSV_02076,FINE,2025-07-15,APPEALED
ENF_001186,SPSV_02187,SUSPENSION,2023-04-20,COMPLIED
ENF_001187,SPSV_04116,SUSPENSION,2022-07-08,COMPLIED
ENF_001188,SPSV_04795,EDUCATION/ADVISORY,2023-08-07,COMPLIED
ENF_001189,SPSV_02004,FINE,2023-01-26,COMPLIED
ENF_001190,SPSV_02646,WARNING,2024-07-29,COMPLIED
ENF_001191,SPSV_00644,WARNING,2023-01-26,COMPLIED
ENF_001192,SPSV_02649,SUSPENSION,2024-12-06,COMPLIED
ENF_001193,SPSV_03158,WARNING,2022-10-21,COMPLIED
ENF_001194,SPSV_01791,WARNING,2025-02-11,COMPLIED
ENF_001195,SPSV_03891,FINE,2025-03-27,COMPLIED
ENF_001196,SPSV_03085,FINE,2022-12-26,COMPLIED
ENF_001197,SPSV_03170,FINE,2024-01-28,PENDING
ENF_001198,SPSV_03165,WARNING,2023-03-23,COMPLIED
ENF_001199,SPSV_00819,WARNING,2023-07-29,PENDING
ENF_001200,SPSV_03896,WARNING,2025-12-11,COMPLIED
ENF_001201,SPSV_02226,WARNING,2022-10-23,COMPLIED
ENF_001202,SPSV_00779,WARNING,2024-07-19,PENDING
ENF_001203,SPSV_00019,FINE,2022-04-19,APPEALED
ENF_001204,SPSV_00477,SUSPENSION,2024-11-07,APPEALED
ENF_001205,SPSV_00329,WARNING,2024-10-12,APPEALED
ENF_001206,SPSV_02015,WARNING,2025-12-16,COMPLIED
ENF_001207,SPSV_04747,SUSPENSION,2025-12-01,COMPLIED
ENF_001208,SPSV_03285,REVOCATION,2024-11-17,COMPLIED
ENF_001209,SPSV_02817,FINE,2024-05-16,COMPLIED
ENF_001210,SPSV_01676,FINE,2024-09-15,COMPLIED
ENF_001211,SPSV_04030,WARNING,2022-01-25,NOT UPHELD
ENF_001212,SPSV_03827,WARNING,2023-11-23,PENDING
ENF_001213,SPSV_00525,EDUCATION/ADVISORY,2024-04-13,APPEALED
ENF_001214,SPSV_01163,WARNING,2022-09-23,APPEALED
ENF_001215,SPSV_03740,FINE,2023-05-07,PENDING
ENF_001216,SPSV_04857,WARNING,2022-07-02,COMPLIED
ENF_001217,SPSV_00186,WARNING,2024-07-15,COMPLIED
ENF_001218,SPSV_04653,FINE,2025-03-29,APPEALED
ENF_001219,SPSV_00417,WARNING,2022-03-28,COMPLIED
ENF_001220,SPSV_01182,FINE,2024-05-05,COMPLIED
ENF_001221,SPSV_02183,FINE,2022-07-22,COMPLIED
ENF_001222,SPSV_00308,WARNING,2023-03-09,PENDING
ENF_001223,SPSV_04445,FINE,2023-10-09,COMPLIED
ENF_001224,SPSV_00776,SUSPENSION,2025-05-03,COMPLIED
ENF_001225,SPSV_02946,SUSPENSION,2025-05-05,COMPLIED
ENF_001226,SPSV_01283,FINE,2024-03-26,PENDING
ENF_001227,SPSV_04524,SUSPENSION,2024-05-10,COMPLIED
ENF_001228,SPSV_03040,SUSPENSION,2025-10-03,PENDING
ENF_001229,SPSV_00246,SUSPENSION,2022-01-14,COMPLIED
ENF_001230,SPSV_02719,SUSPENSION,2022-05-29,PENDING
ENF_001231,SPSV_03749,FINE,2023-09-23,APPEALED
ENF_001232,SPSV_00881,SUSPENSION,2025-11-05,APPEALED
ENF_001233,SPSV_02419,FINE,2024-02-23,APPEALED
ENF_001234,SPSV_04358,SUSPENSION,2024-07-31,APPEALED
ENF_001235,SPSV_04406,WARNING,2023-08-08,NOT UPHELD
ENF_001236,SPSV_02488,REVOCATION,2024-01-30,COMPLIED
ENF_001237,SPSV_01427,WARNING,2023-11-25,COMPLIED
ENF_001238,SPSV_02895,WARNING,2022-07-01,APPEALED
ENF_001239,SPSV_03982,WARNING,2024-03-18,COMPLIED
ENF_001240,SPSV_00110,FINE,2022-06-20,COMPLIED
ENF_001241,SPSV_01263,WARNING,2022-12-18,COMPLIED
ENF_001242,SPSV_00175,FINE,2025-01-05,COMPLIED
ENF_001243,SPSV_03294,WARNING,2024-08-08,COMPLIED
ENF_001244,SPSV_03129,WARNING,2022-05-15,PENDING
ENF_001245,SPSV_02146,WARNING,2024-02-28,PENDING
ENF_001246,SPSV_00060,WARNING,2025-01-22,COMPLIED
ENF_001247,SPSV_04264,WARNING,2022-07-11,COMPLIED
ENF_001248,SPSV_03022,WARNING,2025-05-05,PENDING
ENF_001249,SPSV_04874,WARNING,2024-09-01,COMPLIED
ENF_001250,SPSV_00701,WARNING,2023-11-13,COMPLIED
ENF_001251,SPSV_00569,FINE,2024-03-05,COMPLIED
ENF_001252,SPSV_03720,WARNING,2022-02-03,COMPLIED
ENF_001253,SPSV_02934,SUSPENSION,2022-10-20,COMPLIED
ENF_001254,SPSV_04470,FINE,2024-07-20,PENDING
ENF_001255,SPSV_01662,WARNING,2024-12-07,COMPLIED
ENF_001256,SPSV_02784,WARNING,2022-09-17,APPEALED
ENF_001257,SPSV_04451,SUSPENSION,2023-11-23,APPEALED
ENF_001258,SPSV_03268,SUSPENSION,2024-03-27,COMPLIED
ENF_001259,SPSV_04489,WARNING,2022-06-09,PENDING
ENF_001260,SPSV_01282,SUSPENSION,2025-12-05,COMPLIED
ENF_001261,SPSV_00939,WARNING,2025-08-22,COMPLIED
ENF_001262,SPSV_02839,FINE,2022-12-19,COMPLIED
ENF_001263,SPSV_04935,FINE,2023-07-07,APPEALED
ENF_001264,SPSV_02818,WARNING,2022-09-28,COMPLIED
ENF_001265,SPSV_01521,WARNING,2022-07-01,APPEALED
ENF_001266,SPSV_00862,FINE,2025-10-22,APPEALED
ENF_001267,SPSV_04514,SUSPENSION,2022-04-10,PENDING
ENF_001268,SPSV_02972,WARNING,2024-02-02,COMPLIED
ENF_001269,SPSV_01500,WARNING,2023-12-30,COMPLIED
ENF_001270,SPSV_04990,FINE,2023-06-06,COMPLIED
ENF_001271,SPSV_01197,EDUCATION/ADVISORY,2023-07-09,COMPLIED
ENF_001272,SPSV_02300,EDUCATION/ADVISORY,2022-06-14,PENDING
ENF_001273,SPSV_04940,FINE,2022-05-05,COMPLIED
ENF_001274,SPSV_02086,WARNING,2025-12-27,PENDING
ENF_001275,SPSV_02051,WARNING,2023-10-12,COMPLIED
ENF_001276,SPSV_02085,SUSPENSION,2024-09-19,COMPLIED
ENF_001277,SPSV_01853,WARNING,2023-09-19,APPEALED
ENF_001278,SPSV_01846,WARNING,2023-01-21,COMPLIED
ENF_001279,SPSV_03891,EDUCATION/ADVISORY,2022-06-28,COMPLIED
ENF_001280,SPSV_02884,FINE,2023-11-12,COMPLIED
ENF_001281,SPSV_00790,FINE,2022-08-05,NOT UPHELD
ENF_001282,SPSV_01362,WARNING,2022-09-15,COMPLIED
ENF_001283,SPSV_03157,FINE,2022-07-20,NOT UPHELD
ENF_001284,SPSV_01528,FINE,2023-07-30,COMPLIED
ENF_001285,SPSV_01621,WARNING,2024-02-21,COMPLIED
ENF_001286,SPSV_03768,WARNING,2023-10-06,APPEALED
ENF_001287,SPSV_02341,FINE,2024-09-03,COMPLIED
ENF_001288,SPSV_01290,FINE,2022-11-21,COMPLIED
ENF_001289,SPSV_00456,WARNING,2024-10-21,APPEALED
ENF_001290,SPSV_01733,SUSPENSION,2022-07-25,COMPLIED
ENF_001291,SPSV_01537,FINE,2023-05-12,COMPLIED
ENF_001292,SPSV_04301,WARNING,2025-07-19,PENDING
ENF_001293,SPSV_01047,REVOCATION,2024-11-15,COMPLIED
ENF_001294,SPSV_02883,FINE,2024-11-06,COMPLIED
ENF_001295,SPSV_03357,EDUCATION/ADVISORY,2022-03-05,APPEALED
ENF_001296,SPSV_04283,WARNING,2025-03-30,COMPLIED
ENF_001297,SPSV_02563,FINE,2025-11-22,COMPLIED
ENF_001298,SPSV_04518,WARNING,2022-04-20,APPEALED
ENF_001299,SPSV_00768,SUSPENSION,2025-09-03,COMPLIED
ENF_001300,SPSV_02468,WARNING,2022-03-24,COMPLIED
ENF_001301,SPSV_00304,WARNING,2025-11-09,COMPLIED
ENF_001302,SPSV_00532,WARNING,2025-09-04,COMPLIED
ENF_001303,SPSV_01481,FINE,2022-02-04,NOT UPHELD
ENF_001304,SPSV_02516,WARNING,2022-12-29,PENDING
ENF_001305,SPSV_02176,FINE,2025-11-27,COMPLIED
ENF_001306,SPSV_01525,REVOCATION,2022-10-06,COMPLIED
ENF_001307,SPSV_00560,SUSPENSION,2024-10-13,APPEALED
ENF_001308,SPSV_02045,FINE,2024-05-30,NOT UPHELD
ENF_001309,SPSV_00360,WARNING,2024-09-19,COMPLIED
ENF_001310,SPSV_02651,WARNING,2025-05-13,PENDING
ENF_001311,SPSV_02177,FINE,2025-09-06,COMPLIED
ENF_001312,SPSV_02442,FINE,2022-03-25,COMPLIED
ENF_001313,SPSV_00030,WARNING,2022-12-03,APPEALED
ENF_001314,SPSV_02712,FINE,2022-05-06,COMPLIED
ENF_001315,SPSV_03803,WARNING,2023-06-15,COMPLIED
ENF_001316,SPSV_04853,FINE,2022-06-13,COMPLIED
ENF_001317,SPSV_02777,WARNING,2022-04-16,APPEALED
ENF_001318,SPSV_02331,WARNING,2022-05-29,PENDING
ENF_001319,SPSV_01855,REVOCATION,2025-10-25,APPEALED
ENF_001320,SPSV_02902,WARNING,2025-09-18,PENDING
ENF_001321,SPSV_02713,FINE,2023-05-16,COMPLIED
ENF_001322,SPSV_04726,SUSPENSION,2024-06-30,COMPLIED
ENF_001323,SPSV_04209,WARNING,2023-10-08,NOT UPHELD
ENF_001324,SPSV_00665,SUSPENSION,2025-05-13,COMPLIED
ENF_001325,SPSV_02166,WARNING,2025-05-23,COMPLIED
ENF_001326,SPSV_02415,EDUCATION/ADVISORY,2025-09-22,COMPLIED
ENF_001327,SPSV_01483,SUSPENSION,2025-07-05,APPEALED
ENF_001328,SPSV_04250,FINE,2025-10-16,COMPLIED
ENF_001329,SPSV_00672,FINE,2023-05-11,COMPLIED
ENF_001330,SPSV_03421,SUSPENSION,2025-03-09,COMPLIED
ENF_001331,SPSV_02496,FINE,2024-03-24,COMPLIED
ENF_001332,SPSV_01342,WARNING,2022-11-07,PENDING
ENF_001333,SPSV_01908,SUSPENSION,2022-07-02,PENDING
ENF_001334,SPSV_01243,SUSPENSION,2023-06-04,APPEALED
ENF_001335,SPSV_00999,WARNING,2025-03-11,COMPLIED
ENF_001336,SPSV_03109,FINE,2025-05-14,COMPLIED
ENF_001337,SPSV_03637,WARNING,2025-04-12,APPEALED
ENF_001338,SPSV_04128,WARNING,2024-06-10,COMPLIED
ENF_001339,SPSV_03148,FINE,2022-03-03,PENDING
ENF_001340,SPSV_00949,SUSPENSION,2025-01-18,APPEALED
ENF_001341,SPSV_01263,WARNING,2023-08-22,COMPLIED
ENF_001342,SPSV_02595,WARNING,2023-09-30,COMPLIED
ENF_001343,SPSV_01771,WARNING,2022-03-04,COMPLIED
ENF_001344,SPSV_04619,EDUCATION/ADVISORY,2025-01-06,COMPLIED
ENF_001345,SPSV_03774,WARNING,2025-01-27,PENDING
ENF_001346,SPSV_00038,SUSPENSION,2023-06-23,COMPLIED
ENF_001347,SPSV_04951,WARNING,2022-09-05,APPEALED
ENF_001348,SPSV_03894,EDUCATION/ADVISORY,2025-06-19,COMPLIED
ENF_001349,SPSV_01177,WARNING,2022-09-07,NOT UPHELD
ENF_001350,SPSV_02933,WARNING,2025-08-15,APPEALED
ENF_001351,SPSV_04322,EDUCATION/ADVISORY,2024-06-26,COMPLIED
ENF_001352,SPSV_01339,FINE,2025-07-05,APPEALED
ENF_001353,SPSV_01203,FINE,2025-12-01,COMPLIED
ENF_001354,SPSV_02311,WARNING,2023-01-03,APPEALED
ENF_001355,SPSV_03303,FINE,2024-06-21,APPEALED
ENF_001356,SPSV_04862,WARNING,2025-03-19,COMPLIED
ENF_001357,SPSV_04336,SUSPENSION,2025-08-02,PENDING
ENF_001358,SPSV_03654,WARNING,2023-04-19,COMPLIED
ENF_001359,SPSV_03640,SUSPENSION,2022-07-23,COMPLIED
ENF_001360,SPSV_04381,WARNING,2025-09-21,COMPLIED
ENF_001361,SPSV_00396,WARNING,2023-07-22,COMPLIED
ENF_001362,SPSV_00301,WARNING,2024-09-26,COMPLIED
ENF_001363,SPSV_03032,WARNING,2025-05-03,COMPLIED
ENF_001364,SPSV_04559,WARNING,2022-02-21,COMPLIED
ENF_001365,SPSV_04764,WARNING,2022-01-24,COMPLIED
ENF_001366,SPSV_04641,WARNING,2024-03-17,PENDING
ENF_001367,SPSV_01373,WARNING,2025-07-26,COMPLIED
ENF_001368,SPSV_03059,WARNING,2024-06-19,COMPLIED
ENF_001369,SPSV_02428,FINE,2022-08-30,PENDING
ENF_001370,SPSV_02671,WARNING,2025-01-19,APPEALED
ENF_001371,SPSV_03128,FINE,2023-08-14,APPEALED
ENF_001372,SPSV_00024,WARNING,2025-12-12,NOT UPHELD
ENF_001373,SPSV_00081,FINE,2025-11-01,COMPLIED
ENF_001374,SPSV_04315,FINE,2022-02-27,COMPLIED
ENF_001375,SPSV_00925,WARNING,2023-03-07,PENDING
ENF_001376,SPSV_00665,WARNING,2023-09-10,APPEALED
ENF_001377,SPSV_01427,FINE,2025-06-04,APPEALED
ENF_001378,SPSV_04392,EDUCATION/ADVISORY,2022-04-10,COMPLIED
ENF_001379,SPSV_04189,WARNING,2022-04-21,PENDING
ENF_001380,SPSV_04300,FINE,2025-12-04,APPEALED
ENF_001381,SPSV_04575,WARNING,2023-06-24,COMPLIED
ENF_001382,SPSV_01246,WARNING,2024-02-04,PENDING
ENF_001383,SPSV_01158,FINE,2023-03-01,APPEALED
ENF_001384,SPSV_04148,WARNING,2023-01-10,COMPLIED
ENF_001385,SPSV_02401,REVOCATION,2024-12-30,COMPLIED
ENF_001386,SPSV_00962,WARNING,2023-06-05,COMPLIED
ENF_001387,SPSV_00864,WARNING,2025-03-10,PENDING
ENF_001388,SPSV_00342,EDUCATION/ADVISORY,2023-12-10,COMPLIED
ENF_001389,SPSV_03170,WARNING,2022-11-08,COMPLIED
ENF_001390,SPSV_04903,WARNING,2025-10-13,NOT UPHELD
ENF_001391,SPSV_00801,SUSPENSION,2025-09-17,PENDING
ENF_001392,SPSV_04828,WARNING,2022-02-02,COMPLIED
ENF_001393,SPSV_01496,WARNING,2024-11-06,COMPLIED
ENF_001394,SPSV_03441,SUSPENSION,2024-01-07,APPEALED
ENF_001395,SPSV_03731,SUSPENSION,2024-12-20,COMPLIED
ENF_001396,SPSV_04680,WARNING,2025-09-28,COMPLIED
ENF_001397,SPSV_02430,FINE,2023-12-21,COMPLIED
ENF_001398,SPSV_01322,WARNING,2022-02-08,COMPLIED
ENF_001399,SPSV_03406,REVOCATION,2023-08-17,NOT UPHELD
ENF_001400,SPSV_00573,WARNING,2023-06-14,NOT UPHELD
ENF_001401,SPSV_00769,WARNING,2024-11-13,PENDING
ENF_001402,SPSV_02345,FINE,2022-06-09,PENDING
ENF_001403,SPSV_04272,WARNING,2025-06-06,COMPLIED
ENF_001404,SPSV_04871,WARNING,2024-01-09,PENDING
ENF_001405,SPSV_03174,FINE,2025-01-31,COMPLIED
ENF_001406,SPSV_04889,WARNING,2022-02-10,APPEALED
ENF_001407,SPSV_02781,FINE,2025-03-13,COMPLIED
ENF_001408,SPSV_04278,SUSPENSION,2025-07-29,COMPLIED
ENF_001409,SPSV_02790,WARNING,2025-08-27,COMPLIED
ENF_001410,SPSV_01125,WARNING,2024-09-16,COMPLIED
ENF_001411,SPSV_00099,WARNING,2025-04-18,COMPLIED
ENF_001412,SPSV_04589,WARNING,2024-02-25,COMPLIED
ENF_001413,SPSV_03418,EDUCATION/ADVISORY,2025-04-01,PENDING
ENF_001414,SPSV_00476,WARNING,2025-10-10,COMPLIED
ENF_001415,SPSV_00069,WARNING,2023-05-27,COMPLIED
ENF_001416,SPSV_02479,WARNING,2024-03-16,APPEALED
ENF_001417,SPSV_01119,SUSPENSION,2023-01-04,COMPLIED
ENF_001418,SPSV_02826,WARNING,2023-03-25,COMPLIED
ENF_001419,SPSV_00059,WARNING,2022-01-06,COMPLIED
ENF_001420,SPSV_00618,WARNING,2025-01-25,PENDING
ENF_001421,SPSV_00409,SUSPENSION,2023-12-02,COMPLIED
ENF_001422,SPSV_02608,WARNING,2025-09-19,COMPLIED
