Inspection_ID,Licence_ID,Inspection_Date,Inspection_Type,Outcome,Breach_Category,Follow_Up_Required
INSP_004486,SPSV_00978,2022-05-30,COMPLAINT-LED,FAIL,DOCUMENTATION,YES
INSP_004487,SPSV_00897,2023-01-16,TARGETED,PASS,NAN,NO
INSP_004488,SPSV_04338,2022-09-30,ROUTINE,FAIL,SAFETY,YES
INSP_004489,SPSV_00076,2024-08-06,ROUTINE,FAIL,INSURANCE,YES
INSP_004490,SPSV_04444,2022-02-24,TARGETED,PASS,NAN,NO
INSP_004491,SPSV_03603,2022-08-17,ROUTINE,PASS,NAN,NO
INSP_004492,SPSV_01658,2024-12-24,ROUTINE,FAIL,SAFETY,YES
INSP_004493,SPSV_01872,2025-01-21,ROUTINE,PASS,NAN,NO
INSP_004494,SPSV_01532,2025-07-17,ROUTINE,PASS,NONE,NO
INSP_004495,SPSV_03744,2024-06-19,FOLLOW-UP,PASS,NAN,NO
INSP_004496,SPSV_04870,2023-05-28,FOLLOW-UP,PASS,NAN,NO
INSP_004497,SPSV_04209,2022-07-15,TARGETED,FAIL,DOCUMENTATION,NO
INSP_004498,SPSV_00350,2023-07-18,ROUTINE,FAIL,INSURANCE,NO
INSP_004499,SPSV_04861,2023-02-25,ROUTINE,FAIL,INSURANCE,YES
INSP_004500,SPSV_04887,2025-07-12,COMPLAINT-LED,FAIL,ACCESSIBILITY,YES
INSP_004501,SPSV_03091,2022-03-03,FOLLOW-UP,FAIL,DOCUMENTATION,NO
INSP_004502,SPSV_02265,2024-01-04,FOLLOW-UP,PASS,NAN,NO
INSP_004503,SPSV_01524,2024-05-29,TARGETED,FAIL,DOCUMENTATION,NO
INSP_004504,SPSV_00642,2022-06-02,ROUTINE,PASS,NAN,NO
INSP_004505,SPSV_00714,2023-09-07,ROUTINE,FAIL,OTHER,NO
INSP_004506,SPSV_03497,2023-12-04,ROUTINE,PASS,NAN,NO
INSP_004507,SPSV_04507,2025-01-08,TARGETED,NAN,NAN,NO
INSP_004508,SPSV_02559,2024-11-22,ROUTINE,PASS,NAN,NO
INSP_004509,SPSV_04204,2024-03-30,ROUTINE,PASS,NAN,NO
INSP_004510,SPSV_01928,2022-03-05,FOLLOW-UP,PASS,NAN,NO
INSP_004511,SPSV_00289,2022-11-11,ROUTINE,FAIL,SAFETY,NO
INSP_004512,SPSV_02771,2023-04-19,ROUTINE,PASS,NAN,NO
INSP_004513,SPSV_03535,2023-05-30,TARGETED,PASS,NAN,NO
INSP_004514,SPSV_02050,2022-01-15,ROUTINE,NAN,INSURANCE,YES
INSP_004515,SPSV_01624,2023-04-26,TARGETED,PASS,NAN,NO
INSP_004516,SPSV_00253,2025-02-05,ROUTINE,PASS,NAN,NO
INSP_004517,SPSV_02271,2024-06-08,ROUTINE,PASS,NAN,NO
INSP_004518,SPSV_03280,2023-08-31,ROUTINE,PASS,NAN,NO
INSP_004519,SPSV_04726,2025-10-11,COMPLAINT-LED,FAIL,INSURANCE,NO
INSP_004520,SPSV_03663,2025-11-30,ROUTINE,PASS,NAN,NO
INSP_004521,SPSV_00368,2023-03-18,FOLLOW-UP,PASS,NAN,NO
INSP_004522,SPSV_01571,2022-04-01,ROUTINE,PASS,NAN,NO
INSP_004523,SPSV_02031,2024-01-25,COMPLAINT-LED,PASS,NAN,NO
INSP_004524,SPSV_03071,2022-03-31,ROUTINE,PASS,NAN,NO
INSP_004525,SPSV_04455,2023-01-15,ROUTINE,PASS,NAN,NO
INSP_004526,SPSV_04509,2023-02-04,FOLLOW-UP,PASS,NAN,NO
INSP_004527,SPSV_02447,2025-07-02,ROUTINE,PASS,NAN,NO
INSP_004528,SPSV_04640,2022-08-21,TARGETED,FAIL,DOCUMENTATION,NO
INSP_004529,SPSV_02701,2023-07-08,TARGETED,PASS,NAN,NO
INSP_004530,SPSV_03962,2023-07-28,TARGETED,PASS,NAN,NO
INSP_004531,SPSV_01846,2024-08-26,FOLLOW-UP,PASS,NAN,NO
INSP_004532,SPSV_04624,2022-01-15,ROUTINE,FAIL,INSURANCE,YES
INSP_004533,SPSV_03338,2025-05-03,FOLLOW-UP,PASS,NAN,NO
INSP_004534,SPSV_02297,2025-12-30,COMPLAINT-LED,PASS,NAN,NO
INSP_004535,SPSV_02232,2022-10-07,TARGETED,PASS,NAN,NO
INSP_004536,SPSV_03266,2022-01-01,TARGETED,PASS,NAN,NO
INSP_004537,SPSV_00053,2022-03-10,COMPLAINT-LED,PASS,NAN,NO
INSP_004538,SPSV_02130,2022-10-29,ROUTINE,PASS,NAN,NO
INSP_004539,SPSV_01570,2023-03-27,ROUTINE,PASS,NAN,NO
INSP_004540,SPSV_03925,2024-01-06,ROUTINE,FAIL,ACCESSIBILITY,NO
INSP_004541,SPSV_01409,2024-04-02,ROUTINE,PASS,NAN,NO
INSP_004542,SPSV_00719,2023-05-14,FOLLOW-UP,PASS,NAN,NO
INSP_004543,SPSV_00571,2022-04-04,ROUTINE,PASS,NAN,NO
INSP_004544,SPSV_01049,2024-07-10,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004545,SPSV_04000,2023-04-29,ROUTINE,PASS,NAN,NO
INSP_004546,SPSV_03965,2025-01-16,ROUTINE,PASS,NAN,NO
INSP_004547,SPSV_03075,2024-04-30,ROUTINE,FAIL,SAFETY,YES
INSP_004548,SPSV_00854,2022-11-10,ROUTINE,PASS,NAN,NO
INSP_004549,SPSV_02662,2025-07-27,ROUTINE,PASS,NAN,NO
INSP_004550,SPSV_04290,2024-02-09,ROUTINE,PASS,NAN,NO
INSP_004551,SPSV_00830,2025-07-17,TARGETED,PASS,NAN,NO
INSP_004552,SPSV_00693,2023-11-12,ROUTINE,PASS,NAN,NO
INSP_004553,SPSV_03617,2025-01-31,TARGETED,PASS,NAN,NO
INSP_004554,SPSV_03163,2025-10-01,ROUTINE,PASS,NAN,NO
INSP_004555,SPSV_02701,2023-08-12,ROUTINE,PASS,NAN,NO
INSP_004556,SPSV_01575,2025-08-25,ROUTINE,NAN,NAN,NO
INSP_004557,SPSV_02153,2023-08-15,ROUTINE,PASS,NAN,NO
INSP_004558,SPSV_02147,2022-05-22,TARGETED,FAIL,INSURANCE,NO
INSP_004559,SPSV_01552,2024-01-24,FOLLOW-UP,PASS,NAN,NO
INSP_004560,SPSV_04680,2025-11-16,TARGETED,FAIL,DOCUMENTATION,YES
INSP_004561,SPSV_04295,2022-09-07,FOLLOW-UP,PASS,NAN,NO
INSP_004562,SPSV_01621,2025-02-15,ROUTINE,PASS,NAN,NO
INSP_004563,SPSV_04043,2023-04-07,TARGETED,PASS,NAN,NO
INSP_004564,SPSV_03802,2022-06-07,ROUTINE,PASS,NAN,NO
INSP_004565,SPSV_03004,2022-01-20,FOLLOW-UP,PASS,NAN,NO
INSP_004566,SPSV_03535,2022-10-16,ROUTINE,PASS,NAN,NO
INSP_004567,SPSV_04793,2022-02-01,FOLLOW-UP,NAN,NAN,NO
INSP_004568,SPSV_03245,2025-08-15,TARGETED,NAN,NAN,NO
INSP_004569,SPSV_00436,2022-08-19,ROUTINE,PASS,NAN,NO
INSP_004570,SPSV_01468,2024-06-10,ROUTINE,PASS,NAN,NO
INSP_004571,SPSV_03365,2024-09-22,FOLLOW-UP,PASS,NAN,NO
INSP_004572,SPSV_01846,2024-01-01,ROUTINE,PASS,NAN,NO
INSP_004573,SPSV_01535,2024-06-02,ROUTINE,PASS,NAN,NO
INSP_004574,SPSV_01491,2023-11-18,ROUTINE,PASS,NAN,NO
INSP_004575,SPSV_04271,2025-04-25,TARGETED,PASS,NAN,NO
INSP_004576,SPSV_03749,2024-04-13,ROUTINE,PASS,NAN,NO
INSP_004577,SPSV_01022,2023-06-15,ROUTINE,PASS,NAN,NO
INSP_004578,SPSV_03819,2022-05-11,TARGETED,PASS,NAN,NO
INSP_004579,SPSV_00170,2022-10-26,ROUTINE,PASS,NAN,NO
INSP_004580,SPSV_04836,2025-02-28,TARGETED,PASS,NAN,NO
INSP_004581,SPSV_00701,2022-10-11,TARGETED,PASS,NAN,NO
INSP_004582,SPSV_04542,2024-02-16,ROUTINE,FAIL,INSURANCE,YES
INSP_004583,SPSV_00951,2025-10-31,FOLLOW-UP,FAIL,INSURANCE,NO
INSP_004584,SPSV_01551,2024-10-29,TARGETED,PASS,NAN,NO
INSP_004585,SPSV_03046,2025-04-19,ROUTINE,PASS,NAN,NO
INSP_004586,SPSV_03838,2023-07-29,TARGETED,PASS,NAN,NO
INSP_004587,SPSV_02619,2024-12-12,ROUTINE,PASS,NAN,NO
INSP_004588,SPSV_03831,2024-09-14,FOLLOW-UP,PASS,NAN,NO
INSP_004589,SPSV_03010,2024-10-03,ROUTINE,PASS,NAN,NO
INSP_004590,SPSV_00298,2022-11-15,ROUTINE,PASS,NAN,NO
INSP_004591,SPSV_00510,2023-11-11,TARGETED,FAIL,SAFETY,YES
INSP_004592,SPSV_04883,2025-09-08,ROUTINE,PASS,NAN,NO
INSP_004593,SPSV_03750,2023-08-03,COMPLAINT-LED,FAIL,SAFETY,YES
INSP_004594,SPSV_02682,2023-11-24,FOLLOW-UP,PASS,NAN,NO
INSP_004595,SPSV_01441,2022-08-26,ROUTINE,PASS,NAN,NO
INSP_004596,SPSV_03432,2023-12-11,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004597,SPSV_04789,2022-11-06,ROUTINE,PASS,NAN,NO
INSP_004598,SPSV_02174,2025-05-02,TARGETED,PASS,NAN,NO
INSP_004599,SPSV_00449,2022-05-03,TARGETED,PASS,NAN,NO
INSP_004600,SPSV_00634,2023-12-12,ROUTINE,FAIL,OTHER,YES
INSP_004601,SPSV_02058,2025-08-27,ROUTINE,PASS,NAN,NO
INSP_004602,SPSV_01019,2025-02-21,TARGETED,PASS,NAN,NO
INSP_004603,SPSV_00715,2023-06-02,ROUTINE,PASS,NAN,NO
INSP_004604,SPSV_03075,2025-10-01,COMPLAINT-LED,FAIL,SAFETY,YES
INSP_004605,SPSV_00918,2023-01-01,TARGETED,PASS,NAN,NO
INSP_004606,SPSV_00824,2023-01-23,ROUTINE,PASS,NAN,NO
INSP_004607,SPSV_04274,2022-02-28,ROUTINE,FAIL,SAFETY,YES
INSP_004608,SPSV_02033,2022-06-19,ROUTINE,PASS,NAN,NO
INSP_004609,SPSV_00599,2024-01-31,FOLLOW-UP,PASS,NAN,NO
INSP_004610,SPSV_02365,2023-09-16,ROUTINE,PASS,NAN,NO
INSP_004611,SPSV_02301,2025-06-27,FOLLOW-UP,PASS,NAN,NO
INSP_004612,SPSV_00003,2023-08-02,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004613,SPSV_01992,2023-05-31,ROUTINE,PASS,NAN,NO
INSP_004614,SPSV_01927,2024-12-25,ROUTINE,PASS,NAN,NO
INSP_004615,SPSV_04147,2024-04-29,ROUTINE,PASS,NAN,NO
INSP_004616,SPSV_03763,2025-11-27,FOLLOW-UP,FAIL,ACCESSIBILITY,YES
INSP_004617,SPSV_02715,2022-05-04,FOLLOW-UP,PASS,NAN,NO
INSP_004618,SPSV_02828,2025-02-04,ROUTINE,FAIL,INSURANCE,YES
INSP_004619,SPSV_02473,2025-03-03,COMPLAINT-LED,PASS,NAN,NO
INSP_004620,SPSV_04216,2023-06-27,TARGETED,PASS,NAN,NO
INSP_004621,SPSV_00618,2024-10-25,FOLLOW-UP,PASS,NAN,NO
INSP_004622,SPSV_01394,2025-07-13,TARGETED,PASS,NAN,NO
INSP_004623,SPSV_02465,2022-04-29,FOLLOW-UP,PASS,NAN,NO
INSP_004624,SPSV_01803,2022-01-27,COMPLAINT-LED,PASS,NAN,NO
INSP_004625,SPSV_00164,2024-05-10,FOLLOW-UP,PASS,NAN,NO
INSP_004626,SPSV_01657,2023-06-14,ROUTINE,PASS,NAN,NO
INSP_004627,SPSV_02182,2025-07-10,TARGETED,PASS,NAN,NO
INSP_004628,SPSV_00635,2022-12-25,TARGETED,FAIL,SAFETY,YES
INSP_004629,SPSV_00956,2022-03-30,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004630,SPSV_02120,2024-04-03,FOLLOW-UP,PASS,NAN,NO
INSP_004631,SPSV_02407,2024-02-17,ROUTINE,PASS,NAN,NO
INSP_004632,SPSV_04645,2023-01-05,ROUTINE,PASS,NAN,NO
INSP_004633,SPSV_04197,2025-10-21,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004634,SPSV_00719,2025-01-15,ROUTINE,PASS,NAN,NO
INSP_004635,SPSV_01973,2024-04-06,ROUTINE,PASS,NAN,NO
INSP_004636,SPSV_03464,2024-08-29,ROUTINE,PASS,NAN,NO
INSP_004637,SPSV_00995,2024-04-06,ROUTINE,PASS,NONE,NO
INSP_004638,SPSV_04617,2023-05-21,TARGETED,PASS,NAN,NO
INSP_004639,SPSV_00837,2024-11-03,FOLLOW-UP,PASS,NAN,NO
INSP_004640,SPSV_03347,2024-06-14,ROUTINE,PASS,NAN,NO
INSP_004641,SPSV_02297,2023-08-20,COMPLAINT-LED,PASS,NAN,NO
INSP_004642,SPSV_00512,2025-04-07,TARGETED,PASS,NAN,NO
INSP_004643,SPSV_02160,2025-03-16,ROUTINE,PASS,NAN,NO
INSP_004644,SPSV_01042,2023-06-17,ROUTINE,PASS,NAN,NO
INSP_004645,SPSV_03152,2023-10-23,TARGETED,PASS,NAN,NO
INSP_004646,SPSV_04803,2024-08-25,COMPLAINT-LED,PASS,NAN,NO
INSP_004647,SPSV_04295,2022-03-12,TARGETED,PASS,NAN,NO
INSP_004648,SPSV_00544,2022-04-24,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004649,SPSV_04184,2024-06-20,TARGETED,FAIL,ACCESSIBILITY,NO
INSP_004650,SPSV_03504,2023-02-19,TARGETED,PASS,NAN,NO
INSP_004651,SPSV_00965,2023-04-14,FOLLOW-UP,PASS,NAN,NO
INSP_004652,SPSV_02376,2023-10-09,ROUTINE,PASS,NAN,NO
INSP_004653,SPSV_01922,2022-04-21,FOLLOW-UP,FAIL,ACCESSIBILITY,YES
INSP_004654,SPSV_02870,2024-04-01,FOLLOW-UP,PASS,NAN,NO
INSP_004655,SPSV_00998,2025-09-25,FOLLOW-UP,PASS,NAN,NO
INSP_004656,SPSV_04394,2022-02-09,ROUTINE,PASS,NAN,NO
INSP_004657,SPSV_00675,2025-11-14,TARGETED,PASS,NAN,NO
INSP_004658,SPSV_00887,2025-05-23,FOLLOW-UP,PASS,NAN,NO
INSP_004659,SPSV_02237,2025-05-07,COMPLAINT-LED,FAIL,OTHER,NO
INSP_004660,SPSV_04924,2022-10-24,ROUTINE,PASS,NAN,NO
INSP_004661,SPSV_02298,2024-11-17,ROUTINE,PASS,NAN,NO
INSP_004662,SPSV_02274,2023-11-21,FOLLOW-UP,FAIL,DOCUMENTATION,YES
INSP_004663,SPSV_04220,2024-05-17,ROUTINE,PASS,NAN,NO
INSP_004664,SPSV_02014,2022-12-18,TARGETED,FAIL,ACCESSIBILITY,YES
INSP_004665,SPSV_02353,2022-11-16,FOLLOW-UP,PASS,NAN,NO
INSP_004666,SPSV_04887,2023-02-20,ROUTINE,PASS,NAN,NO
INSP_004667,SPSV_01860,2025-08-22,ROUTINE,PASS,NAN,NO
INSP_004668,SPSV_04494,2023-07-17,FOLLOW-UP,PASS,NAN,NO
INSP_004669,SPSV_02051,2022-03-29,ROUTINE,PASS,NAN,NO
INSP_004670,SPSV_02044,2025-08-28,ROUTINE,PASS,NAN,NO
INSP_004671,SPSV_04106,2025-03-28,ROUTINE,PASS,NAN,NO
INSP_004672,SPSV_04675,2022-07-04,TARGETED,PASS,NAN,NO
INSP_004673,SPSV_02729,2023-01-12,ROUTINE,PASS,NAN,NO
INSP_004674,SPSV_04293,2022-07-16,ROUTINE,PASS,NAN,NO
INSP_004675,SPSV_00442,2024-07-20,TARGETED,FAIL,INSURANCE,YES
INSP_004676,SPSV_02063,2025-12-17,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004677,SPSV_01584,2025-01-24,FOLLOW-UP,PASS,NAN,NO
INSP_004678,SPSV_00626,2025-12-27,COMPLAINT-LED,PASS,NAN,NO
INSP_004679,SPSV_02564,2022-12-12,ROUTINE,PASS,NAN,NO
INSP_004680,SPSV_03351,2023-05-27,ROUTINE,PASS,NAN,NO
INSP_004681,SPSV_03128,2022-07-18,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004682,SPSV_00959,2022-07-22,TARGETED,PASS,NAN,NO
INSP_004683,SPSV_01039,2023-03-23,ROUTINE,PASS,NAN,NO
INSP_004684,SPSV_00091,2025-03-20,FOLLOW-UP,PASS,NAN,NO
INSP_004685,SPSV_02765,2022-07-11,FOLLOW-UP,PASS,NAN,NO
INSP_004686,SPSV_01518,2025-03-31,ROUTINE,PASS,NAN,NO
INSP_004687,SPSV_04335,2022-07-20,FOLLOW-UP,PASS,NAN,NO
INSP_004688,SPSV_03813,2022-08-05,ROUTINE,PASS,NAN,NO
INSP_004689,SPSV_01241,2024-02-29,COMPLAINT-LED,PASS,NAN,NO
INSP_004690,SPSV_00185,2024-03-22,ROUTINE,PASS,NAN,NO
INSP_004691,SPSV_00195,2022-04-21,COMPLAINT-LED,PASS,NAN,NO
INSP_004692,SPSV_00016,2023-01-08,ROUTINE,PASS,NAN,NO
INSP_004693,SPSV_03153,2022-05-31,TARGETED,PASS,NAN,NO
INSP_004694,SPSV_03675,2023-03-12,FOLLOW-UP,PASS,NAN,NO
INSP_004695,SPSV_03634,2022-06-09,FOLLOW-UP,PASS,NAN,NO
INSP_004696,SPSV_04381,2025-11-09,TARGETED,FAIL,INSURANCE,YES
INSP_004697,SPSV_00146,2024-06-05,ROUTINE,PASS,NAN,NO
INSP_004698,SPSV_01440,2022-04-17,ROUTINE,FAIL,SAFETY,YES
INSP_004699,SPSV_04069,2023-01-17,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004700,SPSV_01899,2022-12-31,TARGETED,FAIL,INSURANCE,NO
INSP_004701,SPSV_03745,2023-09-04,ROUTINE,NAN,NAN,NO
INSP_004702,SPSV_01494,2024-12-17,TARGETED,FAIL,ACCESSIBILITY,YES
INSP_004703,SPSV_01899,2024-03-22,ROUTINE,PASS,NAN,NO
INSP_004704,SPSV_02708,2022-07-01,TARGETED,FAIL,DOCUMENTATION,YES
INSP_004705,SPSV_04832,2024-08-26,ROUTINE,PASS,NAN,NO
INSP_004706,SPSV_04495,2022-09-08,TARGETED,PASS,NAN,NO
INSP_004707,SPSV_00080,2025-08-23,FOLLOW-UP,PASS,NAN,NO
INSP_004708,SPSV_04468,2024-08-16,ROUTINE,PASS,NAN,NO
INSP_004709,SPSV_01186,2025-07-17,ROUTINE,PASS,NAN,NO
INSP_004710,SPSV_03060,2024-08-10,ROUTINE,PASS,NAN,NO
INSP_004711,SPSV_03277,2023-05-27,ROUTINE,PASS,NAN,NO
INSP_004712,SPSV_03021,2022-03-13,TARGETED,PASS,NAN,NO
INSP_004713,SPSV_03935,2023-04-25,FOLLOW-UP,PASS,NAN,NO
INSP_004714,SPSV_04146,2024-08-20,ROUTINE,PASS,NAN,NO
INSP_004715,SPSV_01438,2022-08-23,ROUTINE,PASS,NAN,NO
INSP_004716,SPSV_02169,2023-03-31,TARGETED,FAIL,ACCESSIBILITY,YES
INSP_004717,SPSV_03737,2025-08-19,ROUTINE,PASS,NAN,NO
INSP_004718,SPSV_00458,2023-08-18,ROUTINE,PASS,NAN,NO
INSP_004719,SPSV_02274,2025-06-04,ROUTINE,PASS,NAN,NO
INSP_004720,SPSV_03332,2025-05-04,TARGETED,PASS,NAN,NO
INSP_004721,SPSV_02326,2023-11-05,COMPLAINT-LED,PASS,NAN,NO
INSP_004722,SPSV_02052,2025-11-16,ROUTINE,PASS,NAN,NO
INSP_004723,SPSV_01791,2025-04-06,FOLLOW-UP,FAIL,DOCUMENTATION,YES
INSP_004724,SPSV_03376,2025-03-08,FOLLOW-UP,PASS,NAN,NO
INSP_004725,SPSV_00151,2025-06-21,ROUTINE,FAIL,OTHER,YES
INSP_004726,SPSV_02054,2022-01-21,ROUTINE,PASS,NAN,NO
INSP_004727,SPSV_03525,2023-12-09,COMPLAINT-LED,FAIL,INSURANCE,YES
INSP_004728,SPSV_01984,2023-08-01,ROUTINE,PASS,NAN,NO
INSP_004729,SPSV_01766,2022-09-06,ROUTINE,PASS,NAN,NO
INSP_004730,SPSV_03717,2023-11-06,ROUTINE,FAIL,INSURANCE,YES
INSP_004731,SPSV_04001,2025-10-31,ROUTINE,FAIL,OTHER,NO
INSP_004732,SPSV_00922,2024-01-15,COMPLAINT-LED,FAIL,DOCUMENTATION,YES
INSP_004733,SPSV_00955,2023-09-18,FOLLOW-UP,FAIL,SAFETY,YES
INSP_004734,SPSV_00085,2025-03-29,TARGETED,PASS,NAN,NO
INSP_004735,SPSV_00418,2024-02-03,ROUTINE,PASS,NAN,NO
INSP_004736,SPSV_04250,2023-08-07,ROUTINE,FAIL,INSURANCE,YES
INSP_004737,SPSV_02762,2022-01-18,ROUTINE,PASS,NAN,NO
INSP_004738,SPSV_00706,2024-03-28,ROUTINE,PASS,NAN,NO
INSP_004739,SPSV_03342,2023-06-16,COMPLAINT-LED,PASS,NAN,NO
INSP_004740,SPSV_00373,2024-11-24,ROUTINE,PASS,NAN,NO
INSP_004741,SPSV_01095,2024-09-28,FOLLOW-UP,FAIL,SAFETY,YES
INSP_004742,SPSV_03274,2023-03-03,ROUTINE,PASS,NAN,NO
INSP_004743,SPSV_00904,2023-02-21,TARGETED,PASS,NAN,NO
INSP_004744,SPSV_04865,2022-04-04,COMPLAINT-LED,FAIL,INSURANCE,NO
INSP_004745,SPSV_04317,2025-12-28,TARGETED,PASS,NAN,NO
INSP_004746,SPSV_01183,2025-01-22,ROUTINE,PASS,NAN,NO
INSP_004747,SPSV_02286,2023-05-19,ROUTINE,PASS,NAN,NO
INSP_004748,SPSV_02899,2022-07-22,ROUTINE,PASS,NAN,NO
INSP_004749,SPSV_01754,2023-07-25,FOLLOW-UP,PASS,NAN,NO
INSP_004750,SPSV_02750,2023-10-04,ROUTINE,FAIL,INSURANCE,YES
INSP_004751,SPSV_04490,2023-08-28,ROUTINE,PASS,NAN,NO
INSP_004752,SPSV_01810,2022-11-12,TARGETED,PASS,NAN,NO
INSP_004753,SPSV_02397,2022-11-05,FOLLOW-UP,PASS,NAN,NO
INSP_004754,SPSV_00322,2025-08-30,ROUTINE,PASS,NAN,NO
INSP_004755,SPSV_01204,2023-02-10,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004756,SPSV_03672,2022-06-06,ROUTINE,PASS,NAN,NO
INSP_004757,SPSV_04873,2025-08-01,FOLLOW-UP,PASS,NAN,NO
INSP_004758,SPSV_00126,2023-06-18,ROUTINE,PASS,NAN,NO
INSP_004759,SPSV_02422,2022-08-17,ROUTINE,PASS,NAN,NO
INSP_004760,SPSV_02763,2025-11-06,ROUTINE,PASS,NAN,NO
INSP_004761,SPSV_03691,2025-02-01,ROUTINE,PASS,NAN,NO
INSP_004762,SPSV_03160,2025-10-29,ROUTINE,PASS,NAN,NO
INSP_004763,SPSV_03598,2025-04-09,ROUTINE,PASS,NAN,NO
INSP_004764,SPSV_03315,2024-07-08,TARGETED,PASS,NAN,NO
INSP_004765,SPSV_02578,2025-11-19,TARGETED,FAIL,SAFETY,YES
INSP_004766,SPSV_04173,2022-07-23,ROUTINE,PASS,NAN,NO
INSP_004767,SPSV_04386,2024-02-18,FOLLOW-UP,FAIL,INSURANCE,YES
INSP_004768,SPSV_02899,2022-06-19,ROUTINE,PASS,NAN,NO
INSP_004769,SPSV_03625,2025-01-07,ROUTINE,PASS,NAN,NO
INSP_004770,SPSV_02167,2025-09-28,FOLLOW-UP,PASS,NAN,NO
INSP_004771,SPSV_01611,2025-06-27,TARGETED,PASS,NAN,NO
INSP_004772,SPSV_01919,2024-12-26,TARGETED,PASS,NAN,NO
INSP_004773,SPSV_00218,2025-10-24,ROUTINE,PASS,NAN,NO
INSP_004774,SPSV_04821,2025-08-11,TARGETED,PASS,NAN,NO
INSP_004775,SPSV_02864,2022-04-04,ROUTINE,PASS,NAN,NO
INSP_004776,SPSV_03084,2025-02-02,TARGETED,PASS,NAN,NO
INSP_004777,SPSV_04033,2023-03-09,ROUTINE,PASS,NAN,NO
INSP_004778,SPSV_03854,2023-09-08,TARGETED,PASS,NAN,NO
INSP_004779,SPSV_02368,2025-12-24,ROUTINE,PASS,NAN,NO
INSP_004780,SPSV_02074,2024-06-12,ROUTINE,PASS,NAN,NO
INSP_004781,SPSV_00391,2023-04-22,TARGETED,FAIL,DOCUMENTATION,YES
INSP_004782,SPSV_04151,2023-04-30,ROUTINE,PASS,NAN,NO
INSP_004783,SPSV_03998,2024-07-14,TARGETED,PASS,NAN,NO
INSP_004784,SPSV_04247,2023-03-07,COMPLAINT-LED,PASS,NAN,NO
INSP_004785,SPSV_00463,2024-04-08,FOLLOW-UP,PASS,NAN,NO
INSP_004786,SPSV_01352,2023-04-27,COMPLAINT-LED,FAIL,OTHER,YES
INSP_004787,SPSV_00935,2022-12-16,ROUTINE,PASS,NAN,NO
INSP_004788,SPSV_01244,2023-03-25,FOLLOW-UP,FAIL,INSURANCE,YES
INSP_004789,SPSV_03376,2024-04-30,ROUTINE,PASS,NAN,NO
INSP_004790,SPSV_00511,2025-09-18,ROUTINE,PASS,NAN,NO
INSP_004791,SPSV_04869,2023-04-13,ROUTINE,PASS,NAN,NO
INSP_004792,SPSV_03605,2025-07-04,ROUTINE,PASS,NAN,NO
INSP_004793,SPSV_03762,2022-06-28,ROUTINE,PASS,NAN,NO
INSP_004794,SPSV_04500,2023-07-31,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004795,SPSV_04066,2023-01-19,ROUTINE,PASS,NAN,NO
INSP_004796,SPSV_03143,2025-12-17,ROUTINE,PASS,NAN,NO
INSP_004797,SPSV_02910,2025-04-26,COMPLAINT-LED,FAIL,OTHER,YES
INSP_004798,SPSV_02767,2024-10-26,ROUTINE,PASS,NAN,NO
INSP_004799,SPSV_04571,2023-07-28,TARGETED,PASS,NAN,NO
INSP_004800,SPSV_01609,2025-01-14,ROUTINE,PASS,NAN,NO
INSP_004801,SPSV_01691,2025-08-27,ROUTINE,FAIL,OTHER,NO
INSP_004802,SPSV_00770,2022-07-04,TARGETED,PASS,NAN,NO
INSP_004803,SPSV_00228,2024-03-25,ROUTINE,PASS,NAN,NO
INSP_004804,SPSV_02395,2024-04-05,FOLLOW-UP,PASS,NAN,NO
INSP_004805,SPSV_00808,2022-03-10,ROUTINE,PASS,NAN,NO
INSP_004806,SPSV_00548,2025-04-08,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_004807,SPSV_04072,2025-04-17,ROUTINE,PASS,NAN,NO
INSP_004808,SPSV_01893,2023-03-28,TARGETED,FAIL,DOCUMENTATION,NO
INSP_004809,SPSV_00724,2024-04-01,ROUTINE,PASS,NAN,NO
INSP_004810,SPSV_03062,2024-06-25,ROUTINE,PASS,NAN,NO
INSP_004811,SPSV_02322,2024-06-07,ROUTINE,PASS,NAN,NO
INSP_004812,SPSV_00115,2024-12-12,FOLLOW-UP,PASS,NAN,NO
INSP_004813,SPSV_02251,2022-08-02,TARGETED,FAIL,SAFETY,YES
INSP_004814,SPSV_04036,2022-10-07,TARGETED,FAIL,SAFETY,YES
INSP_004815,SPSV_01149,2025-05-28,TARGETED,PASS,NAN,NO
INSP_004816,SPSV_01743,2025-02-12,TARGETED,PASS,NAN,NO
INSP_004817,SPSV_02961,2023-01-25,COMPLAINT-LED,PASS,NAN,NO
INSP_004818,SPSV_03550,2022-09-21,TARGETED,NAN,DOCUMENTATION,NO
INSP_004819,SPSV_04991,2023-12-28,TARGETED,PASS,NAN,NO
