Month,County,Inspections,Failures,Follow_Ups,Complaints,Escalations,Failure_Rate
2023-06-01,LAOIS,20,2,1,17,2,0.1
2023-06-01,LIMERICK,19,3,0,9,1,0.1578947368421052
2023-06-01,LOUTH,15,1,0,11,1,0.0666666666666666
2023-06-01,MAYO,19,6,2,15,2,0.3157894736842105
2023-06-01,MEATH,14,6,5,15,3,0.4285714285714285
2023-06-01,MONAGHAN,10,2,2,8,4,0.2
2023-06-01,OFFALY,10,0,0,11,2,0.0
2023-06-01,SLIGO,15,3,1,19,0,0.2
2023-06-01,SOUTH DUBLIN,15,5,4,13,0,0.3333333333333333
2023-06-01,TIPPERARY,17,0,0,12,0,0.0
2023-06-01,WATERFORD,15,1,0,13,2,0.0666666666666666
2023-06-01,WESTMEATH,9,3,3,6,0,0.3333333333333333
2023-06-01,WEXFORD,13,2,2,11,1,0.1538461538461538
2023-06-01,WICKLOW,16,5,2,14,1,0.3125
2023-07-01,CAVAN,13,3,2,13,0,0.2307692307692307
2023-07-01,CLARE,20,4,3,11,0,0.2
2023-07-01,CORK,17,4,4,10,1,0.2352941176470588
2023-07-01,DONEGAL,16,3,3,15,5,0.1875
2023-07-01,DUBLIN CITY,11,5,5,16,3,0.4545454545454545
2023-07-01,DÚN LAOGHAIRE-RATHDOWN,10,2,1,11,0,0.2
2023-07-01,FINGAL,13,1,0,12,1,0.0769230769230769
2023-07-01,GALWAY,15,5,5,10,5,0.3333333333333333
2023-07-01,KERRY,16,4,3,17,4,0.25
2023-07-01,KILDARE,15,3,2,10,0,0.2
2023-07-01,KILKENNY,11,2,2,10,0,0.1818181818181818
2023-07-01,LAOIS,17,6,4,18,3,0.3529411764705882
2023-07-01,LIMERICK,15,2,1,12,0,0.1333333333333333
2023-07-01,LOUTH,17,2,1,17,2,0.1176470588235294
2023-07-01,MAYO,25,4,2,13,0,0.16
2023-07-01,MEATH,16,2,1,8,0,0.125
2023-07-01,MONAGHAN,14,2,2,8,1,0.1428571428571428
2023-07-01,OFFALY,17,3,2,12,1,0.1764705882352941
2023-07-01,SLIGO,19,6,6,19,4,0.3157894736842105
2023-07-01,SOUTH DUBLIN,14,2,2,11,2,0.1428571428571428
2023-07-01,TIPPERARY,22,6,5,8,1,0.2727272727272727
2023-07-01,WATERFORD,17,5,2,17,3,0.2941176470588235
2023-07-01,WESTMEATH,19,2,0,10,1,0.1052631578947368
2023-07-01,WEXFORD,23,9,8,10,1,0.391304347826087
2023-07-01,WICKLOW,15,4,2,6,0,0.2666666666666666
2023-08-01,CAVAN,11,2,1,9,0,0.1818181818181818
2023-08-01,CLARE,17,2,1,13,1,0.1176470588235294
2023-08-01,CORK,9,1,0,20,4,0.1111111111111111
2023-08-01,DONEGAL,13,1,0,16,1,0.0769230769230769
2023-08-01,DUBLIN CITY,21,4,3,15,2,0.1904761904761904
2023-08-01,DÚN LAOGHAIRE-RATHDOWN,11,5,3,9,0,0.4545454545454545
2023-08-01,FINGAL,16,4,4,12,2,0.25
2023-08-01,GALWAY,21,6,4,11,0,0.2857142857142857
2023-08-01,KERRY,20,3,3,10,0,0.15
2023-08-01,KILDARE,11,0,0,12,2,0.0
2023-08-01,KILKENNY,18,6,3,11,2,0.3333333333333333
2023-08-01,LAOIS,19,4,4,12,0,0.2105263157894736
2023-08-01,LIMERICK,18,2,2,9,0,0.1111111111111111
2023-08-01,LOUTH,19,5,4,8,1,0.2631578947368421
2023-08-01,MAYO,27,5,5,15,3,0.1851851851851851
2023-08-01,MEATH,12,4,4,8,1,0.3333333333333333
2023-08-01,MONAGHAN,20,5,5,27,1,0.25
2023-08-01,OFFALY,20,5,4,12,2,0.25
2023-08-01,SLIGO,12,1,1,5,1,0.0833333333333333
2023-08-01,SOUTH DUBLIN,19,3,2,4,0,0.1578947368421052
2023-08-01,TIPPERARY,13,2,2,18,3,0.1538461538461538
2023-08-01,WATERFORD,21,2,2,19,3,0.0952380952380952
2023-08-01,WESTMEATH,12,5,5,5,0,0.4166666666666667
2023-08-01,WEXFORD,14,5,4,16,2,0.3571428571428571
2023-08-01,WICKLOW,19,2,2,9,2,0.1052631578947368
2023-09-01,CAVAN,11,2,1,9,1,0.1818181818181818
2023-09-01,CLARE,15,2,2,10,1,0.1333333333333333
2023-09-01,CORK,17,6,4,13,1,0.3529411764705882
2023-09-01,DONEGAL,28,6,4,10,4,0.2142857142857142
2023-09-01,DUBLIN CITY,26,6,4,7,1,0.2307692307692307
2023-09-01,DÚN LAOGHAIRE-RATHDOWN,18,4,3,9,0,0.2222222222222222
2023-09-01,FINGAL,16,6,6,15,1,0.375
2023-09-01,GALWAY,10,0,0,9,1,0.0
2023-09-01,KERRY,15,1,1,16,2,0.0666666666666666
2023-09-01,KILDARE,15,4,4,13,4,0.2666666666666666
2023-09-01,KILKENNY,25,2,1,10,2,0.08
2023-09-01,LAOIS,22,4,2,7,1,0.1818181818181818
2023-09-01,LIMERICK,19,4,3,12,3,0.2105263157894736
2023-09-01,LOUTH,15,1,1,11,1,0.0666666666666666
2023-09-01,MAYO,24,5,3,17,0,0.2083333333333333
2023-09-01,MEATH,11,4,4,7,1,0.3636363636363636
2023-09-01,MONAGHAN,10,1,0,12,1,0.1
2023-09-01,OFFALY,11,2,2,12,4,0.1818181818181818
2023-09-01,SLIGO,13,2,1,17,2,0.1538461538461538
2023-09-01,SOUTH DUBLIN,14,4,2,11,2,0.2857142857142857
2023-09-01,TIPPERARY,18,2,1,7,0,0.1111111111111111
2023-09-01,WATERFORD,9,0,0,9,1,0.0
2023-09-01,WESTMEATH,20,7,4,8,2,0.35
2023-09-01,WEXFORD,15,4,3,11,2,0.2666666666666666
2023-09-01,WICKLOW,20,7,4,14,2,0.35
2023-10-01,CAVAN,19,7,4,12,2,0.3684210526315789
2023-10-01,CLARE,11,4,4,12,3,0.3636363636363636
2023-10-01,CORK,22,9,8,10,2,0.4090909090909091
2023-10-01,DONEGAL,19,6,4,17,2,0.3157894736842105
2023-10-01,DUBLIN CITY,10,4,4,20,3,0.4
2023-10-01,DÚN LAOGHAIRE-RATHDOWN,6,0,0,14,0,0.0
2023-10-01,FINGAL,8,3,2,22,3,0.375
2023-10-01,GALWAY,18,3,4,19,3,0.1666666666666666
2023-10-01,KERRY,14,0,0,21,1,0.0
2023-10-01,KILDARE,16,3,2,8,0,0.1875
2023-10-01,KILKENNY,10,1,1,14,1,0.1
2023-10-01,LAOIS,15,4,3,7,5,0.2666666666666666
2023-10-01,LIMERICK,17,2,2,12,0,0.1176470588235294
2023-10-01,LOUTH,20,4,4,15,2,0.2
2023-10-01,MAYO,21,6,5,11,3,0.2857142857142857
2023-10-01,MEATH,15,7,4,8,2,0.4666666666666667
2023-10-01,MONAGHAN,18,0,0,17,3,0.0
2023-10-01,OFFALY,15,4,3,11,2,0.2666666666666666
2023-10-01,SLIGO,19,4,3,16,1,0.2105263157894736
2023-10-01,SOUTH DUBLIN,14,2,2,13,2,0.1428571428571428
2023-10-01,TIPPERARY,15,6,4,13,1,0.4
2023-10-01,WATERFORD,15,4,3,7,1,0.2666666666666666
2023-10-01,WESTMEATH,19,2,0,11,2,0.1052631578947368
2023-10-01,WEXFORD,17,3,3,11,2,0.1764705882352941
2023-10-01,WICKLOW,19,5,5,15,2,0.2631578947368421
2023-11-01,CAVAN,18,5,5,6,1,0.2777777777777778
2023-11-01,CLARE,20,5,4,20,3,0.25
2023-11-01,CORK,17,4,4,16,2,0.2352941176470588
2023-11-01,DONEGAL,19,7,4,12,3,0.3684210526315789
2023-11-01,DUBLIN CITY,18,5,2,15,2,0.2777777777777778
2023-11-01,DÚN LAOGHAIRE-RATHDOWN,16,3,1,7,1,0.1875
2023-11-01,FINGAL,20,5,2,11,0,0.25
2023-11-01,GALWAY,19,6,2,15,1,0.3157894736842105
2023-11-01,KERRY,14,5,4,10,1,0.3571428571428571
2023-11-01,KILDARE,11,1,1,12,1,0.0909090909090909
2023-11-01,KILKENNY,14,2,0,6,0,0.1428571428571428
2023-11-01,LAOIS,20,5,4,16,0,0.25
2023-11-01,LIMERICK,9,1,0,10,1,0.1111111111111111
2023-11-01,LOUTH,14,3,2,16,3,0.2142857142857142
2023-11-01,MAYO,18,4,4,12,1,0.2222222222222222
2023-11-01,MEATH,12,5,5,15,3,0.4166666666666667
2023-11-01,MONAGHAN,26,6,5,18,4,0.2307692307692307
2023-11-01,OFFALY,11,1,1,12,3,0.0909090909090909
2023-11-01,SLIGO,13,5,4,15,2,0.3846153846153846
2023-11-01,SOUTH DUBLIN,21,5,5,9,2,0.238095238095238
2023-11-01,TIPPERARY,22,6,4,6,0,0.2727272727272727
2023-11-01,WATERFORD,20,6,5,22,2,0.3
2023-11-01,WESTMEATH,11,3,2,11,3,0.2727272727272727
2023-11-01,WEXFORD,13,2,1,16,3,0.1538461538461538
2023-11-01,WICKLOW,23,3,2,13,2,0.1304347826086956
2023-12-01,CAVAN,15,2,2,7,0,0.1333333333333333
2023-12-01,CLARE,15,2,2,10,0,0.1333333333333333
2023-12-01,CORK,16,5,5,12,3,0.3125
2023-12-01,DONEGAL,26,8,5,12,1,0.3076923076923077
2023-12-01,DUBLIN CITY,14,1,1,8,1,0.0714285714285714
2023-12-01,DÚN LAOGHAIRE-RATHDOWN,10,2,1,10,1,0.2
2023-12-01,FINGAL,15,5,5,15,1,0.3333333333333333
2023-12-01,GALWAY,18,6,4,13,0,0.3333333333333333
2023-12-01,KERRY,11,2,2,15,1,0.1818181818181818
2023-12-01,KILDARE,19,7,5,11,1,0.3684210526315789
2023-12-01,KILKENNY,19,8,6,11,1,0.4210526315789473
2023-12-01,LAOIS,17,3,2,11,0,0.1764705882352941
2023-12-01,LIMERICK,12,4,4,18,6,0.3333333333333333
2023-12-01,LOUTH,16,4,4,12,0,0.25
2023-12-01,MAYO,14,4,2,20,3,0.2857142857142857
2023-12-01,MEATH,20,5,4,14,1,0.25
2023-12-01,MONAGHAN,19,2,1,16,2,0.1052631578947368
2023-12-01,OFFALY,18,5,4,11,2,0.2777777777777778
2023-12-01,SLIGO,16,2,2,11,1,0.125
2023-12-01,SOUTH DUBLIN,17,5,4,18,2,0.2941176470588235
2023-12-01,TIPPERARY,17,4,2,13,2,0.2352941176470588
2023-12-01,WATERFORD,15,4,2,8,1,0.2666666666666666
2023-12-01,WESTMEATH,17,4,4,15,3,0.2352941176470588
2023-12-01,WEXFORD,13,3,2,10,2,0.2307692307692307
2023-12-01,WICKLOW,19,6,4,18,5,0.3157894736842105
2024-01-01,CAVAN,14,5,4,17,1,0.3571428571428571
2024-01-01,CLARE,20,3,3,15,0,0.15
2024-01-01,CORK,10,2,2,8,1,0.2
2024-01-01,DONEGAL,14,4,1,13,3,0.2857142857142857
2024-01-01,DUBLIN CITY,13,5,5,14,4,0.3846153846153846
2024-01-01,DÚN LAOGHAIRE-RATHDOWN,11,2,2,9,1,0.1818181818181818
2024-01-01,FINGAL,14,4,3,15,3,0.2857142857142857
2024-01-01,GALWAY,15,2,1,18,2,0.1333333333333333
2024-01-01,KERRY,13,5,4,13,0,0.3846153846153846
2024-01-01,KILDARE,15,2,2,8,1,0.1333333333333333
2024-01-01,KILKENNY,21,4,2,6,1,0.1904761904761904
2024-01-01,LAOIS,25,6,4,12,3,0.24
2024-01-01,LIMERICK,17,1,1,13,3,0.0588235294117647
2024-01-01,LOUTH,15,4,4,11,0,0.2666666666666666
2024-01-01,MAYO,23,4,4,17,2,0.1739130434782608
2024-01-01,MEATH,12,2,2,7,0,0.1666666666666666
2024-01-01,MONAGHAN,25,8,8,16,4,0.32
2024-01-01,OFFALY,14,4,2,11,1,0.2857142857142857
2024-01-01,SLIGO,20,4,4,12,1,0.2
2024-01-01,SOUTH DUBLIN,14,5,3,10,1,0.3571428571428571
2024-01-01,TIPPERARY,19,4,2,11,2,0.2105263157894736
2024-01-01,WATERFORD,10,3,2,10,3,0.3
2024-01-01,WESTMEATH,16,3,2,8,2,0.1875
2024-01-01,WEXFORD,19,3,2,14,3,0.1578947368421052
2024-01-01,WICKLOW,14,5,2,12,1,0.3571428571428571
2024-02-01,CAVAN,16,5,5,14,3,0.3125
2024-02-01,CLARE,21,7,6,15,2,0.3333333333333333
2024-02-01,CORK,17,1,1,8,1,0.0588235294117647
2024-02-01,DONEGAL,15,4,4,9,0,0.2666666666666666
2024-02-01,DUBLIN CITY,20,5,5,14,3,0.25
2024-02-01,DÚN LAOGHAIRE-RATHDOWN,12,3,2,10,1,0.25
2024-02-01,FINGAL,23,5,4,7,5,0.217391304347826
2024-02-01,GALWAY,16,3,3,10,2,0.1875
2024-02-01,KERRY,14,3,3,6,1,0.2142857142857142
2024-02-01,KILDARE,18,3,3,7,0,0.1666666666666666
2024-02-01,KILKENNY,19,1,1,9,2,0.0526315789473684
2024-02-01,LAOIS,17,5,3,10,0,0.2941176470588235
2024-02-01,LIMERICK,16,7,6,15,0,0.4375
2024-02-01,LOUTH,17,6,5,12,4,0.3529411764705882
2024-02-01,MAYO,21,3,2,21,3,0.1428571428571428
2024-02-01,MEATH,11,3,3,19,1,0.2727272727272727
2024-02-01,MONAGHAN,22,3,3,12,2,0.1363636363636363
2024-02-01,OFFALY,20,2,1,9,1,0.1
2024-02-01,SLIGO,18,3,1,6,2,0.1666666666666666
2024-02-01,SOUTH DUBLIN,9,3,1,8,1,0.3333333333333333
2024-02-01,TIPPERARY,9,2,2,20,3,0.2222222222222222
2024-02-01,WATERFORD,14,4,2,10,1,0.2857142857142857
2024-02-01,WESTMEATH,14,2,1,9,1,0.1428571428571428
2024-02-01,WEXFORD,11,0,0,11,1,0.0
2024-02-01,WICKLOW,19,7,4,15,1,0.3684210526315789
2024-03-01,CAVAN,17,7,7,15,3,0.4117647058823529
2024-03-01,CLARE,19,3,2,19,1,0.1578947368421052
2024-03-01,CORK,27,5,5,10,2,0.1851851851851851
2024-03-01,DONEGAL,18,1,1,11,1,0.0555555555555555
2024-03-01,DUBLIN CITY,16,4,4,4,0,0.25
2024-03-01,DÚN LAOGHAIRE-RATHDOWN,26,3,2,9,3,0.1153846153846153
2024-03-01,FINGAL,20,2,2,13,3,0.1
2024-03-01,GALWAY,22,2,0,14,1,0.0909090909090909
2024-03-01,KERRY,15,3,2,16,2,0.2
2024-03-01,KILDARE,24,8,6,9,1,0.3333333333333333
2024-03-01,KILKENNY,30,8,5,8,1,0.2666666666666666
2024-03-01,LAOIS,13,2,2,19,1,0.1538461538461538
2024-03-01,LIMERICK,14,3,1,16,2,0.2142857142857142
2024-03-01,LOUTH,19,7,7,6,0,0.3684210526315789
2024-03-01,MAYO,15,2,1,19,3,0.1333333333333333
2024-03-01,MEATH,22,3,3,14,1,0.1363636363636363
2024-03-01,MONAGHAN,14,6,6,11,0,0.4285714285714285
2024-03-01,OFFALY,17,4,4,19,4,0.2352941176470588
2024-03-01,SLIGO,20,6,6,15,4,0.3
2024-03-01,SOUTH DUBLIN,17,4,4,6,0,0.2352941176470588
2024-03-01,TIPPERARY,23,5,5,11,4,0.217391304347826
2024-03-01,WATERFORD,18,4,1,13,1,0.2222222222222222
2024-03-01,WESTMEATH,18,5,4,11,2,0.2777777777777778
2024-03-01,WEXFORD,20,4,2,15,1,0.2
2024-03-01,WICKLOW,21,4,1,15,4,0.1904761904761904
2024-04-01,CAVAN,16,4,3,10,3,0.25
2024-04-01,CLARE,13,1,1,16,1,0.0769230769230769
2024-04-01,CORK,13,6,4,8,2,0.4615384615384615
2024-04-01,DONEGAL,16,2,0,14,3,0.125
2024-04-01,DUBLIN CITY,12,3,3,17,1,0.25
2024-04-01,DÚN LAOGHAIRE-RATHDOWN,16,2,1,14,2,0.125
2024-04-01,FINGAL,14,3,3,9,2,0.2142857142857142
2024-04-01,GALWAY,14,3,3,15,5,0.2142857142857142
2024-04-01,KERRY,11,1,1,6,0,0.0909090909090909
2024-04-01,KILDARE,13,4,4,10,0,0.3076923076923077
2024-04-01,KILKENNY,15,5,3,12,0,0.3333333333333333
2024-04-01,LAOIS,21,2,2,15,1,0.0952380952380952
2024-04-01,LIMERICK,22,4,4,14,3,0.1818181818181818
2024-04-01,LOUTH,21,4,2,20,3,0.1904761904761904
2024-04-01,MAYO,19,6,5,14,2,0.3157894736842105
2024-04-01,MEATH,13,2,1,8,2,0.1538461538461538
2024-04-01,MONAGHAN,18,1,0,9,1,0.0555555555555555
2024-04-01,OFFALY,16,7,3,12,0,0.4375
2024-04-01,SLIGO,21,8,6,13,0,0.3809523809523809
2024-04-01,SOUTH DUBLIN,17,6,3,9,2,0.3529411764705882
2024-04-01,TIPPERARY,23,3,2,13,0,0.1304347826086956
2024-04-01,WATERFORD,15,5,2,7,0,0.3333333333333333
2024-04-01,WESTMEATH,19,3,1,14,2,0.1578947368421052
2024-04-01,WEXFORD,10,2,0,15,4,0.2
2024-04-01,WICKLOW,30,5,5,12,0,0.1666666666666666
2024-05-01,CAVAN,22,6,5,14,3,0.2727272727272727
2024-05-01,CLARE,17,5,4,12,3,0.2941176470588235
2024-05-01,CORK,15,4,2,10,3,0.2666666666666666
2024-05-01,DONEGAL,16,2,2,9,1,0.125
2024-05-01,DUBLIN CITY,15,2,1,13,2,0.1333333333333333
2024-05-01,DÚN LAOGHAIRE-RATHDOWN,14,4,4,10,0,0.2857142857142857
2024-05-01,FINGAL,14,3,3,8,2,0.2142857142857142
2024-05-01,GALWAY,21,5,3,10,2,0.238095238095238
2024-05-01,KERRY,9,2,1,14,2,0.2222222222222222
2024-05-01,KILDARE,16,3,3,8,2,0.1875
2024-05-01,KILKENNY,13,4,3,11,1,0.3076923076923077
2024-05-01,LAOIS,15,4,4,10,1,0.2666666666666666
2024-05-01,LIMERICK,17,2,2,13,5,0.1176470588235294
2024-05-01,LOUTH,13,2,2,14,2,0.1538461538461538
2024-05-01,MAYO,29,6,4,17,4,0.2068965517241379
2024-05-01,MEATH,18,4,3,14,1,0.2222222222222222
2024-05-01,MONAGHAN,12,5,3,17,2,0.4166666666666667
2024-05-01,OFFALY,16,3,1,15,3,0.1875
2024-05-01,SLIGO,12,3,3,8,3,0.25
2024-05-01,SOUTH DUBLIN,15,1,1,14,1,0.0666666666666666
2024-05-01,TIPPERARY,18,7,5,10,0,0.3888888888888889
2024-05-01,WATERFORD,18,2,2,10,0,0.1111111111111111
2024-05-01,WESTMEATH,13,5,4,12,2,0.3846153846153846
2024-05-01,WEXFORD,15,3,2,15,1,0.2
2024-05-01,WICKLOW,13,3,3,21,2,0.2307692307692307
2024-06-01,CAVAN,15,7,4,17,2,0.4666666666666667
2024-06-01,CLARE,15,4,4,9,3,0.2666666666666666
2024-06-01,CORK,12,2,1,9,1,0.1666666666666666
2024-06-01,DONEGAL,14,4,4,15,0,0.2857142857142857
2024-06-01,DUBLIN CITY,21,3,1,14,7,0.1428571428571428
2024-06-01,DÚN LAOGHAIRE-RATHDOWN,17,4,1,9,1,0.2352941176470588
2024-06-01,FINGAL,11,0,0,11,1,0.0
2024-06-01,GALWAY,25,2,1,12,2,0.08
2024-06-01,KERRY,13,1,0,13,4,0.0769230769230769
2024-06-01,KILDARE,13,2,1,18,1,0.1538461538461538
2024-06-01,KILKENNY,11,2,1,6,1,0.1818181818181818
2024-06-01,LAOIS,12,2,1,14,5,0.1666666666666666
2024-06-01,LIMERICK,12,5,4,12,1,0.4166666666666667
2024-06-01,LOUTH,15,3,1,17,1,0.2
2024-06-01,MAYO,19,1,0,13,2,0.0526315789473684
2024-06-01,MEATH,19,6,3,13,2,0.3157894736842105
2024-06-01,MONAGHAN,19,3,3,11,5,0.1578947368421052
2024-06-01,OFFALY,12,0,0,9,1,0.0
2024-06-01,SLIGO,18,4,3,8,1,0.2222222222222222
2024-06-01,SOUTH DUBLIN,10,2,2,13,2,0.2
2024-06-01,TIPPERARY,14,3,2,8,0,0.2142857142857142
2024-06-01,WATERFORD,17,4,2,12,2,0.2352941176470588
2024-06-01,WESTMEATH,12,2,1,12,5,0.1666666666666666
2024-06-01,WEXFORD,14,2,2,6,1,0.1428571428571428
2024-06-01,WICKLOW,17,2,1,14,2,0.1176470588235294
2024-07-01,CAVAN,16,4,4,11,1,0.25
2024-07-01,CLARE,22,6,5,9,1,0.2727272727272727
2024-07-01,CORK,16,1,1,12,2,0.0625
2024-07-01,DONEGAL,15,1,0,11,1,0.0666666666666666
2024-07-01,DUBLIN CITY,20,6,6,11,2,0.3
2024-07-01,DÚN LAOGHAIRE-RATHDOWN,20,5,4,12,2,0.25
2024-07-01,FINGAL,16,3,2,6,0,0.1875
2024-07-01,GALWAY,18,2,2,17,4,0.1111111111111111
2024-07-01,KERRY,22,5,3,15,2,0.2272727272727272
2024-07-01,KILDARE,18,5,5,8,0,0.2777777777777778
2024-07-01,KILKENNY,18,5,3,9,2,0.2777777777777778
2024-07-01,LAOIS,22,4,3,9,2,0.1818181818181818
2024-07-01,LIMERICK,10,4,3,8,1,0.4
2024-07-01,LOUTH,9,0,0,6,1,0.0
2024-07-01,MAYO,26,6,4,15,2,0.2307692307692307
2024-07-01,MEATH,24,3,3,13,1,0.125
2024-07-01,MONAGHAN,21,3,3,15,1,0.1428571428571428
2024-07-01,OFFALY,18,6,5,11,1,0.3333333333333333
2024-07-01,SLIGO,12,1,1,14,1,0.0833333333333333
2024-07-01,SOUTH DUBLIN,14,3,3,16,2,0.2142857142857142
2024-07-01,TIPPERARY,14,3,3,17,2,0.2142857142857142
2024-07-01,WATERFORD,16,2,2,9,0,0.125
2024-07-01,WESTMEATH,15,3,2,10,0,0.2
2024-07-01,WEXFORD,22,3,3,14,0,0.1363636363636363
2024-07-01,WICKLOW,15,1,1,14,3,0.0666666666666666
2024-08-01,CAVAN,17,4,3,11,0,0.2352941176470588
2024-08-01,CLARE,17,3,1,12,1,0.1764705882352941
2024-08-01,CORK,19,0,0,9,0,0.0
2024-08-01,DONEGAL,10,3,3,11,2,0.3
2024-08-01,DUBLIN CITY,20,4,4,15,4,0.2
2024-08-01,DÚN LAOGHAIRE-RATHDOWN,24,3,2,13,3,0.125
2024-08-01,FINGAL,20,5,3,14,2,0.25
2024-08-01,GALWAY,8,2,2,11,1,0.25
2024-08-01,KERRY,12,4,2,10,4,0.3333333333333333
2024-08-01,KILDARE,18,4,3,11,0,0.2222222222222222
2024-08-01,KILKENNY,17,2,2,12,2,0.1176470588235294
2024-08-01,LAOIS,13,3,3,12,1,0.2307692307692307
2024-08-01,LIMERICK,18,3,2,16,1,0.1666666666666666
2024-08-01,LOUTH,13,0,0,8,0,0.0
2024-08-01,MAYO,18,4,3,12,2,0.2222222222222222
2024-08-01,MEATH,12,0,0,14,3,0.0
2024-08-01,MONAGHAN,13,4,3,19,3,0.3076923076923077
2024-08-01,OFFALY,14,3,3,13,1,0.2142857142857142
2024-08-01,SLIGO,15,4,2,14,3,0.2666666666666666
2024-08-01,SOUTH DUBLIN,20,4,2,18,1,0.2
2024-08-01,TIPPERARY,23,2,1,10,4,0.0869565217391304
2024-08-01,WATERFORD,14,0,0,14,0,0.0
2024-08-01,WESTMEATH,11,4,2,14,4,0.3636363636363636
2024-08-01,WEXFORD,12,0,0,10,2,0.0
2024-08-01,WICKLOW,15,3,2,16,2,0.2
2024-09-01,CAVAN,17,4,3,12,2,0.2352941176470588
2024-09-01,CLARE,15,3,3,10,0,0.2
2024-09-01,CORK,17,1,1,7,1,0.0588235294117647
2024-09-01,DONEGAL,13,4,3,10,2,0.3076923076923077
2024-09-01,DUBLIN CITY,11,1,1,18,4,0.0909090909090909
2024-09-01,DÚN LAOGHAIRE-RATHDOWN,14,3,3,13,6,0.2142857142857142
2024-09-01,FINGAL,20,2,1,17,1,0.1
2024-09-01,GALWAY,20,4,3,13,3,0.2
2024-09-01,KERRY,15,4,4,12,1,0.2666666666666666
2024-09-01,KILDARE,18,3,1,9,0,0.1666666666666666
2024-09-01,KILKENNY,18,7,5,10,1,0.3888888888888889
2024-09-01,LAOIS,21,5,1,11,1,0.238095238095238
2024-09-01,LIMERICK,21,5,5,14,1,0.238095238095238
2024-09-01,LOUTH,17,6,5,15,0,0.3529411764705882
2024-09-01,MAYO,18,4,4,11,3,0.2222222222222222
2024-09-01,MEATH,10,5,4,10,0,0.5
2024-09-01,MONAGHAN,15,3,3,10,0,0.2
2024-09-01,OFFALY,17,9,7,10,0,0.5294117647058824
2024-09-01,SLIGO,16,3,3,15,3,0.1875
2024-09-01,SOUTH DUBLIN,14,3,3,20,2,0.2142857142857142
2024-09-01,TIPPERARY,13,3,2,6,0,0.2307692307692307
2024-09-01,WATERFORD,13,4,4,15,1,0.3076923076923077
2024-09-01,WESTMEATH,15,4,4,6,0,0.2666666666666666
2024-09-01,WEXFORD,15,5,4,12,3,0.3333333333333333
2024-09-01,WICKLOW,16,1,1,14,2,0.0625
2024-10-01,CAVAN,14,3,1,14,2,0.2142857142857142
2024-10-01,CLARE,23,4,2,20,0,0.1739130434782608
2024-10-01,CORK,18,5,3,14,2,0.2777777777777778
2024-10-01,DONEGAL,12,2,2,7,2,0.1666666666666666
2024-10-01,DUBLIN CITY,16,4,3,12,0,0.25
2024-10-01,DÚN LAOGHAIRE-RATHDOWN,21,4,2,10,1,0.1904761904761904
2024-10-01,FINGAL,28,6,4,16,3,0.2142857142857142
2024-10-01,GALWAY,18,3,2,10,3,0.1666666666666666
2024-10-01,KERRY,13,5,5,16,6,0.3846153846153846
2024-10-01,KILDARE,22,7,3,11,3,0.3181818181818182
2024-10-01,KILKENNY,22,3,2,12,2,0.1363636363636363
2024-10-01,LAOIS,18,4,4,22,2,0.2222222222222222
2024-10-01,LIMERICK,16,5,5,6,1,0.3125
2024-10-01,LOUTH,16,4,3,13,2,0.25
2024-10-01,MAYO,17,2,2,12,1,0.1176470588235294
2024-10-01,MEATH,16,3,1,10,0,0.1875
2024-10-01,MONAGHAN,15,1,0,7,0,0.0666666666666666
2024-10-01,OFFALY,19,6,4,15,2,0.3157894736842105
2024-10-01,SLIGO,15,4,4,12,3,0.2666666666666666
2024-10-01,SOUTH DUBLIN,17,5,3,13,2,0.2941176470588235
2024-10-01,TIPPERARY,12,1,0,8,0,0.0833333333333333
2024-10-01,WATERFORD,15,5,4,9,0,0.3333333333333333
2024-10-01,WESTMEATH,8,1,1,10,1,0.125
2024-10-01,WEXFORD,19,5,5,12,0,0.2631578947368421
2024-10-01,WICKLOW,25,8,4,19,5,0.32
2024-11-01,CAVAN,17,4,2,9,1,0.2352941176470588
2024-11-01,CLARE,22,7,4,7,0,0.3181818181818182
2024-11-01,CORK,17,3,3,10,0,0.1764705882352941
2024-11-01,DONEGAL,12,5,5,11,0,0.4166666666666667
2024-11-01,DUBLIN CITY,18,7,4,9,0,0.3888888888888889
2024-11-01,DÚN LAOGHAIRE-RATHDOWN,22,5,3,11,2,0.2272727272727272
2024-11-01,FINGAL,11,2,2,18,2,0.1818181818181818
2024-11-01,GALWAY,19,4,4,10,2,0.2105263157894736
2024-11-01,KERRY,17,4,4,17,1,0.2352941176470588
2024-11-01,KILDARE,20,4,2,10,0,0.2
2024-11-01,KILKENNY,21,5,3,14,1,0.238095238095238
2024-11-01,LAOIS,27,6,5,14,3,0.2222222222222222
2024-11-01,LIMERICK,26,6,6,12,2,0.2307692307692307
2024-11-01,LOUTH,15,3,3,18,6,0.2
2024-11-01,MAYO,14,4,4,13,3,0.2857142857142857
2024-11-01,MEATH,12,3,3,11,1,0.25
2024-11-01,MONAGHAN,17,1,1,7,0,0.0588235294117647
2024-11-01,OFFALY,12,4,3,12,3,0.3333333333333333
2024-11-01,SLIGO,15,3,3,8,0,0.2
2024-11-01,SOUTH DUBLIN,22,5,5,13,3,0.2272727272727272
2024-11-01,TIPPERARY,20,5,3,22,3,0.25
2024-11-01,WATERFORD,13,3,0,9,1,0.2307692307692307
2024-11-01,WESTMEATH,25,6,3,12,1,0.24
