Complaint_ID,Licence_ID,Complaint_Type,Date_Received,Resolved,Days_To_Resolution,Escalated
CMP_001811,SPSV_04989,VEHICLE SAFETY,2022-10-30,YES,38.0,NO
CMP_001812,SPSV_04672,OTHER,2025-07-15,NO,14.0,YES
CMP_001813,SPSV_00647,VEHICLE SAFETY,2025-06-21,YES,10.0,NO
CMP_001814,SPSV_00956,VEHICLE SAFETY,2022-04-15,YES,12.0,NO
CMP_001815,SPSV_00474,NO SHOW,2022-09-17,YES,15.0,NO
CMP_001816,SPSV_00544,OTHER,2022-11-30,NO,14.0,NO
CMP_001817,SPSV_03648,CONDUCT,2025-10-16,NO,14.0,NO
CMP_001818,SPSV_00823,REFUSAL OF HIRE,2024-04-12,YES,19.0,NO
CMP_001819,SPSV_01354,NO SHOW,2023-01-19,NO,14.0,YES
CMP_001820,SPSV_04761,OVERCHARGING,2023-04-23,NO,14.0,NO
CMP_001821,SPSV_01744,NO SHOW,2022-11-16,YES,5.0,NO
CMP_001822,SPSV_00121,CONDUCT,2022-08-31,YES,21.0,NO
CMP_001823,SPSV_01186,OVERCHARGING,2025-02-16,YES,10.0,NO
CMP_001824,SPSV_03050,OTHER,2022-10-06,YES,18.0,NO
CMP_001825,SPSV_03561,VEHICLE SAFETY,2023-01-04,YES,22.0,NO
CMP_001826,SPSV_02313,NO SHOW,2024-04-13,YES,9.0,NO
CMP_001827,SPSV_01292,CONDUCT,2022-02-08,YES,17.0,NO
CMP_001828,SPSV_04899,REFUSAL OF HIRE,2023-05-30,NO,14.0,NO
CMP_001829,SPSV_02554,CONDUCT,2025-06-15,NO,14.0,NO
CMP_001830,SPSV_01834,NO SHOW,2024-02-22,NO,14.0,NO
CMP_001831,SPSV_02748,OVERCHARGING,2022-09-13,YES,32.0,NO
CMP_001832,SPSV_01680,REFUSAL OF HIRE,2024-10-03,YES,47.0,NO
CMP_001833,SPSV_02786,CONDUCT,2025-05-04,YES,19.0,NO
CMP_001834,SPSV_00445,OVERCHARGING,2025-03-16,YES,21.0,NO
CMP_001835,SPSV_01881,OVERCHARGING,2025-09-04,YES,12.0,NO
CMP_001836,SPSV_02865,ACCESSIBILITY,2025-05-18,YES,19.0,NO
CMP_001837,SPSV_03907,CONDUCT,2022-08-17,YES,21.0,NO
CMP_001838,SPSV_00756,OVERCHARGING,2023-04-12,YES,17.0,NO
CMP_001839,SPSV_00659,CONDUCT,2023-06-14,NO,14.0,NO
CMP_001840,SPSV_01042,REFUSAL OF HIRE,2023-05-27,YES,11.0,NO
CMP_001841,SPSV_01822,NO SHOW,2024-09-04,NO,14.0,NO
CMP_001842,SPSV_04692,OTHER,2023-10-06,YES,11.0,NO
CMP_001843,SPSV_03193,VEHICLE SAFETY,2025-07-09,NO,14.0,NO
CMP_001844,SPSV_02223,VEHICLE SAFETY,2025-06-19,YES,9.0,NO
CMP_001845,SPSV_00916,ACCESSIBILITY,2024-02-05,YES,2.0,NO
CMP_001846,SPSV_00401,VEHICLE SAFETY,2022-12-05,YES,11.0,NO
CMP_001847,SPSV_01855,VEHICLE SAFETY,2025-06-23,YES,8.0,NO
CMP_001848,SPSV_00212,OTHER,2025-09-30,NO,14.0,NO
CMP_001849,SPSV_04772,CONDUCT,2022-01-26,YES,19.0,NO
CMP_001850,SPSV_04901,REFUSAL OF HIRE,2022-04-14,YES,33.0,NO
CMP_001851,SPSV_00167,OTHER,2023-06-07,YES,35.0,NO
CMP_001852,SPSV_04195,ACCESSIBILITY,2025-10-22,NO,14.0,NO
CMP_001853,SPSV_04665,OVERCHARGING,2023-11-28,YES,36.0,NO
CMP_001854,SPSV_00002,ACCESSIBILITY,2025-03-16,YES,34.0,NO
CMP_001855,SPSV_01426,NO SHOW,2022-07-12,NO,14.0,NO
CMP_001856,SPSV_00948,OTHER,2025-01-21,YES,10.0,NO
CMP_001857,SPSV_02121,VEHICLE SAFETY,2022-07-17,YES,18.0,NO
CMP_001858,SPSV_00899,OVERCHARGING,2025-10-09,NO,14.0,NO
CMP_001859,SPSV_03631,OVERCHARGING,2024-05-29,YES,10.0,NO
CMP_001860,SPSV_02710,VEHICLE SAFETY,2025-03-23,YES,18.0,NO
CMP_001861,SPSV_04460,OTHER,2025-04-06,YES,16.0,NO
CMP_001862,SPSV_00986,NO SHOW,2023-11-18,NO,14.0,NO
CMP_001863,SPSV_01036,VEHICLE SAFETY,2023-11-03,YES,11.0,NO
CMP_001864,SPSV_01395,VEHICLE SAFETY,2023-09-21,YES,9.0,YES
CMP_001865,SPSV_00774,OVERCHARGING,2023-05-04,YES,20.0,NO
CMP_001866,SPSV_00092,OTHER,2023-04-06,YES,23.0,NO
CMP_001867,SPSV_01292,REFUSAL OF HIRE,2024-12-24,YES,13.0,NO
CMP_001868,SPSV_00038,CONDUCT,2024-10-11,NO,14.0,NO
CMP_001869,SPSV_04948,OVERCHARGING,2024-12-13,NO,14.0,YES
CMP_001870,SPSV_04900,CONDUCT,2024-05-23,YES,10.0,NO
CMP_001871,SPSV_04302,OTHER,2023-05-21,YES,12.0,NO
CMP_001872,SPSV_04003,CONDUCT,2022-10-27,NO,14.0,NO
CMP_001873,SPSV_01487,REFUSAL OF HIRE,2023-01-19,YES,21.0,NO
CMP_001874,SPSV_03295,OTHER,2022-11-15,YES,21.0,NO
CMP_001875,SPSV_01538,REFUSAL OF HIRE,2023-06-06,YES,6.0,NO
CMP_001876,SPSV_00353,NO SHOW,2025-11-12,YES,31.0,NO
CMP_001877,SPSV_01416,VEHICLE SAFETY,2025-08-05,YES,14.0,NO
CMP_001878,SPSV_02055,CONDUCT,2023-11-08,YES,10.0,NO
CMP_001879,SPSV_04345,ACCESSIBILITY,2022-11-04,YES,40.0,NO
CMP_001880,SPSV_03071,ACCESSIBILITY,2023-01-10,YES,26.0,NO
CMP_001881,SPSV_01784,NO SHOW,2023-09-20,YES,14.0,NO
CMP_001882,SPSV_04657,OVERCHARGING,2025-03-01,NO,14.0,NO
CMP_001883,SPSV_03617,REFUSAL OF HIRE,2022-06-20,YES,20.0,NO
CMP_001884,SPSV_04372,CONDUCT,2025-03-13,NO,14.0,NO
CMP_001885,SPSV_02432,OVERCHARGING,2024-03-04,YES,17.0,NO
CMP_001886,SPSV_03383,CONDUCT,2023-04-28,NO,14.0,NO
CMP_001887,SPSV_01621,CONDUCT,2024-09-09,YES,10.0,NO
CMP_001888,SPSV_03752,OTHER,2024-03-22,YES,10.0,NO
CMP_001889,SPSV_04828,VEHICLE SAFETY,2023-12-31,YES,7.0,NO
CMP_001890,SPSV_03518,OTHER,2022-09-30,NO,14.0,YES
CMP_001891,SPSV_00065,CONDUCT,2025-11-02,YES,11.0,NO
CMP_001892,SPSV_04331,VEHICLE SAFETY,2024-07-13,YES,30.0,NO
CMP_001893,SPSV_03997,REFUSAL OF HIRE,2023-10-27,YES,12.0,NO
CMP_001894,SPSV_04571,VEHICLE SAFETY,2023-12-14,NO,14.0,YES
CMP_001895,SPSV_01858,ACCESSIBILITY,2024-05-20,YES,24.0,NO
CMP_001896,SPSV_01352,CONDUCT,2023-06-17,YES,8.0,NO
CMP_001897,SPSV_02464,OVERCHARGING,2023-03-16,YES,25.0,NO
CMP_001898,SPSV_03975,VEHICLE SAFETY,2025-10-02,YES,12.0,NO
CMP_001899,SPSV_02752,CONDUCT,2022-07-04,NO,14.0,NO
CMP_001900,SPSV_01899,OTHER,2022-04-25,NO,14.0,NO
CMP_001901,SPSV_00761,VEHICLE SAFETY,2025-07-09,NO,14.0,NO
CMP_001902,SPSV_03670,ACCESSIBILITY,2023-01-09,NO,14.0,YES
CMP_001903,SPSV_03237,CONDUCT,2025-10-26,YES,8.0,NO
CMP_001904,SPSV_03611,OVERCHARGING,2024-11-08,YES,27.0,NO
CMP_001905,SPSV_04522,OVERCHARGING,2022-06-22,YES,44.0,NO
CMP_001906,SPSV_03410,VEHICLE SAFETY,2024-07-27,YES,16.0,NO
CMP_001907,SPSV_03926,REFUSAL OF HIRE,2022-12-18,YES,12.0,NO
CMP_001908,SPSV_03202,VEHICLE SAFETY,2025-09-29,YES,10.0,NO
CMP_001909,SPSV_04792,VEHICLE SAFETY,2023-11-20,NO,14.0,YES
CMP_001910,SPSV_04152,ACCESSIBILITY,2024-11-21,YES,11.0,NO
CMP_001911,SPSV_00674,CONDUCT,2023-04-19,YES,11.0,NO
CMP_001912,SPSV_01020,REFUSAL OF HIRE,2023-12-11,YES,13.0,NO
CMP_001913,SPSV_04429,OTHER,2024-01-24,YES,20.0,NO
CMP_001914,SPSV_02786,NO SHOW,2022-08-17,NO,14.0,NO
CMP_001915,SPSV_00251,OTHER,2022-11-20,YES,6.0,NO
CMP_001916,SPSV_03737,REFUSAL OF HIRE,2022-11-27,YES,13.0,NO
CMP_001917,SPSV_01077,CONDUCT,2022-05-25,YES,11.0,NO
CMP_001918,SPSV_02627,OVERCHARGING,2024-10-19,NO,14.0,YES
CMP_001919,SPSV_02098,REFUSAL OF HIRE,2024-08-31,YES,17.0,NO
CMP_001920,SPSV_02691,NO SHOW,2025-03-07,YES,15.0,NO
CMP_001921,SPSV_00697,OVERCHARGING,2025-12-04,YES,30.0,NO
CMP_001922,SPSV_03612,CONDUCT,2025-01-14,YES,13.0,NO
CMP_001923,SPSV_02439,OVERCHARGING,2025-12-02,YES,15.0,NO
CMP_001924,SPSV_03934,ACCESSIBILITY,2022-12-31,NO,14.0,YES
CMP_001925,SPSV_00082,NO SHOW,2025-01-06,YES,10.0,NO
CMP_001926,SPSV_04450,OVERCHARGING,2024-06-16,YES,19.0,NO
CMP_001927,SPSV_04768,CONDUCT,2022-08-17,YES,25.0,NO
CMP_001928,SPSV_01750,REFUSAL OF HIRE,2023-02-03,YES,17.0,NO
CMP_001929,SPSV_01065,VEHICLE SAFETY,2024-10-27,YES,12.0,NO
CMP_001930,SPSV_01766,CONDUCT,2024-12-27,NO,14.0,NO
CMP_001931,SPSV_00799,NO SHOW,2024-10-17,NO,14.0,NO
CMP_001932,SPSV_00915,ACCESSIBILITY,2023-01-29,YES,6.0,NO
CMP_001933,SPSV_00150,VEHICLE SAFETY,2025-05-05,YES,14.0,NO
CMP_001934,SPSV_02108,REFUSAL OF HIRE,2025-11-25,NO,14.0,YES
CMP_001935,SPSV_02544,REFUSAL OF HIRE,2022-11-18,YES,18.0,NO
CMP_001936,SPSV_04387,CONDUCT,2023-11-26,NO,14.0,NO
CMP_001937,SPSV_04128,OTHER,2022-08-25,NO,14.0,NO
CMP_001938,SPSV_04616,VEHICLE SAFETY,2025-11-12,NO,14.0,YES
CMP_001939,SPSV_03632,OTHER,2022-06-22,NO,14.0,NO
CMP_001940,SPSV_00275,OTHER,2024-06-12,YES,37.0,NO
CMP_001941,SPSV_04469,ACCESSIBILITY,2022-06-17,YES,27.0,NO
CMP_001942,SPSV_00043,VEHICLE SAFETY,2024-12-30,YES,40.0,NO
CMP_001943,SPSV_00127,OTHER,2022-01-11,YES,11.0,NO
CMP_001944,SPSV_01370,CONDUCT,2022-12-28,YES,12.0,YES
CMP_001945,SPSV_04885,OVERCHARGING,2025-08-17,NO,14.0,YES
CMP_001946,SPSV_00549,OVERCHARGING,2022-07-14,YES,3.0,NO
CMP_001947,SPSV_02329,VEHICLE SAFETY,2025-11-16,NO,14.0,NO
CMP_001948,SPSV_03902,CONDUCT,2025-11-18,NO,14.0,NO
CMP_001949,SPSV_03586,CONDUCT,2022-07-10,YES,12.0,NO
CMP_001950,SPSV_03783,VEHICLE SAFETY,2025-11-11,YES,20.0,NO
CMP_001951,SPSV_01196,ACCESSIBILITY,2022-04-20,YES,4.0,NO
CMP_001952,SPSV_01611,NO SHOW,2025-11-14,NO,14.0,YES
CMP_001953,SPSV_02381,OTHER,2025-06-28,YES,39.0,YES
CMP_001954,SPSV_00014,VEHICLE SAFETY,2024-03-01,NO,14.0,NO
CMP_001955,SPSV_04918,ACCESSIBILITY,2022-10-13,YES,12.0,NO
CMP_001956,SPSV_03983,NO SHOW,2025-04-08,YES,11.0,NO
CMP_001957,SPSV_04401,NO SHOW,2025-05-16,YES,5.0,NO
CMP_001958,SPSV_01475,CONDUCT,2025-05-24,YES,8.0,NO
CMP_001959,SPSV_03808,OTHER,2024-04-30,YES,4.0,NO
CMP_001960,SPSV_01696,ACCESSIBILITY,2023-07-28,YES,14.0,NO
CMP_001961,SPSV_04223,CONDUCT,2025-04-16,NO,14.0,YES
CMP_001962,SPSV_04255,OTHER,2025-07-15,NO,14.0,YES
CMP_001963,SPSV_01756,OTHER,2023-05-10,YES,11.0,NO
CMP_001964,SPSV_00369,OVERCHARGING,2024-05-14,NO,14.0,NO
CMP_001965,SPSV_01731,REFUSAL OF HIRE,2023-04-21,YES,11.0,YES
CMP_001966,SPSV_02427,CONDUCT,2023-01-16,YES,14.0,NO
CMP_001967,SPSV_02322,OVERCHARGING,2023-12-15,NO,14.0,NO
CMP_001968,SPSV_02440,OTHER,2022-03-26,NO,14.0,YES
CMP_001969,SPSV_03575,REFUSAL OF HIRE,2023-11-19,YES,13.0,NO
CMP_001970,SPSV_03496,REFUSAL OF HIRE,2024-02-29,YES,44.0,NO
CMP_001971,SPSV_01396,VEHICLE SAFETY,2023-03-08,YES,5.0,NO
CMP_001972,SPSV_00393,REFUSAL OF HIRE,2023-09-01,NO,14.0,YES
CMP_001973,SPSV_01107,REFUSAL OF HIRE,2025-09-19,NO,14.0,NO
CMP_001974,SPSV_00244,OVERCHARGING,2025-07-16,YES,14.0,NO
CMP_001975,SPSV_04851,REFUSAL OF HIRE,2025-11-07,NO,14.0,YES
CMP_001976,SPSV_02267,VEHICLE SAFETY,2025-04-25,YES,48.0,NO
CMP_001977,SPSV_00029,CONDUCT,2025-12-09,YES,27.0,NO
CMP_001978,SPSV_01415,ACCESSIBILITY,2025-10-17,NO,14.0,NO
CMP_001979,SPSV_00527,OVERCHARGING,2025-06-27,YES,14.0,NO
CMP_001980,SPSV_04590,CONDUCT,2024-07-27,NO,14.0,NO
CMP_001981,SPSV_00099,VEHICLE SAFETY,2022-07-08,YES,21.0,NO
CMP_001982,SPSV_02635,OTHER,2022-09-11,YES,14.0,NO
CMP_001983,SPSV_01027,OVERCHARGING,2022-10-07,YES,12.0,NO
CMP_001984,SPSV_03246,OTHER,2022-10-26,YES,72.0,NO
CMP_001985,SPSV_01936,VEHICLE SAFETY,2024-08-23,YES,54.0,NO
CMP_001986,SPSV_02301,VEHICLE SAFETY,2022-11-28,NO,14.0,NO
CMP_001987,SPSV_03688,REFUSAL OF HIRE,2023-12-28,NO,14.0,NO
CMP_001988,SPSV_00632,OVERCHARGING,2024-04-28,YES,39.0,NO
CMP_001989,SPSV_00799,OVERCHARGING,2022-04-21,YES,14.0,NO
CMP_001990,SPSV_03522,OTHER,2022-01-30,YES,8.0,NO
CMP_001991,SPSV_04985,CONDUCT,2025-02-09,YES,14.0,NO
CMP_001992,SPSV_02151,CONDUCT,2022-01-12,YES,21.0,NO
CMP_001993,SPSV_03259,NO SHOW,2025-08-08,YES,5.0,NO
CMP_001994,SPSV_03158,VEHICLE SAFETY,2024-01-01,YES,49.0,NO
CMP_001995,SPSV_01117,ACCESSIBILITY,2022-01-04,YES,21.0,NO
CMP_001996,SPSV_00473,VEHICLE SAFETY,2022-05-17,YES,6.0,NO
CMP_001997,SPSV_01462,VEHICLE SAFETY,2023-06-24,YES,26.0,NO
CMP_001998,SPSV_02166,REFUSAL OF HIRE,2023-08-26,YES,14.0,NO
CMP_001999,SPSV_02095,VEHICLE SAFETY,2022-06-26,YES,27.0,NO
CMP_002000,SPSV_01965,CONDUCT,2022-05-24,YES,15.0,NO
CMP_002001,SPSV_01136,CONDUCT,2023-02-18,YES,45.0,NO
CMP_002002,SPSV_01980,OVERCHARGING,2025-01-13,YES,13.0,NO
CMP_002003,SPSV_02241,OTHER,2022-12-01,YES,40.0,NO
CMP_002004,SPSV_04482,NO SHOW,2022-06-19,YES,11.0,NO
CMP_002005,SPSV_01686,ACCESSIBILITY,2022-09-01,YES,14.0,NO
CMP_002006,SPSV_04912,VEHICLE SAFETY,2025-02-19,YES,16.0,NO
CMP_002007,SPSV_04631,OTHER,2022-02-22,NO,14.0,YES
CMP_002008,SPSV_04948,CONDUCT,2023-06-10,YES,6.0,NO
CMP_002009,SPSV_02019,ACCESSIBILITY,2024-03-17,YES,8.0,NO
CMP_002010,SPSV_03127,VEHICLE SAFETY,2022-05-31,YES,4.0,NO
CMP_002011,SPSV_01344,VEHICLE SAFETY,2025-01-21,YES,8.0,NO
CMP_002012,SPSV_01143,OVERCHARGING,2023-08-25,YES,8.0,NO
CMP_002013,SPSV_02408,REFUSAL OF HIRE,2023-06-05,YES,15.0,NO
CMP_002014,SPSV_01403,VEHICLE SAFETY,2023-10-16,YES,15.0,NO
CMP_002015,SPSV_00739,VEHICLE SAFETY,2025-03-03,YES,29.0,NO
CMP_002016,SPSV_02100,OVERCHARGING,2024-11-08,YES,28.0,NO
CMP_002017,SPSV_03440,VEHICLE SAFETY,2023-07-10,YES,22.0,NO
CMP_002018,SPSV_01714,VEHICLE SAFETY,2022-06-18,YES,28.0,NO
CMP_002019,SPSV_00360,CONDUCT,2023-11-25,YES,23.0,NO
CMP_002020,SPSV_01270,REFUSAL OF HIRE,2024-08-05,NO,14.0,YES
CMP_002021,SPSV_01682,ACCESSIBILITY,2023-03-30,NO,14.0,NO
CMP_002022,SPSV_00797,OTHER,2024-04-16,NO,14.0,NO
CMP_002023,SPSV_04093,VEHICLE SAFETY,2023-03-08,YES,15.0,NO
CMP_002024,SPSV_02841,REFUSAL OF HIRE,2025-04-11,YES,20.0,NO
CMP_002025,SPSV_00283,NO SHOW,2024-08-11,YES,4.0,NO
CMP_002026,SPSV_04344,NO SHOW,2022-09-02,NO,14.0,NO
CMP_002027,SPSV_03047,NO SHOW,2023-05-22,YES,31.0,NO
CMP_002028,SPSV_00927,CONDUCT,2022-02-17,YES,20.0,NO
CMP_002029,SPSV_03607,ACCESSIBILITY,2023-05-15,YES,9.0,NO
CMP_002030,SPSV_04329,OTHER,2025-05-29,NO,14.0,YES
CMP_002031,SPSV_04247,OTHER,2022-10-22,NO,14.0,NO
CMP_002032,SPSV_02807,OTHER,2023-10-13,YES,25.0,NO
CMP_002033,SPSV_00383,REFUSAL OF HIRE,2025-01-14,YES,37.0,NO
CMP_002034,SPSV_04425,OVERCHARGING,2022-10-30,NO,14.0,YES
CMP_002035,SPSV_00251,VEHICLE SAFETY,2025-12-13,YES,19.0,NO
CMP_002036,SPSV_03384,CONDUCT,2022-01-21,YES,7.0,NO
CMP_002037,SPSV_00807,CONDUCT,2024-08-20,YES,28.0,NO
CMP_002038,SPSV_03945,ACCESSIBILITY,2022-11-01,NO,14.0,YES
CMP_002039,SPSV_02900,CONDUCT,2023-09-21,YES,34.0,NO
CMP_002040,SPSV_00920,VEHICLE SAFETY,2022-04-19,YES,18.0,NO
CMP_002041,SPSV_02128,ACCESSIBILITY,2023-02-16,YES,9.0,NO
CMP_002042,SPSV_04864,OTHER,2024-04-11,YES,7.0,YES
CMP_002043,SPSV_04192,OVERCHARGING,2025-09-11,NO,14.0,NO
CMP_002044,SPSV_03324,CONDUCT,2024-09-01,NO,14.0,NO
CMP_002045,SPSV_04848,OVERCHARGING,2025-12-08,YES,15.0,NO
CMP_002046,SPSV_03128,OTHER,2024-02-07,NO,14.0,NO
CMP_002047,SPSV_01257,OVERCHARGING,2024-04-21,NO,14.0,NO
CMP_002048,SPSV_03185,NO SHOW,2022-11-18,YES,44.0,NO
CMP_002049,SPSV_03560,NO SHOW,2023-05-30,YES,19.0,NO
CMP_002050,SPSV_03249,OVERCHARGING,2022-10-07,NO,14.0,YES
CMP_002051,SPSV_04945,NO SHOW,2025-09-27,YES,20.0,NO
CMP_002052,SPSV_01082,VEHICLE SAFETY,2024-01-12,YES,6.0,NO
CMP_002053,SPSV_00682,OTHER,2025-06-29,NO,14.0,NO
CMP_002054,SPSV_03719,ACCESSIBILITY,2023-08-31,YES,11.0,NO
CMP_002055,SPSV_00311,NO SHOW,2025-04-18,NO,14.0,YES
CMP_002056,SPSV_04436,ACCESSIBILITY,2022-07-17,YES,25.0,NO
CMP_002057,SPSV_03860,NO SHOW,2025-01-29,YES,27.0,NO
CMP_002058,SPSV_01479,REFUSAL OF HIRE,2023-10-18,YES,13.0,NO
CMP_002059,SPSV_04830,CONDUCT,2022-01-15,NO,14.0,YES
CMP_002060,SPSV_00483,ACCESSIBILITY,2024-12-14,NO,14.0,YES
CMP_002061,SPSV_01501,CONDUCT,2022-06-17,YES,34.0,NO
CMP_002062,SPSV_04811,OVERCHARGING,2025-07-01,YES,29.0,NO
CMP_002063,SPSV_04801,ACCESSIBILITY,2022-12-08,YES,22.0,NO
CMP_002064,SPSV_04172,CONDUCT,2022-01-31,NO,14.0,NO
CMP_002065,SPSV_02304,NO SHOW,2024-11-27,NO,14.0,YES
CMP_002066,SPSV_04503,REFUSAL OF HIRE,2022-09-07,YES,24.0,NO
CMP_002067,SPSV_02819,OVERCHARGING,2025-04-23,YES,29.0,NO
CMP_002068,SPSV_01893,OVERCHARGING,2022-01-02,YES,22.0,NO
CMP_002069,SPSV_03639,OTHER,2024-07-17,NO,14.0,YES
CMP_002070,SPSV_02802,OTHER,2025-10-27,YES,9.0,NO
CMP_002071,SPSV_03492,NO SHOW,2025-08-19,NO,14.0,NO
CMP_002072,SPSV_02122,CONDUCT,2024-04-30,YES,27.0,NO
CMP_002073,SPSV_04729,CONDUCT,2022-01-09,YES,5.0,NO
CMP_002074,SPSV_01588,CONDUCT,2025-01-21,YES,63.0,NO
CMP_002075,SPSV_04547,CONDUCT,2024-06-27,NO,14.0,YES
CMP_002076,SPSV_00643,REFUSAL OF HIRE,2022-01-26,YES,17.0,NO
CMP_002077,SPSV_01211,VEHICLE SAFETY,2024-11-14,YES,11.0,NO
CMP_002078,SPSV_01556,VEHICLE SAFETY,2022-08-13,YES,24.0,NO
CMP_002079,SPSV_00444,VEHICLE SAFETY,2022-06-28,NO,14.0,NO
CMP_002080,SPSV_04420,CONDUCT,2025-12-12,YES,13.0,NO
CMP_002081,SPSV_00083,NO SHOW,2023-01-14,NO,14.0,YES
CMP_002082,SPSV_01635,REFUSAL OF HIRE,2023-06-05,NO,14.0,NO
CMP_002083,SPSV_00520,NO SHOW,2024-02-18,NO,14.0,NO
CMP_002084,SPSV_00821,CONDUCT,2025-07-12,YES,26.0,NO
CMP_002085,SPSV_04847,OVERCHARGING,2024-11-04,YES,12.0,NO
CMP_002086,SPSV_04658,VEHICLE SAFETY,2023-08-05,YES,4.0,NO
CMP_002087,SPSV_04696,NO SHOW,2022-04-07,YES,16.0,NO
CMP_002088,SPSV_01473,REFUSAL OF HIRE,2024-08-12,YES,22.0,NO
CMP_002089,SPSV_02153,OVERCHARGING,2022-05-26,NO,14.0,NO
CMP_002090,SPSV_04346,OVERCHARGING,2025-09-15,NO,14.0,YES
CMP_002091,SPSV_04770,OVERCHARGING,2024-05-31,YES,15.0,NO
CMP_002092,SPSV_03071,OVERCHARGING,2022-12-06,YES,11.0,NO
CMP_002093,SPSV_02018,OTHER,2023-03-31,YES,26.0,NO
CMP_002094,SPSV_03357,VEHICLE SAFETY,2025-03-04,YES,42.0,YES
CMP_002095,SPSV_01325,REFUSAL OF HIRE,2022-01-19,YES,43.0,NO
CMP_002096,SPSV_01414,OVERCHARGING,2022-11-21,YES,5.0,NO
CMP_002097,SPSV_04539,ACCESSIBILITY,2022-01-29,YES,19.0,NO
CMP_002098,SPSV_04580,CONDUCT,2025-11-09,YES,17.0,NO
CMP_002099,SPSV_01019,OTHER,2023-02-05,NO,14.0,YES
CMP_002100,SPSV_02373,VEHICLE SAFETY,2022-07-24,YES,7.0,NO
CMP_002101,SPSV_02997,CONDUCT,2024-10-31,YES,13.0,NO
CMP_002102,SPSV_00200,ACCESSIBILITY,2024-06-09,NO,14.0,YES
CMP_002103,SPSV_00338,ACCESSIBILITY,2025-09-26,YES,19.0,NO
CMP_002104,SPSV_00392,VEHICLE SAFETY,2025-06-19,YES,12.0,NO
CMP_002105,SPSV_01200,OTHER,2025-08-31,YES,16.0,NO
CMP_002106,SPSV_04636,OTHER,2023-08-07,YES,11.0,NO
CMP_002107,SPSV_04048,OVERCHARGING,2023-12-09,YES,5.0,NO
CMP_002108,SPSV_00303,OVERCHARGING,2024-10-20,YES,5.0,YES
CMP_002109,SPSV_03753,OTHER,2023-10-24,YES,29.0,NO
CMP_002110,SPSV_00189,ACCESSIBILITY,2025-09-20,NO,14.0,YES
CMP_002111,SPSV_02823,CONDUCT,2022-02-03,YES,17.0,NO
CMP_002112,SPSV_04897,OVERCHARGING,2023-09-08,YES,13.0,NO
CMP_002113,SPSV_03294,REFUSAL OF HIRE,2025-02-22,NO,14.0,NO
CMP_002114,SPSV_02581,OTHER,2024-09-05,YES,17.0,NO
CMP_002115,SPSV_00856,NO SHOW,2025-03-31,YES,35.0,NO
CMP_002116,SPSV_03964,CONDUCT,2025-11-19,YES,17.0,NO
CMP_002117,SPSV_03472,OTHER,2023-03-01,YES,27.0,NO
CMP_002118,SPSV_00302,OVERCHARGING,2022-10-17,YES,14.0,NO
CMP_002119,SPSV_03075,NO SHOW,2022-06-14,YES,9.0,NO
CMP_002120,SPSV_00276,OTHER,2025-04-16,YES,11.0,NO
CMP_002121,SPSV_04647,OTHER,2022-03-06,YES,5.0,NO
CMP_002122,SPSV_00961,OVERCHARGING,2022-10-29,YES,10.0,NO
CMP_002123,SPSV_04020,OTHER,2023-06-20,YES,16.0,NO
CMP_002124,SPSV_02380,CONDUCT,2024-01-30,NO,14.0,NO
CMP_002125,SPSV_04808,REFUSAL OF HIRE,2023-12-08,YES,10.0,NO
CMP_002126,SPSV_04704,OVERCHARGING,2024-09-27,YES,22.0,NO
CMP_002127,SPSV_00191,OTHER,2022-04-24,YES,4.0,NO
CMP_002128,SPSV_04255,CONDUCT,2024-08-03,YES,11.0,NO
CMP_002129,SPSV_04112,REFUSAL OF HIRE,2023-02-16,NO,14.0,NO
CMP_002130,SPSV_03552,OTHER,2024-08-23,YES,10.0,NO
CMP_002131,SPSV_04752,OTHER,2025-07-15,YES,34.0,NO
CMP_002132,SPSV_00763,VEHICLE SAFETY,2025-10-26,YES,7.0,NO
CMP_002133,SPSV_01501,REFUSAL OF HIRE,2022-11-23,YES,5.0,NO
CMP_002134,SPSV_04048,VEHICLE SAFETY,2022-02-06,NO,14.0,NO
CMP_002135,SPSV_04974,ACCESSIBILITY,2025-08-04,YES,16.0,NO
CMP_002136,SPSV_01415,OTHER,2022-09-24,YES,14.0,NO
CMP_002137,SPSV_00828,CONDUCT,2022-04-26,YES,13.0,NO
CMP_002138,SPSV_00926,VEHICLE SAFETY,2024-12-11,YES,3.0,NO
CMP_002139,SPSV_03206,VEHICLE SAFETY,2025-02-10,YES,15.0,NO
CMP_002140,SPSV_00885,OTHER,2024-04-17,YES,31.0,NO
CMP_002141,SPSV_04903,CONDUCT,2025-04-16,YES,22.0,YES
CMP_002142,SPSV_02044,OVERCHARGING,2025-05-29,YES,5.0,NO
CMP_002143,SPSV_03491,VEHICLE SAFETY,2025-01-05,YES,21.0,NO
CMP_002144,SPSV_01200,OVERCHARGING,2025-08-06,NO,14.0,NO
CMP_002145,SPSV_04189,OVERCHARGING,2025-09-20,YES,17.0,NO
CMP_002146,SPSV_01145,VEHICLE SAFETY,2023-06-18,YES,64.0,YES
CMP_002147,SPSV_01734,OTHER,2024-10-01,NO,14.0,YES
CMP_002148,SPSV_03295,VEHICLE SAFETY,2024-04-10,YES,5.0,NO
CMP_002149,SPSV_00912,ACCESSIBILITY,2025-10-21,YES,20.0,NO
CMP_002150,SPSV_00711,REFUSAL OF HIRE,2024-04-17,YES,24.0,NO
