Licence_ID,Licence_Type,Issue_Date,Expiry_Date,Status,County,Wheelchair_Accessible,Vehicle_Age,Vehicle_Plate_Year,Driver_Experience_Years,Fleet_Segment
SPSV_00623,Taxi,2019-12-19,2021-12-18,Lapsed,Mayo,No,8,2018,6,Regional
SPSV_00624,Taxi,2023-07-30,2027-07-29,Active,Tipperary,Yes,1,2024,3,Regional
SPSV_00625,Taxi,2019-12-23,2020-12-22,Lapsed,Kilkenny,No,8,2018,8,Regional
SPSV_00626,Taxi,2019-05-10,2024-05-08,Lapsed,South Dublin,Yes,3,2023,8,Urban
SPSV_00627,Taxi,2020-06-23,2026-06-22,Expiring,Monaghan,Yes,3,2023,1,Regional
SPSV_00628,Hackney,2018-12-12,2024-12-10,Lapsed,Meath,No,8,2016,11,Regional
SPSV_00629,Taxi,2024-11-18,2027-12-31,Active,Mayo,Yes,1,2024,3,Regional
SPSV_00630,Taxi,2023-08-13,2027-08-12,Active,Westmeath,No,0,2024,3,Regional
SPSV_00631,Hackney,2018-11-25,2022-11-24,Lapsed,Laois,No,2,2022,10,Regional
SPSV_00632,Hackney,2016-08-02,2018-08-02,Lapsed,Sligo,No,7,2019,8,Regional
SPSV_00633,Taxi,2019-01-15,2022-01-14,Lapsed,South Dublin,Yes,1,2025,8,Urban
SPSV_00634,Taxi,2017-12-08,2020-12-07,Lapsed,Louth,Yes,1,2023,3,Regional
SPSV_00635,Taxi,2016-06-15,2022-06-14,Lapsed,Cavan,Yes,6,2018,2,Regional
SPSV_00636,Taxi,2021-05-02,2027-12-31,Active,Cavan,Yes,2,2022,11,Regional
SPSV_00637,Taxi,2019-06-06,2023-06-05,Lapsed,Laois,Yes,3,2023,7,Regional
SPSV_00638,Taxi,2016-09-10,2021-09-09,Lapsed,Cavan,No,11,2015,9,Regional
SPSV_00639,Taxi,2018-06-07,2020-06-06,Lapsed,Wexford,Yes,1,2025,8,Regional
SPSV_00640,Taxi,2021-01-04,2026-01-03,Lapsed,Cork,No,1,2024,11,Urban
SPSV_00641,Taxi,2016-03-30,2021-03-29,Lapsed,Sligo,No,2,2022,7,Regional
SPSV_00642,Taxi,2024-09-22,2027-12-31,Active,Sligo,Yes,0,2024,6,Regional
SPSV_00643,Taxi,2021-06-08,2024-06-07,Lapsed,Fingal,Yes,1,2024,11,Urban
SPSV_00644,Taxi,2024-09-28,2027-12-31,Active,Fingal,Yes,6,2018,19,Urban
SPSV_00645,Taxi,2023-07-02,2027-12-31,Active,Westmeath,No,4,2020,1,Regional
SPSV_00646,Hackney,2023-01-23,2027-12-31,Active,Offaly,No,11,2013,5,Regional
SPSV_00647,Taxi,2020-08-30,2026-08-29,Active,Limerick,Yes,3,2022,9,Urban
SPSV_00648,Taxi,2023-04-16,2027-12-31,Active,South Dublin,Yes,4,2021,0,Urban
SPSV_00649,Hackney,2018-03-10,2021-03-09,Lapsed,Donegal,No,2,2022,13,Regional
SPSV_00650,Taxi,2019-06-05,2021-06-04,Lapsed,Louth,No,7,2019,11,Regional
SPSV_00651,Taxi,2024-05-22,2027-05-22,Active,Kildare,No,11,2013,8,Regional
SPSV_00652,Taxi,2019-02-15,2021-02-14,Lapsed,Dún Laoghaire-Rathdown,Yes,4,2020,10,Urban
SPSV_00653,Taxi,2019-06-12,2023-06-11,Lapsed,Fingal,No,1,2025,15,Urban
SPSV_00654,Hackney,2023-09-08,2027-12-31,Active,Mayo,No,6,2018,9,Regional
SPSV_00655,Taxi,2024-12-27,2027-12-31,Active,Dún Laoghaire-Rathdown,Yes,4,2020,1,Urban
SPSV_00656,Taxi,2021-04-16,2024-04-15,Lapsed,Cavan,Yes,0,2025,12,Regional
SPSV_00657,Taxi,2021-01-03,2027-12-31,Active,Kerry,No,1,2023,12,Regional
SPSV_00658,Taxi,2025-02-07,2026-02-07,Expiring,Sligo,No,5,2021,9,Regional
SPSV_00659,Taxi,2023-10-29,2026-10-28,Active,Mayo,No,8,2017,21,Regional
SPSV_00660,Taxi,2021-01-24,2026-01-23,Expiring,Louth,No,4,2021,7,Regional
SPSV_00661,Taxi,2023-10-01,2027-12-31,Active,Limerick,Yes,5,2021,0,Urban
SPSV_00662,Limousine,2018-06-20,2022-06-19,Lapsed,Mayo,No,13,2013,9,Regional
SPSV_00663,Taxi,2023-10-09,2024-10-08,Lapsed,Cork,No,8,2017,8,Urban
SPSV_00664,Taxi,2024-12-08,2027-12-31,Active,Fingal,No,1,2023,19,Urban
SPSV_00665,Taxi,2016-01-13,2018-01-12,Lapsed,Dublin City,No,8,2016,9,Urban
SPSV_00666,Taxi,2021-09-15,2023-09-15,Lapsed,Laois,No,3,2022,6,Regional
SPSV_00667,Taxi,2020-02-25,2025-02-23,Lapsed,Donegal,Yes,1,2023,1,Regional
SPSV_00668,Taxi,2021-06-01,2024-05-31,Lapsed,Mayo,Yes,6,2019,17,Regional
SPSV_00669,Taxi,2017-08-15,2020-08-14,Lapsed,Cork,No,0,2025,0,Urban
SPSV_00670,Taxi,2017-12-31,2021-12-30,Lapsed,Dún Laoghaire-Rathdown,No,5,2019,10,Urban
SPSV_00671,Taxi,2018-02-26,2025-02-24,Lapsed,Kerry,No,3,2021,0,Regional
SPSV_00672,Hackney,2022-03-24,2027-12-31,Active,Mayo,No,4,2021,6,Regional
SPSV_00673,Taxi,2016-02-21,2020-02-20,Lapsed,Kildare,Yes,9,2016,6,Regional
SPSV_00674,Taxi,2022-04-20,2025-04-19,Lapsed,Monaghan,No,3,2021,4,Regional
SPSV_00675,Taxi,2017-08-30,2020-08-29,Lapsed,Kilkenny,No,1,2023,6,Regional
SPSV_00676,Limousine,2024-07-11,2027-07-11,Active,Tipperary,No,3,2021,8,Regional
SPSV_00677,Taxi,2016-04-15,2020-04-14,Lapsed,Westmeath,No,4,2022,5,Regional
SPSV_00678,Taxi,2022-11-18,2027-11-17,Active,Wexford,No,0,2024,7,Regional
SPSV_00679,Limousine,2022-05-08,2026-05-07,Expiring,Waterford,No,3,2021,4,Urban
SPSV_00680,Hackney,2025-03-09,2027-12-31,Active,Laois,No,6,2019,6,Regional
SPSV_00681,Hackney,2016-07-30,2019-07-30,Lapsed,Kilkenny,No,7,2019,12,Regional
SPSV_00682,Taxi,2020-11-30,2024-11-29,Lapsed,Laois,Yes,8,2017,5,Regional
SPSV_00683,Taxi,2016-10-27,2019-10-27,Lapsed,Cork,No,3,2021,15,Urban
SPSV_00684,Taxi,2019-05-26,2023-05-25,Lapsed,Sligo,Yes,2,2024,12,Regional
SPSV_00685,Hackney,2017-05-13,2022-05-12,Lapsed,Cork,No,6,2018,12,Urban
SPSV_00686,Taxi,2022-08-21,2027-08-20,Active,Clare,Yes,9,2017,8,Regional
SPSV_00687,Taxi,2017-11-28,2021-11-27,Lapsed,Limerick,No,6,2020,3,Urban
SPSV_00688,Taxi,2024-07-30,2027-12-31,Active,Wexford,No,2,2024,8,Regional
SPSV_00689,Hackney,2016-12-08,2019-12-08,Lapsed,Sligo,Yes,0,2025,16,Regional
SPSV_00690,Taxi,2019-09-06,2020-09-05,Lapsed,Dún Laoghaire-Rathdown,Yes,8,2018,3,Urban
SPSV_00691,Taxi,2022-04-29,2027-04-28,Active,Waterford,No,4,2022,9,Urban
SPSV_00692,Taxi,2024-01-01,2026-12-31,Active,Laois,No,2,2023,3,Regional
SPSV_00693,Taxi,2016-11-26,2021-11-25,Lapsed,Donegal,Yes,5,2020,5,Regional
SPSV_00694,Taxi,2016-06-04,2021-06-03,Lapsed,Mayo,Yes,4,2020,9,Regional
SPSV_00695,Taxi,2024-05-19,2027-12-31,Active,Westmeath,No,5,2021,9,Regional
SPSV_00696,Taxi,2024-08-09,2027-12-31,Active,Wicklow,No,1,2025,8,Regional
SPSV_00697,Taxi,2024-10-08,2025-10-08,Lapsed,Tipperary,Yes,5,2020,11,Regional
SPSV_00698,Taxi,2024-01-24,2027-12-31,Active,Dún Laoghaire-Rathdown,N,2,2022,10,Urban
SPSV_00699,Taxi,2019-07-23,2024-07-21,Lapsed,Meath,No,7,2017,6,Regional
SPSV_00700,Taxi,2023-10-04,2027-12-31,Active,Mayo,Yes,0,2025,11,Regional
SPSV_00701,Taxi,2018-12-09,2019-12-09,Lapsed,Tipperary,No,5,2020,3,Regional
SPSV_00702,Taxi,2018-05-19,2024-05-17,Lapsed,Sligo,Yes,1,2025,6,Regional
SPSV_00703,Taxi,2019-06-18,2021-06-17,Lapsed,Limerick,Yes,4,2021,5,Urban
SPSV_00704,Taxi,2022-09-02,2027-12-31,Active,Kilkenny,N,3,2023,9,Regional
SPSV_00705,Taxi,2025-06-16,2026-06-16,Expiring,Offaly,No,9,2015,0,Regional
SPSV_00706,Limousine,2021-08-18,2026-08-17,Active,Offaly,No,6,2020,6,Regional
SPSV_00707,Taxi,2020-08-20,2024-08-19,Lapsed,Waterford,No,2,2023,10,Urban
SPSV_00708,Hackney,2019-04-18,2022-04-17,Lapsed,Sligo,No,2,2024,20,Regional
SPSV_00709,Taxi,2019-08-15,2021-08-14,Lapsed,Westmeath,Yes,1,2025,8,Regional
SPSV_00710,Hackney,2024-12-11,2027-12-31,Active,Monaghan,No,2,2023,2,Regional
SPSV_00711,Hackney,2017-06-01,2019-06-01,Lapsed,Limerick,Yes,2,2024,11,Urban
SPSV_00712,Taxi,2016-02-02,2020-02-01,Lapsed,Dublin City,Yes,7,2017,4,Urban
SPSV_00713,Taxi,2024-06-06,2027-12-31,Active,Waterford,No,7,2019,1,Urban
SPSV_00714,Taxi,2022-11-01,2027-12-31,Active,Kilkenny,No,4,2021,8,Regional
SPSV_00715,Taxi,2018-06-19,2023-06-18,Lapsed,Louth,Yes,1,2024,14,Regional
SPSV_00716,Hackney,2024-10-07,2026-10-07,Active,Louth,No,2,2023,3,Regional
SPSV_00717,Hackney,2020-08-07,2023-08-07,Lapsed,Wicklow,Yes,5,2021,6,Regional
SPSV_00718,Limousine,2016-02-25,2019-02-24,Lapsed,Meath,No,6,2018,11,Regional
SPSV_00719,Taxi,2025-05-16,2027-12-31,Active,Cavan,No,8,2017,13,Regional
SPSV_00720,Hackney,2016-08-29,2022-08-28,Lapsed,Dublin City,No,15,2010,15,Urban
SPSV_00721,Hackney,2023-08-06,2027-08-05,Active,Cavan,No,3,2021,4,Regional
SPSV_00722,Taxi,2022-12-19,2024-12-18,Lapsed,Monaghan,No,5,2020,7,Regional
SPSV_00723,Taxi,2017-04-04,2023-04-03,Lapsed,Monaghan,Yes,1,2025,0,Regional
SPSV_00724,Hackney,2016-06-15,2022-06-14,Lapsed,Westmeath,Yes,2,2023,6,Regional
SPSV_00725,Taxi,2017-09-30,2023-09-29,Lapsed,South Dublin,No,3,2022,2,Urban
SPSV_00726,Hackney,2024-01-16,2027-12-31,Active,South Dublin,No,7,2019,8,Urban
SPSV_00727,Taxi,2024-07-21,2027-12-31,Active,Wexford,No,12,2012,12,Regional
SPSV_00728,Hackney,2019-08-29,2022-08-28,Lapsed,Kerry,No,3,2021,11,Regional
SPSV_00729,Taxi,2020-04-12,2024-04-11,Lapsed,Cavan,Y,2,2023,2,Regional
SPSV_00730,Taxi,2020-10-25,2024-10-24,Lapsed,Kerry,No,3,2023,6,Regional
SPSV_00731,Taxi,2024-01-21,2027-12-31,Active,Limerick,No,2,2024,10,Urban
SPSV_00732,Hackney,2023-08-26,2027-08-25,Active,Meath,Yes,3,2021,8,Regional
SPSV_00733,Taxi,2022-07-05,2025-07-04,Lapsed,Dún Laoghaire-Rathdown,Yes,7,2017,4,Urban
SPSV_00734,Taxi,2020-12-01,2024-11-30,Lapsed,,No,2,2022,9,Regional
SPSV_00735,Taxi,2022-10-18,2026-10-17,Active,Wexford,No,2,2024,11,Regional
SPSV_00736,Hackney,2018-02-06,2020-02-06,Lapsed,Clare,No,8,2018,7,Regional
SPSV_00737,Taxi,2018-08-10,2022-08-09,Lapsed,Donegal,No,4,2022,3,Regional
SPSV_00738,Hackney,2024-09-24,2027-12-31,Active,Cavan,No,2,2023,9,Regional
SPSV_00739,Taxi,2023-10-03,2027-12-31,Active,Meath,No,2,2023,3,Regional
SPSV_00740,Taxi,2020-06-29,2024-06-28,Lapsed,Dublin City,Yes,1,2023,14,Urban
SPSV_00741,Taxi,2020-07-19,2024-07-18,Lapsed,Kilkenny,Yes,0,2024,0,Regional
SPSV_00742,Taxi,2021-08-25,2022-08-25,Lapsed,Mayo,Yes,1,2024,6,Regional
SPSV_00743,Hackney,2021-04-19,2026-04-18,Expiring,Meath,No,7,2018,3,Regional
SPSV_00744,Taxi,2019-05-06,2023-05-05,Lapsed,Wicklow,No,8,2017,11,Regional
SPSV_00745,Taxi,2022-12-04,2026-12-03,Active,Fingal,No,1,2024,15,Urban
SPSV_00746,Hackney,2022-07-18,2027-12-31,Active,Tipperary,No,0,2024,4,Regional
SPSV_00747,Taxi,2021-06-03,2025-06-02,Lapsed,Donegal,Yes,7,2018,3,Regional
SPSV_00748,Taxi,2017-12-29,2018-12-29,Lapsed,Cavan,No,2,2023,11,Regional
SPSV_00749,Hackney,2018-08-14,2021-08-13,Lapsed,Galway,No,2,2024,0,Urban
SPSV_00750,Taxi,2022-04-12,2026-04-11,Expiring,Meath,No,6,2018,9,Regional
SPSV_00751,Taxi,2017-03-22,2021-03-21,Lapsed,Laois,No,0,2024,7,Regional
SPSV_00752,Hackney,2016-01-31,2022-01-29,Lapsed,South Dublin,No,1,2025,6,Urban
SPSV_00753,Taxi,2021-01-02,2025-01-01,Lapsed,Dublin City,Yes,0,2024,3,Urban
SPSV_00754,Taxi,2018-12-10,2023-12-09,Lapsed,Kildare,No,2,2022,0,Regional
SPSV_00755,Taxi,2016-07-03,2020-07-02,Lapsed,Offaly,Yes,6,2019,12,Regional
SPSV_00756,Hackney,2018-11-06,2022-11-05,Lapsed,Waterford,No,10,2015,11,Urban
SPSV_00757,Taxi,2016-06-16,2020-06-15,Lapsed,Fingal,Yes,4,2020,7,Urban
SPSV_00758,Taxi,2018-09-25,2022-09-24,Lapsed,Fingal,Yes,6,2020,9,Urban
SPSV_00759,Hackney,2020-04-27,2024-04-26,Lapsed,Mayo,No,0,2025,7,Regional
SPSV_00760,Hackney,2023-12-14,2026-12-13,Active,Dublin City,No,3,2021,12,Urban
SPSV_00761,Taxi,2016-08-27,2022-08-26,Lapsed,South Dublin,No,3,2021,7,Urban
SPSV_00762,Taxi,2024-02-03,2027-02-02,Active,Galway,No,4,2020,7,Urban
SPSV_00763,Taxi,2020-12-26,2022-12-26,Lapsed,Westmeath,No,6,2018,8,Regional
SPSV_00764,Hackney,2023-03-20,2025-03-19,Lapsed,Louth,Yes,0,2025,6,Regional
SPSV_00765,Taxi,2020-02-23,2021-02-22,Lapsed,Clare,Yes,2,2023,7,Regional
SPSV_00766,Taxi,2021-07-02,2025-07-01,Lapsed,Louth,No,7,2017,7,Regional
SPSV_00767,Hackney,2016-04-25,2019-04-25,Lapsed,Kerry,No,4,2022,4,Regional
SPSV_00768,Hackney,2021-10-01,2022-10-01,Lapsed,Limerick,No,0,2025,3,Urban
SPSV_00769,Taxi,2022-02-05,2026-02-04,Expiring,Limerick,No,2,2022,7,Urban
SPSV_00770,Hackney,2020-03-27,2025-03-26,Lapsed,Tipperary,No,0,2025,6,Regional
SPSV_00771,Taxi,2023-07-19,2025-07-18,Lapsed,Offaly,Yes,7,2018,13,Regional
SPSV_00772,Hackney,2024-10-15,2027-12-31,Active,Fingal,No,4,2021,3,Urban
SPSV_00773,Taxi,2016-04-25,2021-04-24,Lapsed,Louth,N,3,2021,5,Regional
SPSV_00774,Taxi,2021-06-25,2027-12-31,Active,Kerry,No,2,2024,8,Regional
SPSV_00775,Hackney,2017-03-21,2022-03-20,Lapsed,Dublin City,No,8,2016,9,Urban
SPSV_00776,Taxi,2018-02-18,2021-02-17,Lapsed,Westmeath,No,3,2022,7,Regional
SPSV_00777,Taxi,2016-07-05,2021-07-04,Lapsed,Sligo,Yes,5,2021,12,Regional
SPSV_00778,Hackney,2018-10-31,2023-10-30,Lapsed,Louth,No,2,2023,7,Regional
SPSV_00779,Hackney,2020-04-17,2023-04-17,Lapsed,Monaghan,No,9,2015,3,Regional
SPSV_00780,Taxi,2020-05-09,2026-05-08,Expiring,Donegal,No,7,2017,7,Regional
SPSV_00781,Hackney,2021-12-14,2025-12-13,Lapsed,Meath,No,1,2024,11,Regional
SPSV_00782,Taxi,2022-03-20,2027-12-31,Active,Cavan,No,4,2020,12,Regional
SPSV_00783,Taxi,2024-01-10,2027-12-31,Active,Laois,No,7,2017,12,Regional
SPSV_00784,Taxi,2024-11-16,2027-12-31,Active,Kerry,Yes,11,2014,8,Regional
SPSV_00785,Taxi,2023-01-19,2027-12-31,Active,Cavan,Yes,0,2025,9,Regional
SPSV_00786,Hackney,2018-11-04,2022-11-03,Lapsed,Cork,No,2,2023,10,Urban
SPSV_00787,Taxi,2023-01-08,2027-01-07,Active,Limerick,No,1,2024,0,Urban
SPSV_00788,Taxi,2024-08-12,2027-12-31,Active,Waterford,Yes,1,2025,4,Urban
SPSV_00789,Taxi,2023-04-25,2027-12-31,Active,Offaly,Yes,4,2020,9,Regional
SPSV_00790,Hackney,2025-04-18,2027-12-31,Active,Clare,No,1,2025,3,Regional
SPSV_00791,Taxi,2018-07-26,2024-07-24,Lapsed,South Dublin,No,5,2020,13,Urban
SPSV_00792,Taxi,2018-01-04,2025-01-02,Lapsed,Westmeath,Yes,2,2024,13,Regional
SPSV_00793,Taxi,2022-07-11,2027-07-10,Active,Clare,No,4,2020,5,Regional
SPSV_00794,Taxi,2017-10-21,2021-10-20,Lapsed,Wicklow,No,3,2023,3,Regional
SPSV_00795,Taxi,2022-03-15,2024-03-14,Lapsed,Laois,No,2,2024,10,Regional
SPSV_00796,Hackney,2018-03-25,2023-03-24,Lapsed,Mayo,No,2,2023,1,Regional
SPSV_00797,Hackney,2022-08-07,2025-08-06,Lapsed,Kildare,No,4,2022,8,Regional
SPSV_00798,Taxi,2016-09-21,2019-09-21,Lapsed,Laois,No,1,2024,22,Regional
SPSV_00799,Hackney,2018-07-05,2021-07-04,Lapsed,Monaghan,Yes,3,2021,2,Regional
SPSV_00800,Hackney,2022-02-14,2027-12-31,Active,Clare,No,5,2021,4,Regional
SPSV_00801,Hackney,2021-09-11,2027-09-10,Active,Clare,Yes,4,2022,4,Regional
SPSV_00802,Taxi,2022-08-19,2027-08-18,Active,Fingal,No,3,2022,3,Urban
SPSV_00803,Taxi,2021-06-08,2025-06-07,Lapsed,Laois,No,0,2025,3,Regional
SPSV_00804,Taxi,2020-03-12,2025-03-11,Lapsed,Donegal,Yes,8,2016,16,Regional
SPSV_00805,Taxi,2021-01-26,2026-01-25,Expiring,Dún Laoghaire-Rathdown,Yes,2,2023,8,Urban
SPSV_00806,Hackney,2023-02-04,2027-02-03,Active,Tipperary,No,8,2017,12,Regional
SPSV_00807,Hackney,2023-11-06,2027-11-05,Active,Laois,No,3,2021,13,Regional
SPSV_00808,Hackney,2023-06-11,2027-06-10,Active,South Dublin,No,4,2021,0,Urban
SPSV_00809,Taxi,2016-07-04,2021-07-03,Lapsed,Westmeath,No,10,2015,4,Regional
SPSV_00810,Taxi,2018-05-28,2023-05-27,Lapsed,Westmeath,No,7,2018,3,Regional
SPSV_00811,Limousine,2018-03-11,2022-03-10,Lapsed,Kilkenny,No,2,2023,0,Regional
SPSV_00812,Hackney,2021-04-23,2027-12-31,Active,Mayo,No,3,2021,10,Regional
SPSV_00813,Taxi,2022-06-04,2024-06-03,Lapsed,South Dublin,Yes,4,2020,9,Urban
SPSV_00814,Hackney,2023-08-14,2026-08-13,Active,Kilkenny,Yes,5,2020,14,Regional
SPSV_00815,Hackney,2018-03-05,2022-03-04,Lapsed,Offaly,No,6,2020,10,Regional
SPSV_00816,Taxi,2017-06-06,2018-06-06,Lapsed,Kerry,No,0,2024,0,Regional
SPSV_00817,Taxi,2025-06-16,2027-12-31,Active,Dublin City,No,13,2013,4,Urban
SPSV_00818,Taxi,2018-02-14,2021-02-13,Lapsed,Mayo,No,3,2022,4,Regional
SPSV_00819,Taxi,2022-10-10,2026-10-09,Active,Kerry,No,7,2018,10,Regional
SPSV_00820,Taxi,2021-04-03,2024-04-02,Lapsed,Mayo,No,5,2019,0,Regional
SPSV_00821,Hackney,2023-12-14,2027-12-31,Active,,Yes,12,2014,10,Regional
SPSV_00822,Taxi,2025-02-01,2027-12-31,Active,Louth,Yes,4,2020,11,Regional
SPSV_00823,Taxi,2016-12-06,2018-12-06,Lapsed,Dublin City,No,5,2019,6,Urban
SPSV_00824,Taxi,2022-09-16,2027-12-31,Active,Sligo,No,1,2023,4,Regional
SPSV_00825,Taxi,2024-04-03,2026-04-03,Expiring,Cork,No,4,2021,13,Urban
SPSV_00826,Hackney,2024-05-24,2027-12-31,Active,Cork,No,7,2019,1,Urban
SPSV_00827,Taxi,2016-12-04,2023-12-03,Lapsed,Limerick,No,5,2020,13,Urban
SPSV_00828,Taxi,2017-08-21,2020-08-20,Lapsed,Donegal,Yes,1,2024,12,Regional
SPSV_00829,Hackney,2022-08-10,2027-12-31,Active,Meath,No,8,2017,10,Regional
SPSV_00830,Taxi,2019-05-28,2025-05-26,Lapsed,South Dublin,No,15,2009,17,Urban
SPSV_00831,Taxi,2020-03-06,2027-03-05,Active,Monaghan,Yes,2,2023,8,Regional
SPSV_00832,Taxi,2020-10-15,2025-10-14,Lapsed,South Dublin,No,4,2021,11,Urban
SPSV_00833,Taxi,2025-02-17,2027-12-31,Active,Offaly,No,2,2023,7,Regional
SPSV_00834,Taxi,2017-01-24,2023-01-23,Lapsed,Westmeath,No,0,2025,6,Regional
SPSV_00835,Taxi,2016-10-07,2019-10-07,Lapsed,Westmeath,YES,8,2017,10,Regional
SPSV_00836,Taxi,2023-07-04,2026-07-03,Expiring,Galway,Yes,3,2022,6,Urban
SPSV_00837,Hackney,2024-07-17,2027-07-17,Active,Cavan,No,3,2023,8,Regional
SPSV_00838,Taxi,2024-03-20,2027-03-20,Active,Kerry,Yes,6,2018,8,Regional
SPSV_00839,Taxi,2017-08-25,2021-08-24,Lapsed,Westmeath,No,2,2023,5,Regional
SPSV_00840,Taxi,2024-04-29,2027-12-31,Active,Kilkenny,No,1,2023,11,Regional
SPSV_00841,Taxi,2024-12-12,2027-12-31,Active,Galway,No,5,2021,0,Urban
SPSV_00842,Taxi,2024-11-29,2026-11-29,Active,Meath,No,8,2018,4,Regional
SPSV_00843,Taxi,2022-10-10,2027-12-31,Active,Clare,Yes,1,2023,3,Regional
SPSV_00844,Limousine,2016-05-21,2023-05-20,Lapsed,Tipperary,No,4,2022,9,Regional
SPSV_00845,Taxi,2025-02-26,2027-02-26,Active,,No,5,2020,6,Regional
SPSV_00846,Taxi,2016-02-04,2020-02-03,Lapsed,Cavan,No,11,2015,0,Regional
SPSV_00847,Taxi,2018-06-13,2024-06-11,Lapsed,Cavan,Yes,3,2022,10,Regional
SPSV_00848,Limousine,2018-12-01,2023-11-30,Lapsed,Kerry,No,2,2022,9,Regional
SPSV_00849,Taxi,2021-01-23,2027-01-22,Active,Kilkenny,No,3,2021,8,Regional
SPSV_00850,Taxi,2016-07-03,2021-07-02,Lapsed,Waterford,No,5,2019,11,Urban
SPSV_00851,Taxi,2017-02-10,2021-02-09,Lapsed,Wexford,Yes,5,2019,10,Regional
SPSV_00852,Hackney,2021-02-10,2022-02-10,Lapsed,Cork,No,2,2022,6,Urban
SPSV_00853,Taxi,2016-12-21,2021-12-20,Lapsed,Cork,No,4,2020,10,Urban
SPSV_00854,Hackney,2024-12-11,2025-12-11,Lapsed,Galway,N,4,2021,14,Urban
SPSV_00855,Taxi,2021-08-18,2026-08-17,Active,Offaly,No,1,2023,7,Regional
SPSV_00856,Taxi,2019-10-29,2025-10-27,Lapsed,Dún Laoghaire-Rathdown,Yes,3,2023,14,Urban
SPSV_00857,Taxi,2023-07-24,2027-12-31,Active,Cork,No,3,2022,17,Urban
SPSV_00858,Taxi,2016-01-16,2023-01-14,Lapsed,Dublin City,No,5,2020,9,Urban
SPSV_00859,Taxi,2022-09-29,2026-09-28,Active,Kildare,Yes,6,2019,2,Regional
SPSV_00860,Taxi,2016-03-28,2021-03-27,Lapsed,Westmeath,No,3,2022,6,Regional
SPSV_00861,Hackney,2018-11-14,2023-11-13,Lapsed,Louth,No,4,2020,8,Regional
SPSV_00862,Taxi,2019-02-24,2026-02-22,Expiring,Dublin City,No,1,2023,8,Urban
SPSV_00863,Taxi,2024-03-22,2027-12-31,Active,Limerick,No,5,2019,8,Urban
SPSV_00864,Taxi,2019-09-18,2021-09-17,Lapsed,Kerry,No,8,2018,14,Regional
SPSV_00865,Taxi,2020-02-10,2027-02-08,Active,Sligo,No,3,2021,3,Regional
SPSV_00866,Taxi,2022-08-30,2027-08-29,Active,Waterford,No,1,2023,9,Urban
SPSV_00867,Taxi,2022-04-15,2024-04-14,Lapsed,Fingal,Yes,4,2022,12,Urban
SPSV_00868,Taxi,2018-04-20,2023-04-19,Lapsed,Donegal,No,3,2021,6,Regional
SPSV_00869,Hackney,2020-09-14,2026-09-13,Active,Meath,Yes,5,2019,2,Regional
SPSV_00870,Hackney,2021-02-12,2026-02-11,Expiring,Cork,Yes,5,2020,6,Urban
SPSV_00871,Taxi,2018-09-02,2022-09-01,Lapsed,Donegal,No,6,2018,2,Regional
SPSV_00872,Taxi,2023-02-15,2027-12-31,Active,Galway,No,2,2024,4,Urban
SPSV_00873,Taxi,2025-06-25,2027-12-31,Active,Monaghan,No,4,2021,10,Regional
SPSV_00874,Taxi,2016-12-16,2020-12-15,Lapsed,Kerry,Yes,1,2025,9,Regional
SPSV_00875,Taxi,2023-07-21,2025-07-20,Lapsed,Offaly,No,1,2025,11,Regional
SPSV_00876,Taxi,2018-01-24,2021-01-23,Lapsed,Laois,No,0,2024,10,Regional
SPSV_00877,Hackney,2021-04-08,2026-04-07,Expiring,Westmeath,No,3,2022,6,Regional
SPSV_00878,Taxi,2021-02-25,2027-02-24,Active,Laois,No,1,2023,2,Regional
SPSV_00879,Taxi,2023-05-02,2026-05-01,Expiring,Kildare,No,0,2025,9,Regional
SPSV_00880,Taxi,2021-07-21,2025-07-20,Lapsed,South Dublin,No,3,2022,5,Urban
SPSV_00881,Taxi,2016-05-22,2018-05-22,Lapsed,Dublin City,Yes,7,2018,7,Urban
SPSV_00882,Taxi,2018-09-22,2023-09-21,Lapsed,Kerry,No,4,2022,4,Regional
SPSV_00883,Taxi,2022-02-20,2023-02-20,Lapsed,Meath,Yes,5,2019,12,Regional
SPSV_00884,Taxi,2016-09-14,2017-09-14,Lapsed,Wexford,No,0,2025,0,Regional
SPSV_00885,Hackney,2017-06-18,2018-06-18,Lapsed,Kildare,YES,7,2018,10,Regional
SPSV_00886,Taxi,2024-05-28,2027-12-31,Active,Cork,No,2,2024,8,Urban
SPSV_00887,Taxi,2021-04-09,2025-04-08,Lapsed,Cavan,Yes,1,2024,12,Regional
SPSV_00888,Taxi,2022-09-22,2025-09-21,Lapsed,Limerick,Yes,7,2018,1,Urban
SPSV_00889,Taxi,2018-12-16,2025-12-14,Lapsed,Waterford,No,8,2016,7,Urban
SPSV_00890,Taxi,2018-12-15,2021-12-14,Lapsed,Dublin City,No,4,2022,5,Urban
SPSV_00891,Hackney,2020-04-26,2024-04-25,Lapsed,Monaghan,No,6,2020,7,Regional
SPSV_00892,Hackney,2024-12-22,2027-12-31,Active,Dublin City,No,2,2023,8,Urban
SPSV_00893,Hackney,2016-06-13,2020-06-12,Lapsed,Dún Laoghaire-Rathdown,No,3,2022,5,Urban
SPSV_00894,Taxi,2017-06-13,2022-06-12,Lapsed,Waterford,Yes,4,2022,7,Urban
SPSV_00895,Taxi,2019-04-29,2021-04-28,Lapsed,Kildare,No,2,2023,14,Regional
