Enforcement_ID,Licence_ID,Action_Type,Action_Date,Outcome
ENF_000976,SPSV_01671,Warning,2023-03-24,Complied
ENF_000977,SPSV_04720,Warning,2023-10-01,Complied
ENF_000978,SPSV_00074,Fine,2024-12-26,Complied
ENF_000979,SPSV_02298,Fine,2023-12-19,Appealed
ENF_000980,SPSV_03813,Warning,2025-04-29,Complied
ENF_000981,SPSV_02534,Fine,2024-12-14,Complied
ENF_000982,SPSV_04988,Fine,2022-07-24,Not Upheld
ENF_000983,SPSV_01860,Education/Advisory,2022-09-22,Complied
ENF_000984,SPSV_00597,Warning,2022-10-03,Complied
ENF_000985,SPSV_01998,Warning,2025-04-30,Complied
ENF_000986,SPSV_01485,Warning,2023-05-02,Complied
ENF_000987,SPSV_00973,Education/Advisory,2023-05-08,Complied
ENF_000988,SPSV_02126,Warning,2022-08-20,Appealed
ENF_000989,SPSV_02113,Fine,2025-02-05,Appealed
ENF_000990,SPSV_03675,Fine,2022-05-20,Pending
ENF_000991,SPSV_02953,Warning,2024-09-13,Complied
ENF_000992,SPSV_02744,Warning,2024-02-12,Complied
ENF_000993,SPSV_03163,Suspension,2022-03-26,Complied
ENF_000994,SPSV_04121,Suspension,2022-04-06,Appealed
ENF_000995,SPSV_01852,Warning,2023-08-21,Complied
ENF_000996,SPSV_03919,Suspension,2022-12-02,Complied
ENF_000997,SPSV_04020,Warning,2024-04-23,Complied
ENF_000998,SPSV_01434,Fine,2022-09-23,Complied
ENF_000999,SPSV_01457,Suspension,2022-05-23,Pending
ENF_001000,SPSV_04116,Warning,2024-12-05,Pending
ENF_001001,SPSV_04636,Warning,2025-02-22,Complied
ENF_001002,SPSV_04171,Suspension,2023-11-12,Complied
ENF_001003,SPSV_02027,Fine,2025-03-09,Complied
ENF_001004,SPSV_04410,Fine,2022-05-30,Complied
ENF_001005,SPSV_03723,Warning,2023-09-04,Appealed
ENF_001006,SPSV_01168,Fine,2024-08-26,Complied
ENF_001007,SPSV_03676,Warning,2022-01-11,Complied
ENF_001008,SPSV_03250,Fine,2024-04-20,Complied
ENF_001009,SPSV_02226,Warning,2022-06-10,Complied
ENF_001010,SPSV_04061,Fine,2024-09-19,Complied
ENF_001011,SPSV_04451,Warning,2023-08-25,Complied
ENF_001012,SPSV_00559,Warning,2024-05-31,Complied
ENF_001013,SPSV_04006,Suspension,2022-03-19,Not Upheld
ENF_001014,SPSV_02622,Suspension,2024-06-26,Complied
ENF_001015,SPSV_04551,Warning,2022-02-22,Appealed
ENF_001016,SPSV_03181,Fine,2023-04-18,Complied
ENF_001017,SPSV_03008,Warning,2024-01-10,Pending
ENF_001018,SPSV_02731,Fine,2024-01-12,Appealed
ENF_001019,SPSV_01079,Revocation,2024-10-07,Appealed
ENF_001020,SPSV_00970,Warning,2022-01-18,Pending
ENF_001021,SPSV_00142,Fine,2024-06-02,Appealed
ENF_001022,SPSV_02657,Education/Advisory,2022-03-19,Complied
ENF_001023,SPSV_00137,Suspension,2025-09-11,Pending
ENF_001024,SPSV_03522,Fine,2022-09-23,Complied
ENF_001025,SPSV_00667,Fine,2025-05-01,Complied
ENF_001026,SPSV_02893,Warning,2024-05-20,Complied
ENF_001027,SPSV_01351,Warning,2023-05-14,Appealed
ENF_001028,SPSV_00453,Warning,2023-02-23,Not Upheld
ENF_001029,SPSV_02654,Warning,2022-12-26,Complied
ENF_001030,SPSV_01750,Fine,2024-08-16,Appealed
ENF_001031,SPSV_03930,Warning,2023-08-26,Appealed
ENF_001032,SPSV_01799,Fine,2022-08-26,Appealed
ENF_001033,SPSV_01642,Fine,2022-11-22,Complied
ENF_001034,SPSV_02318,Fine,2023-02-26,Complied
ENF_001035,SPSV_00038,Fine,2025-06-28,Pending
ENF_001036,SPSV_03579,Education/Advisory,2024-07-14,Complied
ENF_001037,SPSV_03094,Fine,2024-10-10,Complied
ENF_001038,SPSV_04131,Fine,2022-01-08,Complied
ENF_001039,SPSV_00252,Warning,2022-01-26,Complied
ENF_001040,SPSV_00871,Fine,2022-11-20,Appealed
ENF_001041,SPSV_03554,Warning,2025-03-26,Complied
ENF_001042,SPSV_00296,Warning,2024-12-17,Complied
ENF_001043,SPSV_03818,Fine,2024-07-18,Appealed
ENF_001044,SPSV_04572,Warning,2025-05-13,Complied
ENF_001045,SPSV_01202,Suspension,2022-12-05,Complied
ENF_001046,SPSV_00484,Warning,2024-11-05,Complied
ENF_001047,SPSV_02606,Warning,2024-07-02,Pending
ENF_001048,SPSV_03784,Warning,2022-06-18,Complied
ENF_001049,SPSV_01360,Suspension,2023-07-06,Complied
ENF_001050,SPSV_02914,Fine,2023-02-28,Complied
ENF_001051,SPSV_04839,Warning,2022-11-30,Complied
ENF_001052,SPSV_00457,Suspension,2024-03-30,Pending
ENF_001053,SPSV_02295,Warning,2025-05-07,Appealed
ENF_001054,SPSV_01432,Fine,2022-12-20,Complied
ENF_001055,SPSV_01582,Suspension,2024-12-29,Pending
ENF_001056,SPSV_00022,Warning,2025-05-20,Complied
ENF_001057,SPSV_03802,Suspension,2023-01-21,Complied
ENF_001058,SPSV_00613,Fine,2023-03-05,Pending
ENF_001059,SPSV_01634,Fine,2023-11-08,Not Upheld
ENF_001060,SPSV_04430,Warning,2025-06-08,Complied
ENF_001061,SPSV_04641,Warning,2024-02-29,Complied
ENF_001062,SPSV_00878,Fine,2022-09-04,Appealed
ENF_001063,SPSV_03207,Education/Advisory,2023-04-23,Complied
ENF_001064,SPSV_00238,Suspension,2023-10-02,Complied
ENF_001065,SPSV_03860,Fine,2023-02-04,Pending
ENF_001066,SPSV_03341,Warning,2024-11-11,Complied
ENF_001067,SPSV_01900,Warning,2025-01-14,Appealed
ENF_001068,SPSV_01680,Education/Advisory,2023-10-25,Not Upheld
ENF_001069,SPSV_01120,Suspension,2024-06-22,Complied
ENF_001070,SPSV_02144,Fine,2022-10-19,Pending
ENF_001071,SPSV_01396,Warning,2023-10-04,Appealed
ENF_001072,SPSV_01303,Warning,2022-05-13,Complied
ENF_001073,SPSV_02053,Fine,2023-12-10,Appealed
ENF_001074,SPSV_02548,Education/Advisory,2023-08-13,Pending
ENF_001075,SPSV_01963,Warning,2022-04-27,Complied
ENF_001076,SPSV_04715,Fine,2024-11-28,Pending
ENF_001077,SPSV_00991,Warning,2022-01-20,Complied
ENF_001078,SPSV_02008,Warning,2022-06-28,Complied
ENF_001079,SPSV_02528,Warning,2023-03-30,Appealed
ENF_001080,SPSV_00138,Fine,2025-06-04,Complied
ENF_001081,SPSV_01509,Fine,2024-05-26,Appealed
ENF_001082,SPSV_02149,Warning,2025-03-24,Pending
ENF_001083,SPSV_04936,Fine,2023-10-04,Appealed
ENF_001084,SPSV_04552,Warning,2023-08-13,Complied
ENF_001085,SPSV_02199,Warning,2024-09-14,Pending
ENF_001086,SPSV_03081,Suspension,2024-03-09,Complied
ENF_001087,SPSV_04038,Warning,2022-03-23,Complied
ENF_001088,SPSV_03033,Warning,2024-06-15,Pending
ENF_001089,SPSV_04226,Suspension,2022-09-30,Complied
ENF_001090,SPSV_00155,Fine,2023-09-06,Appealed
ENF_001091,SPSV_04556,Education/Advisory,2022-03-25,Pending
ENF_001092,SPSV_04338,Fine,2024-03-13,Complied
ENF_001093,SPSV_00877,Fine,2023-09-30,Pending
ENF_001094,SPSV_04884,Fine,2025-11-30,Complied
ENF_001095,SPSV_02687,Suspension,2025-06-21,Appealed
ENF_001096,SPSV_03501,Warning,2025-04-10,Complied
ENF_001097,SPSV_01001,Warning,2024-08-28,Appealed
ENF_001098,SPSV_03783,Warning,2024-01-04,Pending
ENF_001099,SPSV_04776,Suspension,2024-08-10,Complied
ENF_001100,SPSV_03111,Warning,2022-08-23,Complied
ENF_001101,SPSV_03015,Fine,2022-12-24,Complied
ENF_001102,SPSV_03396,Warning,2023-11-09,Complied
ENF_001103,SPSV_00564,Suspension,2024-05-27,Not Upheld
ENF_001104,SPSV_03952,Warning,2024-01-29,Pending
ENF_001105,SPSV_01074,Suspension,2022-03-08,Complied
ENF_001106,SPSV_02544,Suspension,2024-06-05,Pending
ENF_001107,SPSV_00535,Fine,2024-09-30,Pending
ENF_001108,SPSV_00466,Warning,2023-08-05,Complied
ENF_001109,SPSV_04256,Fine,2023-07-04,Complied
ENF_001110,SPSV_00458,Warning,2024-11-21,Pending
ENF_001111,SPSV_04849,Fine,2024-09-28,Complied
ENF_001112,SPSV_04847,Warning,2024-08-02,Complied
ENF_001113,SPSV_01635,Warning,2023-08-31,Complied
ENF_001114,SPSV_01966,Suspension,2025-10-18,Pending
ENF_001115,SPSV_01110,Education/Advisory,2022-06-11,Complied
ENF_001116,SPSV_01734,Warning,2025-01-14,Pending
ENF_001117,SPSV_02446,Suspension,2022-06-21,Complied
ENF_001118,SPSV_00846,Warning,2025-01-19,Appealed
ENF_001119,SPSV_03799,Warning,2024-02-19,Complied
ENF_001120,SPSV_01824,Warning,2024-11-07,Pending
ENF_001121,SPSV_00429,Warning,2024-10-15,Complied
ENF_001122,SPSV_04494,Fine,2024-07-30,Complied
ENF_001123,SPSV_00330,Fine,2024-04-06,Complied
ENF_001124,SPSV_04702,Suspension,2022-11-18,Complied
ENF_001125,SPSV_04918,Warning,2022-05-15,Complied
ENF_001126,SPSV_01387,Warning,2023-07-25,Complied
ENF_001127,SPSV_04746,Fine,2024-01-23,Pending
ENF_001128,SPSV_04399,Suspension,2024-02-18,Complied
ENF_001129,SPSV_04959,Suspension,2024-11-26,Complied
ENF_001130,SPSV_01564,Fine,2024-11-09,Complied
ENF_001131,SPSV_03925,Fine,2023-04-04,Complied
ENF_001132,SPSV_04734,Warning,2023-07-08,Appealed
ENF_001133,SPSV_00819,Fine,2023-11-22,Complied
ENF_001134,SPSV_01188,Warning,2022-01-27,Appealed
ENF_001135,SPSV_04173,Revocation,2023-06-06,Pending
ENF_001136,SPSV_00531,Suspension,2025-10-26,Complied
ENF_001137,SPSV_01844,Warning,2025-03-04,Complied
ENF_001138,SPSV_02618,Warning,2024-03-19,Appealed
ENF_001139,SPSV_04624,Warning,2022-02-17,Complied
ENF_001140,SPSV_04755,Suspension,2024-02-17,Complied
ENF_001141,SPSV_03152,Warning,2025-08-04,Complied
ENF_001142,SPSV_02924,Warning,2023-12-24,Complied
ENF_001143,SPSV_02682,Suspension,2022-07-25,Complied
ENF_001144,SPSV_04061,Warning,2024-12-05,Pending
ENF_001145,SPSV_02010,Warning,2024-05-21,Pending
ENF_001146,SPSV_03820,Suspension,2024-02-01,Pending
ENF_001147,SPSV_00057,Fine,2024-11-16,Appealed
ENF_001148,SPSV_02315,Suspension,2022-11-14,Appealed
ENF_001149,SPSV_04061,Warning,2022-07-17,Pending
ENF_001150,SPSV_01598,Warning,2022-08-11,Appealed
ENF_001151,SPSV_00405,Fine,2023-08-19,Pending
ENF_001152,SPSV_02847,Warning,2024-04-19,Appealed
ENF_001153,SPSV_04673,Suspension,2025-05-20,Complied
ENF_001154,SPSV_03115,Warning,2023-12-10,Complied
ENF_001155,SPSV_02379,Warning,2022-05-18,Complied
ENF_001156,SPSV_00246,Fine,2022-04-04,Complied
ENF_001157,SPSV_04702,Warning,2023-05-31,Appealed
ENF_001158,SPSV_00329,Suspension,2024-05-01,Complied
ENF_001159,SPSV_03827,Warning,2023-11-14,Complied
ENF_001160,SPSV_00735,Fine,2024-05-21,Complied
ENF_001161,SPSV_02582,Education/Advisory,2024-02-04,Complied
ENF_001162,SPSV_02100,Fine,2025-10-15,Complied
ENF_001163,SPSV_00073,Warning,2025-02-07,Complied
ENF_001164,SPSV_00543,Warning,2023-08-03,Complied
ENF_001165,SPSV_03673,Warning,2023-01-06,Appealed
ENF_001166,SPSV_04588,Suspension,2024-05-23,Appealed
ENF_001167,SPSV_04474,Fine,2023-07-21,Complied
ENF_001168,SPSV_04722,Fine,2025-04-06,Complied
ENF_001169,SPSV_01804,Fine,2023-04-20,Complied
ENF_001170,SPSV_02952,Fine,2025-10-21,Complied
ENF_001171,SPSV_01638,Suspension,2022-03-03,Appealed
ENF_001172,SPSV_04030,Education/Advisory,2022-09-09,Complied
ENF_001173,SPSV_03047,Warning,2023-12-01,Complied
ENF_001174,SPSV_04736,Education/Advisory,2023-05-13,Complied
ENF_001175,SPSV_01730,Suspension,2025-04-29,Not Upheld
ENF_001176,SPSV_01069,Education/Advisory,2024-06-04,Complied
ENF_001177,SPSV_03023,Warning,2025-05-05,Complied
ENF_001178,SPSV_01659,Warning,2022-10-26,Pending
ENF_001179,SPSV_00675,Fine,2024-08-28,Complied
ENF_001180,SPSV_01378,Warning,2024-05-13,Complied
ENF_001181,SPSV_01420,Fine,2022-04-23,Complied
ENF_001182,SPSV_02960,Fine,2025-08-14,Complied
ENF_001183,SPSV_01068,Suspension,2025-10-03,Complied
ENF_001184,SPSV_02479,Warning,2024-06-15,Appealed
ENF_001185,SPSV_02076,Fine,2025-07-15,Appealed
ENF_001186,SPSV_02187,Suspension,2023-04-20,Complied
ENF_001187,SPSV_04116,Suspension,2022-07-08,Complied
ENF_001188,SPSV_04795,Education/Advisory,2023-08-07,Complied
ENF_001189,SPSV_02004,Fine,2023-01-26,Complied
ENF_001190,SPSV_02646,Warning,2024-07-29,Complied
ENF_001191,SPSV_00644,Warning,2023-01-26,Complied
ENF_001192,SPSV_02649,Suspension,2024-12-06,Complied
ENF_001193,SPSV_03158,Warning,2022-10-21,Complied
ENF_001194,SPSV_01791,Warning,2025-02-11,Complied
ENF_001195,SPSV_03891,Fine,2025-03-27,Complied
ENF_001196,SPSV_03085,Fine,2022-12-26,Complied
ENF_001197,SPSV_03170,Fine,2024-01-28,Pending
ENF_001198,SPSV_03165,Warning,2023-03-23,Complied
ENF_001199,SPSV_00819,Warning,2023-07-29,Pending
ENF_001200,SPSV_03896,Warning,2025-12-11,Complied
ENF_001201,SPSV_02226,Warning,2022-10-23,Complied
ENF_001202,SPSV_00779,Warning,2024-07-19,Pending
ENF_001203,SPSV_00019,Fine,2022-04-19,Appealed
ENF_001204,SPSV_00477,Suspension,2024-11-07,Appealed
ENF_001205,SPSV_00329,Warning,2024-10-12,Appealed
ENF_001206,SPSV_02015,Warning,2025-12-16,Complied
ENF_001207,SPSV_04747,Suspension,2025-12-01,Complied
ENF_001208,SPSV_03285,Revocation,2024-11-17,Complied
ENF_001209,SPSV_02817,Fine,2024-05-16,Complied
ENF_001210,SPSV_01676,Fine,2024-09-15,Complied
ENF_001211,SPSV_04030,Warning,2022-01-25,Not Upheld
ENF_001212,SPSV_03827,Warning,2023-11-23,Pending
ENF_001213,SPSV_00525,Education/Advisory,2024-04-13,Appealed
ENF_001214,SPSV_01163,Warning,2022-09-23,Appealed
ENF_001215,SPSV_03740,Fine,2023-05-07,Pending
ENF_001216,SPSV_04857,Warning,2022-07-02,Complied
ENF_001217,SPSV_00186,Warning,2024-07-15,Complied
ENF_001218,SPSV_04653,Fine,2025-03-29,Appealed
ENF_001219,SPSV_00417,Warning,2022-03-28,Complied
ENF_001220,SPSV_01182,Fine,2024-05-05,Complied
ENF_001221,SPSV_02183,Fine,2022-07-22,Complied
ENF_001222,SPSV_00308,Warning,2023-03-09,Pending
ENF_001223,SPSV_04445,Fine,2023-10-09,Complied
ENF_001224,SPSV_00776,Suspension,2025-05-03,Complied
ENF_001225,SPSV_02946,Suspension,2025-05-05,Complied
ENF_001226,SPSV_01283,Fine,2024-03-26,Pending
ENF_001227,SPSV_04524,Suspension,2024-05-10,Complied
ENF_001228,SPSV_03040,Suspension,2025-10-03,Pending
ENF_001229,SPSV_00246,Suspension,2022-01-14,Complied
ENF_001230,SPSV_02719,Suspension,2022-05-29,Pending
ENF_001231,SPSV_03749,Fine,2023-09-23,Appealed
ENF_001232,SPSV_00881,Suspension,2025-11-05,Appealed
ENF_001233,SPSV_02419,Fine,2024-02-23,Appealed
ENF_001234,SPSV_04358,Suspension,2024-07-31,Appealed
ENF_001235,SPSV_04406,Warning,2023-08-08,Not Upheld
ENF_001236,SPSV_02488,Revocation,2024-01-30,Complied
ENF_001237,SPSV_01427,Warning,2023-11-25,Complied
ENF_001238,SPSV_02895,Warning,2022-07-01,Appealed
ENF_001239,SPSV_03982,Warning,2024-03-18,Complied
ENF_001240,SPSV_00110,Fine,2022-06-20,Complied
ENF_001241,SPSV_01263,Warning,2022-12-18,Complied
ENF_001242,SPSV_00175,Fine,2025-01-05,Complied
ENF_001243,SPSV_03294,Warning,2024-08-08,Complied
ENF_001244,SPSV_03129,Warning,2022-05-15,Pending
ENF_001245,SPSV_02146,Warning,2024-02-28,Pending
ENF_001246,SPSV_00060,Warning,2025-01-22,Complied
ENF_001247,SPSV_04264,Warning,2022-07-11,Complied
ENF_001248,SPSV_03022,Warning,2025-05-05,Pending
ENF_001249,SPSV_04874,Warning,2024-09-01,Complied
ENF_001250,SPSV_00701,Warning,2023-11-13,Complied
ENF_001251,SPSV_00569,Fine,2024-03-05,Complied
ENF_001252,SPSV_03720,Warning,2022-02-03,Complied
ENF_001253,SPSV_02934,Suspension,2022-10-20,Complied
ENF_001254,SPSV_04470,Fine,2024-07-20,Pending
ENF_001255,SPSV_01662,Warning,2024-12-07,Complied
ENF_001256,SPSV_02784,Warning,2022-09-17,Appealed
ENF_001257,SPSV_04451,Suspension,2023-11-23,Appealed
ENF_001258,SPSV_03268,Suspension,2024-03-27,Complied
ENF_001259,SPSV_04489,Warning,2022-06-09,Pending
ENF_001260,SPSV_01282,Suspension,2025-12-05,Complied
ENF_001261,SPSV_00939,Warning,2025-08-22,Complied
ENF_001262,SPSV_02839,Fine,2022-12-19,Complied
ENF_001263,SPSV_04935,Fine,2023-07-07,Appealed
ENF_001264,SPSV_02818,Warning,2022-09-28,Complied
ENF_001265,SPSV_01521,Warning,2022-07-01,Appealed
ENF_001266,SPSV_00862,Fine,2025-10-22,Appealed
ENF_001267,SPSV_04514,Suspension,2022-04-10,Pending
ENF_001268,SPSV_02972,Warning,2024-02-02,Complied
ENF_001269,SPSV_01500,Warning,2023-12-30,Complied
ENF_001270,SPSV_04990,Fine,2023-06-06,Complied
ENF_001271,SPSV_01197,Education/Advisory,2023-07-09,Complied
ENF_001272,SPSV_02300,Education/Advisory,2022-06-14,Pending
ENF_001273,SPSV_04940,Fine,2022-05-05,Complied
ENF_001274,SPSV_02086,Warning,2025-12-27,Pending
ENF_001275,SPSV_02051,Warning,2023-10-12,Complied
ENF_001276,SPSV_02085,Suspension,2024-09-19,Complied
ENF_001277,SPSV_01853,Warning,2023-09-19,Appealed
ENF_001278,SPSV_01846,Warning,2023-01-21,Complied
ENF_001279,SPSV_03891,Education/Advisory,2022-06-28,Complied
ENF_001280,SPSV_02884,Fine,2023-11-12,Complied
ENF_001281,SPSV_00790,Fine,2022-08-05,Not Upheld
ENF_001282,SPSV_01362,Warning,2022-09-15,Complied
ENF_001283,SPSV_03157,Fine,2022-07-20,Not Upheld
ENF_001284,SPSV_01528,Fine,2023-07-30,Complied
ENF_001285,SPSV_01621,Warning,2024-02-21,Complied
ENF_001286,SPSV_03768,Warning,2023-10-06,Appealed
ENF_001287,SPSV_02341,Fine,2024-09-03,Complied
ENF_001288,SPSV_01290,Fine,2022-11-21,Complied
ENF_001289,SPSV_00456,Warning,2024-10-21,Appealed
ENF_001290,SPSV_01733,Suspension,2022-07-25,Complied
ENF_001291,SPSV_01537,Fine,2023-05-12,Complied
ENF_001292,SPSV_04301,Warning,2025-07-19,Pending
ENF_001293,SPSV_01047,Revocation,2024-11-15,Complied
ENF_001294,SPSV_02883,Fine,2024-11-06,Complied
ENF_001295,SPSV_03357,Education/Advisory,2022-03-05,Appealed
ENF_001296,SPSV_04283,Warning,2025-03-30,Complied
ENF_001297,SPSV_02563,Fine,2025-11-22,Complied
ENF_001298,SPSV_04518,Warning,2022-04-20,Appealed
ENF_001299,SPSV_00768,Suspension,2025-09-03,Complied
ENF_001300,SPSV_02468,Warning,2022-03-24,Complied
ENF_001301,SPSV_00304,Warning,2025-11-09,Complied
ENF_001302,SPSV_00532,Warning,2025-09-04,Complied
ENF_001303,SPSV_01481,Fine,2022-02-04,Not Upheld
ENF_001304,SPSV_02516,Warning,2022-12-29,Pending
ENF_001305,SPSV_02176,Fine,2025-11-27,Complied
ENF_001306,SPSV_01525,Revocation,2022-10-06,Complied
ENF_001307,SPSV_00560,Suspension,2024-10-13,Appealed
ENF_001308,SPSV_02045,Fine,2024-05-30,Not Upheld
ENF_001309,SPSV_00360,Warning,2024-09-19,Complied
ENF_001310,SPSV_02651,Warning,2025-05-13,Pending
ENF_001311,SPSV_02177,Fine,2025-09-06,Complied
ENF_001312,SPSV_02442,Fine,2022-03-25,Complied
ENF_001313,SPSV_00030,Warning,2022-12-03,Appealed
ENF_001314,SPSV_02712,Fine,2022-05-06,Complied
ENF_001315,SPSV_03803,Warning,2023-06-15,Complied
ENF_001316,SPSV_04853,Fine,2022-06-13,Complied
ENF_001317,SPSV_02777,Warning,2022-04-16,Appealed
ENF_001318,SPSV_02331,Warning,2022-05-29,Pending
ENF_001319,SPSV_01855,Revocation,2025-10-25,Appealed
ENF_001320,SPSV_02902,Warning,2025-09-18,Pending
ENF_001321,SPSV_02713,Fine,2023-05-16,Complied
ENF_001322,SPSV_04726,Suspension,2024-06-30,Complied
ENF_001323,SPSV_04209,Warning,2023-10-08,Not Upheld
ENF_001324,SPSV_00665,Suspension,2025-05-13,Complied
ENF_001325,SPSV_02166,Warning,2025-05-23,Complied
ENF_001326,SPSV_02415,Education/Advisory,2025-09-22,Complied
ENF_001327,SPSV_01483,Suspension,2025-07-05,Appealed
ENF_001328,SPSV_04250,Fine,2025-10-16,Complied
ENF_001329,SPSV_00672,Fine,2023-05-11,Complied
ENF_001330,SPSV_03421,Suspension,2025-03-09,Complied
ENF_001331,SPSV_02496,Fine,2024-03-24,Complied
ENF_001332,SPSV_01342,Warning,2022-11-07,Pending
ENF_001333,SPSV_01908,Suspension,2022-07-02,Pending
ENF_001334,SPSV_01243,Suspension,2023-06-04,Appealed
ENF_001335,SPSV_00999,Warning,2025-03-11,Complied
ENF_001336,SPSV_03109,Fine,2025-05-14,Complied
ENF_001337,SPSV_03637,Warning,2025-04-12,Appealed
ENF_001338,SPSV_04128,Warning,2024-06-10,Complied
ENF_001339,SPSV_03148,Fine,2022-03-03,Pending
ENF_001340,SPSV_00949,Suspension,2025-01-18,Appealed
ENF_001341,SPSV_01263,Warning,2023-08-22,Complied
ENF_001342,SPSV_02595,Warning,2023-09-30,Complied
ENF_001343,SPSV_01771,Warning,2022-03-04,Complied
ENF_001344,SPSV_04619,Education/Advisory,2025-01-06,Complied
ENF_001345,SPSV_03774,Warning,2025-01-27,Pending
ENF_001346,SPSV_00038,Suspension,2023-06-23,Complied
ENF_001347,SPSV_04951,Warning,2022-09-05,Appealed
ENF_001348,SPSV_03894,Education/Advisory,2025-06-19,Complied
ENF_001349,SPSV_01177,Warning,2022-09-07,Not Upheld
ENF_001350,SPSV_02933,Warning,2025-08-15,Appealed
ENF_001351,SPSV_04322,Education/Advisory,2024-06-26,Complied
ENF_001352,SPSV_01339,Fine,2025-07-05,Appealed
ENF_001353,SPSV_01203,Fine,2025-12-01,Complied
ENF_001354,SPSV_02311,Warning,2023-01-03,Appealed
ENF_001355,SPSV_03303,Fine,2024-06-21,Appealed
ENF_001356,SPSV_04862,Warning,2025-03-19,Complied
ENF_001357,SPSV_04336,Suspension,2025-08-02,Pending
ENF_001358,SPSV_03654,Warning,2023-04-19,Complied
ENF_001359,SPSV_03640,Suspension,2022-07-23,Complied
ENF_001360,SPSV_04381,Warning,2025-09-21,Complied
ENF_001361,SPSV_00396,Warning,2023-07-22,Complied
ENF_001362,SPSV_00301,Warning,2024-09-26,Complied
ENF_001363,SPSV_03032,Warning,2025-05-03,Complied
ENF_001364,SPSV_04559,Warning,2022-02-21,Complied
ENF_001365,SPSV_04764,Warning,2022-01-24,Complied
ENF_001366,SPSV_04641,Warning,2024-03-17,Pending
ENF_001367,SPSV_01373,Warning,2025-07-26,Complied
ENF_001368,SPSV_03059,Warning,2024-06-19,Complied
ENF_001369,SPSV_02428,Fine,2022-08-30,Pending
ENF_001370,SPSV_02671,Warning,2025-01-19,Appealed
ENF_001371,SPSV_03128,Fine,2023-08-14,Appealed
ENF_001372,SPSV_00024,Warning,2025-12-12,Not Upheld
ENF_001373,SPSV_00081,Fine,2025-11-01,Complied
ENF_001374,SPSV_04315,Fine,2022-02-27,Complied
ENF_001375,SPSV_00925,Warning,2023-03-07,Pending
ENF_001376,SPSV_00665,Warning,2023-09-10,Appealed
ENF_001377,SPSV_01427,Fine,2025-06-04,Appealed
ENF_001378,SPSV_04392,Education/Advisory,2022-04-10,Complied
ENF_001379,SPSV_04189,Warning,2022-04-21,Pending
ENF_001380,SPSV_04300,Fine,2025-12-04,Appealed
ENF_001381,SPSV_04575,Warning,2023-06-24,Complied
ENF_001382,SPSV_01246,Warning,2024-02-04,Pending
ENF_001383,SPSV_01158,Fine,2023-03-01,Appealed
ENF_001384,SPSV_04148,Warning,2023-01-10,Complied
ENF_001385,SPSV_02401,Revocation,2024-12-30,Complied
ENF_001386,SPSV_00962,Warning,2023-06-05,Complied
ENF_001387,SPSV_00864,Warning,2025-03-10,Pending
ENF_001388,SPSV_00342,Education/Advisory,2023-12-10,Complied
ENF_001389,SPSV_03170,Warning,2022-11-08,Complied
ENF_001390,SPSV_04903,Warning,2025-10-13,Not Upheld
ENF_001391,SPSV_00801,Suspension,2025-09-17,Pending
ENF_001392,SPSV_04828,Warning,2022-02-02,Complied
ENF_001393,SPSV_01496,Warning,2024-11-06,Complied
ENF_001394,SPSV_03441,Suspension,2024-01-07,Appealed
ENF_001395,SPSV_03731,Suspension,2024-12-20,Complied
ENF_001396,SPSV_04680,Warning,2025-09-28,Complied
ENF_001397,SPSV_02430,Fine,2023-12-21,Complied
ENF_001398,SPSV_01322,Warning,2022-02-08,Complied
ENF_001399,SPSV_03406,Revocation,2023-08-17,Not Upheld
ENF_001400,SPSV_00573,Warning,2023-06-14,Not Upheld
ENF_001401,SPSV_00769,Warning,2024-11-13,Pending
ENF_001402,SPSV_02345,Fine,2022-06-09,Pending
ENF_001403,SPSV_04272,Warning,2025-06-06,Complied
ENF_001404,SPSV_04871,Warning,2024-01-09,Pending
ENF_001405,SPSV_03174,Fine,2025-01-31,Complied
ENF_001406,SPSV_04889,Warning,2022-02-10,Appealed
ENF_001407,SPSV_02781,Fine,2025-03-13,Complied
ENF_001408,SPSV_04278,Suspension,2025-07-29,Complied
ENF_001409,SPSV_02790,Warning,2025-08-27,Complied
ENF_001410,SPSV_01125,Warning,2024-09-16,Complied
ENF_001411,SPSV_00099,Warning,2025-04-18,Complied
ENF_001412,SPSV_04589,Warning,2024-02-25,Complied
ENF_001413,SPSV_03418,Education/Advisory,2025-04-01,Pending
ENF_001414,SPSV_00476,Warning,2025-10-10,Complied
ENF_001415,SPSV_00069,Warning,2023-05-27,Complied
ENF_001416,SPSV_02479,Warning,2024-03-16,Appealed
ENF_001417,SPSV_01119,Suspension,2023-01-04,Complied
ENF_001418,SPSV_02826,Warning,2023-03-25,Complied
ENF_001419,SPSV_00059,Warning,2022-01-06,Complied
ENF_001420,SPSV_00618,Warning,2025-01-25,Pending
ENF_001421,SPSV_00409,Suspension,2023-12-02,Complied
ENF_001422,SPSV_02608,Warning,2025-09-19,Complied
ENF_001423,SPSV_02991,Fine,2023-11-01,Complied
ENF_001424,SPSV_00922,Fine,2024-11-23,Not Upheld
ENF_001425,SPSV_01226,Warning,2023-05-16,Complied
ENF_001426,SPSV_00828,Suspension,2022-10-17,Pending
ENF_001427,SPSV_03075,Suspension,2025-08-28,Complied
ENF_001428,SPSV_00825,Warning,2023-12-15,Complied
ENF_001429,SPSV_01818,Suspension,2022-08-11,Appealed
