Inspection_ID,Licence_ID,Inspection_Date,Inspection_Type,Outcome,Breach_Category,Follow_Up_Required
INSP_001450,SPSV_04646,2024-12-29,Routine,Pass,None,No
INSP_001451,SPSV_04025,2023-11-23,Routine,Pass,None,No
INSP_001452,SPSV_03237,2023-03-27,Routine,Pass,None,No
INSP_001453,SPSV_03684,2023-08-03,Routine,Pass,none,No
INSP_001454,SPSV_01794,2025-06-30,Routine,,None,No
INSP_001455,SPSV_01711,2023-12-05,Routine,Pass,None,No
INSP_001456,SPSV_03622,2022-07-23,Targeted,Pass,None,No
INSP_001457,SPSV_00684,2022-04-15,Targeted,Pass,None,No
INSP_001458,SPSV_00023,2024-07-17,Targeted,Pass,None,No
INSP_001459,SPSV_01433,2023-05-29,Follow-Up,Pass,None,No
INSP_001460,SPSV_02489,2025-09-15,Routine,Pass,None,No
INSP_001461,SPSV_03130,2025-03-13,Targeted,Fail,Documentation,Yes
INSP_001462,SPSV_01792,2025-10-25,Targeted,Pass,None,No
INSP_001463,SPSV_01818,2024-11-29,Targeted,Fail,Insurance,Yes
INSP_001464,SPSV_04783,2024-03-22,Targeted,Fail,Accessibility,Yes
INSP_001465,SPSV_03168,2024-12-18,Follow-Up,Pass,None,No
INSP_001466,SPSV_03496,2024-07-07,Targeted,Pass,None,No
INSP_001467,SPSV_04558,2024-10-21,Follow-Up,Pass,None,No
INSP_001468,SPSV_04725,2023-10-11,Routine,Pass,None,No
INSP_001469,SPSV_00752,2024-07-16,Complaint-Led,Fail,Insurance,Yes
INSP_001470,SPSV_03427,2025-11-07,Routine,Pass,None,No
INSP_001471,SPSV_00666,2025-09-21,Routine,Pass,None,No
INSP_001472,SPSV_00308,2025-11-15,Routine,Pass,None,No
INSP_001473,SPSV_01869,2023-04-02,Routine,Pass,None,No
INSP_001474,SPSV_00303,2025-04-09,Targeted,Pass,None,No
INSP_001475,SPSV_00712,2024-10-24,Routine,Pass,None,No
INSP_001476,SPSV_00526,2025-11-26,Routine,Pass,None,No
INSP_001477,SPSV_04143,2024-02-27,Routine,Pass,None,No
INSP_001478,SPSV_00760,2022-11-28,Follow-Up,Pass,None,No
INSP_001479,SPSV_04702,2024-05-20,Routine,Fail,Documentation,Yes
INSP_001480,SPSV_02547,2025-05-02,Complaint-Led,Pass,None,No
INSP_001481,SPSV_00106,2025-11-11,Targeted,Pass,None,No
INSP_001482,SPSV_04836,2022-07-04,Complaint-Led,Fail,Documentation,No
INSP_001483,SPSV_00907,2022-07-14,Routine,Pass,None,No
INSP_001484,SPSV_02419,2024-01-03,Targeted,Pass,None,No
INSP_001485,SPSV_04888,2025-02-03,Routine,Pass,None,No
INSP_001486,SPSV_03666,2022-07-24,Targeted,Pass,None,No
INSP_001487,SPSV_00070,2022-08-16,Follow-Up,Pass,None,No
INSP_001488,SPSV_02926,2023-03-07,Targeted,Pass,None,No
INSP_001489,SPSV_04082,2022-03-08,Routine,Pass,None,No
INSP_001490,SPSV_01099,2025-08-24,Follow-Up,Pass,None,No
INSP_001491,SPSV_00135,2024-02-24,Routine,Pass,None,No
INSP_001492,SPSV_00737,2022-07-13,Routine,Pass,None,No
INSP_001493,SPSV_00138,2025-06-02,Routine,Pass,None,No
INSP_001494,SPSV_01877,2024-07-19,Follow-Up,Pass,None,No
INSP_001495,SPSV_03959,2024-05-13,Routine,Pass,None,No
INSP_001496,SPSV_01438,2025-08-02,Follow-Up,Pass,None,No
INSP_001497,SPSV_02288,2024-08-09,Routine,Pass,None,No
INSP_001498,SPSV_00217,2023-08-20,Complaint-Led,Fail,Documentation,No
INSP_001499,SPSV_02929,2022-10-10,Routine,Pass,None,No
INSP_001500,SPSV_03084,2022-04-22,Routine,Pass,None,No
INSP_001501,SPSV_00387,2025-02-19,Routine,Pass,None,No
INSP_001502,SPSV_00923,2022-03-12,Routine,Pass,None,No
INSP_001503,SPSV_04691,2025-03-31,Complaint-Led,Pass,None,No
INSP_001504,SPSV_02888,2023-02-13,Routine,Fail,Documentation,No
INSP_001505,SPSV_00036,2022-08-31,Routine,Fail,Safety,Yes
INSP_001506,SPSV_00829,2022-11-29,Routine,Fail,Documentation,No
INSP_001507,SPSV_01636,2023-11-22,Follow-Up,Pass,None,No
INSP_001508,SPSV_03538,2024-03-13,Routine,Pass,None,No
INSP_001509,SPSV_04807,2022-11-09,Targeted,Pass,None,No
INSP_001510,SPSV_03265,2024-08-02,Follow-Up,Pass,None,No
INSP_001511,SPSV_02369,2022-01-30,Routine,Pass,None,No
INSP_001512,SPSV_04819,2023-03-22,Routine,Pass,None,No
INSP_001513,SPSV_03458,2025-07-04,Routine,Pass,None,No
INSP_001514,SPSV_02830,2025-02-02,Targeted,Fail,Documentation,Yes
INSP_001515,SPSV_03395,2023-05-27,Targeted,Pass,None,No
INSP_001516,SPSV_03939,2025-09-22,Follow-Up,Pass,None,No
INSP_001517,SPSV_01485,2025-12-04,Routine,Pass,None,No
INSP_001518,SPSV_02033,2022-02-20,Follow-Up,Pass,None,No
INSP_001519,SPSV_00323,2022-02-02,Routine,Pass,None,No
INSP_001520,SPSV_01161,2022-11-02,Targeted,Pass,None,No
INSP_001521,SPSV_02952,2024-03-10,Routine,Pass,None,No
INSP_001522,SPSV_01693,2025-11-03,Routine,Pass,None,No
INSP_001523,SPSV_01974,2025-05-24,Follow-Up,Fail,Accessibility,Yes
INSP_001524,SPSV_02983,2024-06-26,Follow-Up,Pass,None,No
INSP_001525,SPSV_03070,2022-05-25,Follow-Up,Fail,Accessibility,Yes
INSP_001526,SPSV_01825,2022-06-20,Routine,Pass,None,No
INSP_001527,SPSV_02967,2025-03-10,Targeted,Fail,Documentation,Yes
INSP_001528,SPSV_02943,2024-12-10,Routine,Pass,None,No
INSP_001529,SPSV_02216,2023-03-06,Routine,Pass,None,No
INSP_001530,SPSV_02406,2023-06-23,Routine,Fail,Safety,Yes
INSP_001531,SPSV_03131,2023-07-30,Targeted,Fail,Documentation,No
INSP_001532,SPSV_02916,2022-09-21,Routine,Pass,None,No
INSP_001533,SPSV_01984,2025-08-04,Routine,Pass,None,No
INSP_001534,SPSV_01848,2023-02-05,Routine,,Safety,Yes
INSP_001535,SPSV_00683,2024-02-18,Targeted,Pass,None,No
INSP_001536,SPSV_02296,2022-03-02,Routine,Pass,None,No
INSP_001537,SPSV_04922,2025-10-02,Routine,Fail,Safety,Yes
INSP_001538,SPSV_03070,2025-06-19,Routine,Pass,None,No
INSP_001539,SPSV_03968,2022-12-27,Routine,Pass,None,No
INSP_001540,SPSV_03468,2025-02-26,Targeted,Pass,None,No
INSP_001541,SPSV_00932,2024-03-12,Targeted,Pass,None,No
INSP_001542,SPSV_03017,2023-05-23,Routine,Pass,None,No
INSP_001543,SPSV_02529,2022-06-10,Routine,Pass,None,No
INSP_001544,SPSV_00646,2022-05-13,Routine,Pass,None,No
INSP_001545,SPSV_04289,2025-11-23,Follow-Up,Pass,None,No
INSP_001546,SPSV_00500,2025-03-07,Routine,Pass,None,No
INSP_001547,SPSV_04248,2024-12-28,Routine,Pass,None,No
INSP_001548,SPSV_00669,2023-07-30,Follow-Up,Pass,None,No
INSP_001549,SPSV_02317,2023-06-10,Routine,Pass,None,No
INSP_001550,SPSV_04671,2025-06-06,Follow-Up,Fail,Documentation,Yes
INSP_001551,SPSV_02039,2023-07-27,Routine,Pass,None,No
INSP_001552,SPSV_00317,2023-07-23,Follow-Up,Fail,Insurance,Yes
INSP_001553,SPSV_02648,2023-08-07,Routine,Fail,Documentation,Yes
INSP_001554,SPSV_00987,2024-02-15,Routine,Pass,None,No
INSP_001555,SPSV_04292,2025-04-01,Targeted,Pass,None,No
INSP_001556,SPSV_04474,2022-04-30,Routine,Pass,None,No
INSP_001557,SPSV_02166,2025-10-25,Targeted,Fail,Documentation,Yes
INSP_001558,SPSV_01938,2024-11-08,Routine,Pass,None,No
INSP_001559,SPSV_03871,2025-05-22,Routine,Pass,None,No
INSP_001560,SPSV_03767,2025-03-19,Targeted,Pass,None,No
INSP_001561,SPSV_04335,2025-02-21,Follow-Up,Pass,None,No
INSP_001562,SPSV_00382,2024-08-23,Follow-Up,Pass,None,No
INSP_001563,SPSV_02841,2024-03-05,Routine,Fail,Other,Yes
INSP_001564,SPSV_01656,2023-08-21,Targeted,Pass,None,No
INSP_001565,SPSV_00664,2023-05-28,Routine,Pass,None,No
INSP_001566,SPSV_00502,2022-02-06,Targeted,Pass,None,No
INSP_001567,SPSV_00620,2022-07-16,Targeted,Fail,Insurance,Yes
INSP_001568,SPSV_01920,2025-02-05,Targeted,Pass,None,No
INSP_001569,SPSV_03627,2022-02-14,Routine,Pass,None,No
INSP_001570,SPSV_00217,2024-05-18,Routine,Pass,None,No
INSP_001571,SPSV_03043,2024-08-05,Routine,Pass,None,No
INSP_001572,SPSV_02662,2023-09-07,Follow-Up,Fail,Safety,Yes
INSP_001573,SPSV_00330,2022-08-17,Routine,Pass,None,No
INSP_001574,SPSV_00936,2024-09-18,Follow-Up,Pass,None,No
INSP_001575,SPSV_01465,2025-11-20,Routine,Pass,None,No
INSP_001576,SPSV_00423,2023-08-22,Targeted,Fail,Safety,Yes
INSP_001577,SPSV_02654,2025-12-17,Routine,Pass,None,No
INSP_001578,SPSV_03346,2023-02-20,Routine,Pass,None,No
INSP_001579,SPSV_01182,2024-06-13,Complaint-Led,Pass,None,No
INSP_001580,SPSV_01691,2025-08-15,Targeted,Pass,None,No
INSP_001581,SPSV_04796,2023-01-08,Routine,Pass,None,No
INSP_001582,SPSV_03505,2022-04-20,Follow-Up,Pass,None,No
INSP_001583,SPSV_04209,2023-09-03,Routine,Pass,None,No
INSP_001584,SPSV_04638,2024-03-26,Targeted,Pass,None,No
INSP_001585,SPSV_00941,2024-05-06,Targeted,Pass,None,No
INSP_001586,SPSV_01781,2025-03-11,Routine,Pass,None,No
INSP_001587,SPSV_03510,2022-06-10,Routine,Pass,None,No
INSP_001588,SPSV_03472,2024-09-01,Routine,Pass,None,No
INSP_001589,SPSV_02001,2025-01-27,Routine,Pass,None,No
INSP_001590,SPSV_00018,2022-11-29,Targeted,Pass,None,No
INSP_001591,SPSV_00159,2023-01-18,Routine,Pass,None,No
INSP_001592,SPSV_01034,2022-05-25,Routine,Pass,None,No
INSP_001593,SPSV_04969,2022-07-02,Targeted,Pass,None,No
INSP_001594,SPSV_00565,2022-04-09,Routine,Pass,None,No
INSP_001595,SPSV_00699,2023-04-26,Routine,Pass,None,No
INSP_001596,SPSV_03127,2024-09-12,Routine,Pass,None,No
INSP_001597,SPSV_01769,2022-06-30,Targeted,Fail,Accessibility,No
INSP_001598,SPSV_03228,2024-10-29,Targeted,Pass,None,No
INSP_001599,SPSV_00890,2024-03-30,Follow-Up,Pass,None,No
INSP_001600,SPSV_00391,2025-12-15,Complaint-Led,Fail,Documentation,Yes
INSP_001601,SPSV_02810,2025-09-29,Routine,Pass,None,No
INSP_001602,SPSV_02173,2024-11-25,Routine,Fail,Safety,Yes
INSP_001603,SPSV_03700,2022-04-15,Routine,Pass,None,No
INSP_001604,SPSV_02267,2022-01-08,Follow-Up,Pass,None,No
INSP_001605,SPSV_04377,2024-10-22,Routine,Pass,None,No
INSP_001606,SPSV_02488,2025-02-20,Routine,Fail,Safety,Yes
INSP_001607,SPSV_03112,2022-09-20,Routine,Pass,None,No
INSP_001608,SPSV_02519,2023-10-23,Targeted,Pass,None,No
INSP_001609,SPSV_01400,2024-11-30,Routine,Pass,None,No
INSP_001610,SPSV_01215,2022-12-11,Routine,Pass,None,No
INSP_001611,SPSV_02482,2024-02-08,Routine,Pass,None,No
INSP_001612,SPSV_02059,2023-02-09,Complaint-Led,Pass,None,No
INSP_001613,SPSV_00415,2022-11-26,Targeted,Pass,None,No
INSP_001614,SPSV_03920,2023-05-03,Routine,Pass,None,No
INSP_001615,SPSV_04664,2023-08-14,Routine,Pass,None,No
INSP_001616,SPSV_02910,2022-12-18,Routine,Pass,None,No
INSP_001617,SPSV_02403,2023-05-06,Routine,Pass,None,No
INSP_001618,SPSV_01580,2022-08-03,Routine,Pass,None,No
INSP_001619,SPSV_01745,2025-06-10,Routine,Pass,None,No
INSP_001620,SPSV_00261,2023-03-02,Complaint-Led,Pass,None,No
INSP_001621,SPSV_04676,2023-05-24,Routine,Pass,None,No
INSP_001622,SPSV_00970,2024-01-27,Routine,Pass,None,No
INSP_001623,SPSV_00095,2025-10-18,Routine,Fail,Documentation,Yes
INSP_001624,SPSV_03793,2025-10-12,Routine,Pass,None,No
INSP_001625,SPSV_04082,2024-05-07,Routine,Pass,None,No
INSP_001626,SPSV_04422,2023-04-03,Routine,Pass,None,No
INSP_001627,SPSV_00875,2024-09-16,Routine,Pass,None,No
INSP_001628,SPSV_03508,2024-06-20,Routine,Pass,None,No
INSP_001629,SPSV_02719,2022-09-28,Complaint-Led,Fail,Other,Yes
INSP_001630,SPSV_04190,2023-05-04,Routine,Pass,None,No
INSP_001631,SPSV_00336,2022-01-14,Routine,Pass,None,No
INSP_001632,SPSV_01525,2022-12-01,Targeted,Fail,Documentation,Yes
INSP_001633,SPSV_00164,2025-12-18,Routine,Fail,Insurance,Yes
INSP_001634,SPSV_02942,2023-11-11,Complaint-Led,Pass,None,No
INSP_001635,SPSV_04464,2022-10-13,Complaint-Led,Fail,Safety,Yes
INSP_001636,SPSV_00319,2024-01-23,Follow-Up,Pass,None,No
INSP_001637,SPSV_01279,2024-03-27,Complaint-Led,Pass,None,No
INSP_001638,SPSV_01855,2024-08-01,Routine,Pass,None,No
INSP_001639,SPSV_01809,2025-02-24,Routine,Pass,None,No
INSP_001640,SPSV_02944,2024-08-03,Follow-Up,Fail,Documentation,Yes
INSP_001641,SPSV_01444,2024-09-28,Targeted,Fail,Documentation,Yes
INSP_001642,SPSV_03766,2022-05-27,Targeted,Fail,Insurance,No
INSP_001643,SPSV_00187,2022-02-12,Routine,Pass,None,No
INSP_001644,SPSV_00428,2023-10-09,Routine,Pass,None,No
INSP_001645,SPSV_01148,2024-10-02,Routine,Fail,Documentation,No
INSP_001646,SPSV_04121,2024-11-28,Routine,Fail,Documentation,No
INSP_001647,SPSV_01827,2023-10-15,Routine,Fail,Insurance,Yes
INSP_001648,SPSV_04573,2022-02-07,Routine,Pass,None,No
INSP_001649,SPSV_03759,2022-07-14,Routine,Pass,None,No
INSP_001650,SPSV_01681,2023-09-06,Routine,Pass,None,No
INSP_001651,SPSV_03808,2022-06-27,Follow-Up,Pass,None,No
INSP_001652,SPSV_00122,2022-09-20,Complaint-Led,Pass,None,No
INSP_001653,SPSV_03295,2023-04-24,Targeted,Pass,None,No
INSP_001654,SPSV_00983,2024-01-22,Routine,Pass,None,No
INSP_001655,SPSV_01254,2022-06-22,Targeted,Pass,None,No
INSP_001656,SPSV_00017,2025-06-01,Follow-Up,Pass,None,No
INSP_001657,SPSV_04098,2023-05-12,Routine,Pass,None,No
INSP_001658,SPSV_00267,2022-01-25,Routine,Pass,None,No
INSP_001659,SPSV_04019,2025-08-18,Routine,Pass,None,No
INSP_001660,SPSV_01873,2025-03-31,Routine,Pass,None,No
INSP_001661,SPSV_00251,2022-12-13,Routine,Pass,None,No
INSP_001662,SPSV_04373,2023-01-13,Routine,Pass,None,No
INSP_001663,SPSV_03607,2022-10-25,Routine,Pass,None,No
INSP_001664,SPSV_01850,2024-10-10,Routine,Pass,None,No
INSP_001665,SPSV_01721,2025-02-19,Follow-Up,Pass,None,No
INSP_001666,SPSV_02272,2024-05-02,Targeted,Pass,None,No
INSP_001667,SPSV_03623,2025-04-14,Targeted,Fail,Insurance,Yes
INSP_001668,SPSV_00941,2022-04-06,Routine,Pass,None,No
INSP_001669,SPSV_03485,2023-03-15,Targeted,Pass,None,No
INSP_001670,SPSV_00473,2023-12-07,Routine,Pass,None,No
INSP_001671,SPSV_00514,2024-06-06,Routine,Pass,None,No
INSP_001672,SPSV_02213,2022-08-02,Routine,Pass,None,No
INSP_001673,SPSV_00300,2022-11-27,Routine,Pass,None,No
INSP_001674,SPSV_02502,2025-07-15,Routine,Fail,Documentation,No
INSP_001675,SPSV_02687,2024-06-01,Routine,Pass,None,No
INSP_001676,SPSV_03903,2023-07-04,Complaint-Led,Pass,None,No
INSP_001677,SPSV_03962,2024-03-01,Follow-Up,Fail,Documentation,Yes
INSP_001678,SPSV_02529,2023-01-13,Routine,Pass,None,No
INSP_001679,SPSV_02123,2022-09-27,Routine,Pass,None,No
INSP_001680,SPSV_02357,2022-05-25,Routine,Fail,Insurance,Yes
INSP_001681,SPSV_04172,2024-02-02,Routine,Pass,None,No
INSP_001682,SPSV_04056,2025-01-24,Routine,Pass,None,No
INSP_001683,SPSV_02435,2024-12-17,Routine,Fail,Other,Yes
INSP_001684,SPSV_03347,2024-09-16,Routine,Pass,None,No
INSP_001685,SPSV_03005,2022-02-21,Follow-Up,Fail,Accessibility,Yes
INSP_001686,SPSV_02795,2025-09-10,Routine,Pass,None,No
INSP_001687,SPSV_03783,2023-06-12,Routine,Pass,None,No
INSP_001688,SPSV_04556,2023-11-20,Routine,Pass,None,No
INSP_001689,SPSV_01565,2025-12-01,Targeted,Pass,None,No
INSP_001690,SPSV_01864,2025-07-02,Targeted,Pass,None,No
INSP_001691,SPSV_01599,2025-11-27,Targeted,Pass,None,No
INSP_001692,SPSV_04757,2024-03-25,Routine,Fail,Safety,Yes
INSP_001693,SPSV_02317,2023-04-22,Targeted,Pass,None,No
INSP_001694,SPSV_03569,2022-10-25,Routine,Fail,Insurance,No
INSP_001695,SPSV_01220,2022-09-26,Routine,Pass,None,No
INSP_001696,SPSV_01880,2025-08-04,Targeted,Pass,None,No
INSP_001697,SPSV_03177,2022-06-22,Routine,Pass,None,No
INSP_001698,SPSV_01801,2022-04-14,Targeted,Pass,None,No
INSP_001699,SPSV_01099,2024-08-11,Routine,Pass,None,No
INSP_001700,SPSV_01121,2023-08-26,Complaint-Led,Pass,None,No
INSP_001701,SPSV_03723,2023-05-24,Routine,Pass,None,No
INSP_001702,SPSV_04124,2025-03-08,Follow-Up,Fail,Safety,Yes
INSP_001703,SPSV_03174,2023-01-25,Routine,Pass,None,No
INSP_001704,SPSV_02910,2025-04-09,Routine,Pass,None,No
INSP_001705,SPSV_04215,2024-12-13,Complaint-Led,Pass,None,No
INSP_001706,SPSV_01608,2024-06-22,Routine,Pass,None,No
INSP_001707,SPSV_03099,2023-08-09,Routine,Pass,None,No
INSP_001708,SPSV_00150,2022-05-25,Routine,Pass,None,No
INSP_001709,SPSV_00682,2023-07-03,Routine,Pass,None,No
INSP_001710,SPSV_03226,2024-06-06,Routine,Pass,None,No
INSP_001711,SPSV_00762,2022-10-30,Targeted,Pass,None,No
INSP_001712,SPSV_00183,2022-09-21,Routine,Pass,None,No
INSP_001713,SPSV_02231,2025-05-31,Routine,Pass,None,No
INSP_001714,SPSV_00173,2025-11-04,Routine,Pass,None,No
INSP_001715,SPSV_02590,2024-03-13,Routine,Pass,None,No
INSP_001716,SPSV_01858,2024-02-08,Targeted,Pass,None,No
INSP_001717,SPSV_00355,2023-08-05,Complaint-Led,Pass,None,No
INSP_001718,SPSV_02202,2023-01-24,Follow-Up,Fail,Accessibility,No
INSP_001719,SPSV_02433,2025-07-17,Complaint-Led,Pass,None,No
INSP_001720,SPSV_00733,2024-08-29,Routine,Pass,None,No
INSP_001721,SPSV_00920,2024-01-20,Routine,Pass,None,No
INSP_001722,SPSV_01335,2025-11-23,Targeted,Fail,Documentation,Yes
INSP_001723,SPSV_04650,2025-07-13,Routine,Pass,None,No
INSP_001724,SPSV_03141,2022-12-23,Routine,Pass,None,No
INSP_001725,SPSV_00361,2024-10-07,Follow-Up,Pass,None,No
INSP_001726,SPSV_00874,2025-12-04,Follow-Up,Pass,None,No
INSP_001727,SPSV_01087,2024-03-16,Routine,Pass,None,No
INSP_001728,SPSV_00718,2023-07-30,Routine,Pass,None,No
INSP_001729,SPSV_02543,2024-07-11,Targeted,Pass,None,No
INSP_001730,SPSV_04520,2024-08-24,Routine,Pass,None,No
INSP_001731,SPSV_04937,2023-11-06,Complaint-Led,Pass,None,No
INSP_001732,SPSV_00255,2024-06-28,Routine,Pass,None,No
INSP_001733,SPSV_03835,2024-02-05,Targeted,Fail,Safety,Yes
INSP_001734,SPSV_04357,2022-12-31,Targeted,Fail,Safety,Yes
INSP_001735,SPSV_00523,2022-02-06,Routine,Pass,None,No
INSP_001736,SPSV_02628,2023-03-29,Routine,Pass,None,No
INSP_001737,SPSV_00416,2025-10-18,Follow-Up,Pass,None,No
INSP_001738,SPSV_03077,2024-10-20,Routine,Fail,Accessibility,No
INSP_001739,SPSV_00918,2022-06-04,Routine,Pass,None,No
INSP_001740,SPSV_00206,2025-11-29,Routine,Pass,None,No
INSP_001741,SPSV_02130,2023-06-17,Targeted,Fail,Documentation,No
INSP_001742,SPSV_01091,2024-08-28,Routine,Pass,None,No
INSP_001743,SPSV_04853,2022-10-16,Targeted,Fail,Safety,Yes
INSP_001744,SPSV_00267,2024-06-30,Routine,Pass,None,No
INSP_001745,SPSV_04847,2025-12-09,Follow-Up,Pass,None,No
INSP_001746,SPSV_01767,2023-02-24,Routine,Pass,None,No
INSP_001747,SPSV_01764,2022-05-10,Routine,Pass,None,No
INSP_001748,SPSV_04571,2024-08-05,Follow-Up,Pass,None,No
INSP_001749,SPSV_01510,2024-09-04,Routine,Fail,Documentation,Yes
INSP_001750,SPSV_00153,2025-02-01,Follow-Up,Pass,None,No
INSP_001751,SPSV_00554,2023-04-29,Routine,Pass,None,No
INSP_001752,SPSV_04583,2024-07-07,Routine,Pass,None,No
INSP_001753,SPSV_02619,2025-05-26,Follow-Up,Pass,None,No
INSP_001754,SPSV_02677,2022-10-26,Targeted,Pass,None,No
INSP_001755,SPSV_03797,2024-07-17,Routine,Pass,None,No
INSP_001756,SPSV_03843,2024-09-27,Complaint-Led,Pass,None,No
INSP_001757,SPSV_01399,2024-04-23,Targeted,Pass,None,No
INSP_001758,SPSV_01772,2023-12-08,Routine,Pass,None,No
INSP_001759,SPSV_03429,2023-02-09,Routine,Pass,None,No
INSP_001760,SPSV_01057,2024-05-08,Complaint-Led,Pass,None,No
INSP_001761,SPSV_00838,2023-08-20,Routine,Pass,None,No
INSP_001762,SPSV_02613,2022-06-28,Complaint-Led,Pass,None,No
INSP_001763,SPSV_02733,2024-12-27,Routine,Pass,None,No
INSP_001764,SPSV_00967,2024-03-13,Routine,Pass,None,No
INSP_001765,SPSV_01522,2025-01-03,Routine,Pass,None,No
INSP_001766,SPSV_02771,2025-09-24,Routine,Fail,Other,Yes
INSP_001767,SPSV_03797,2023-03-04,Routine,Pass,None,No
INSP_001768,SPSV_01022,2025-06-08,Routine,Pass,None,No
INSP_001769,SPSV_03121,2025-11-18,Routine,Pass,None,No
INSP_001770,SPSV_03086,2025-07-22,Routine,Pass,None,No
INSP_001771,SPSV_03790,2024-07-24,Targeted,Pass,None,No
INSP_001772,SPSV_03266,2024-11-19,Complaint-Led,Pass,None,No
INSP_001773,SPSV_02841,2023-05-05,Routine,Pass,None,No
INSP_001774,SPSV_01961,2024-07-10,Routine,Pass,None,No
INSP_001775,SPSV_00247,2025-02-28,Routine,Pass,None,No
INSP_001776,SPSV_03647,2023-04-20,Routine,Pass,None,No
INSP_001777,SPSV_00432,2022-03-11,Targeted,Fail,Documentation,Yes
INSP_001778,SPSV_00567,2022-01-05,Follow-Up,,Documentation,No
INSP_001779,SPSV_00481,2023-04-06,Follow-Up,Pass,None,No
INSP_001780,SPSV_04354,2024-01-28,Routine,Fail,Safety,Yes
INSP_001781,SPSV_00535,2024-07-03,Targeted,Fail,Other,Yes
INSP_001782,SPSV_04272,2025-10-31,Routine,Fail,Safety,No
INSP_001783,SPSV_00469,2024-07-04,Routine,Pass,none,No
INSP_001784,SPSV_03959,2022-06-25,Complaint-Led,Fail,Safety,Yes
INSP_001785,SPSV_02575,2025-07-11,Routine,Pass,None,No
INSP_001786,SPSV_04915,2025-06-09,Targeted,Pass,None,No
INSP_001787,SPSV_04248,2024-05-16,Routine,Pass,None,No
INSP_001788,SPSV_04920,2022-04-07,Follow-Up,Pass,None,No
INSP_001789,SPSV_02329,2025-10-21,Routine,Pass,None,No
INSP_001790,SPSV_01622,2023-06-22,Routine,Pass,None,No
INSP_001791,SPSV_02996,2022-11-01,Routine,Pass,None,No
INSP_001792,SPSV_01971,2022-11-24,Routine,Pass,None,No
INSP_001793,SPSV_00431,2023-03-02,Targeted,Pass,None,No
INSP_001794,SPSV_04094,2025-03-07,Routine,Pass,None,No
INSP_001795,SPSV_03664,2025-01-14,Targeted,Pass,None,No
INSP_001796,SPSV_04416,2025-02-16,Targeted,Pass,None,No
INSP_001797,SPSV_03243,2025-09-23,Routine,Fail,Documentation,Yes
INSP_001798,SPSV_02119,2022-05-10,Follow-Up,Pass,None,No
INSP_001799,SPSV_01112,2022-06-23,Complaint-Led,Pass,None,No
INSP_001800,SPSV_04066,2025-01-02,Routine,Pass,None,No
INSP_001801,SPSV_04153,2023-11-19,Routine,Pass,None,No
INSP_001802,SPSV_02215,2024-04-17,Routine,Fail,Insurance,Yes
INSP_001803,SPSV_04727,2023-12-17,Routine,Pass,None,No
INSP_001804,SPSV_00797,2023-10-02,Follow-Up,Pass,None,No
INSP_001805,SPSV_03308,2023-06-12,Routine,Fail,Insurance,Yes
INSP_001806,SPSV_02970,2024-12-23,Routine,Pass,None,No
INSP_001807,SPSV_01422,2022-05-11,Routine,Pass,None,No
INSP_001808,SPSV_04628,2023-08-20,Follow-Up,Pass,None,No
INSP_001809,SPSV_04103,2022-06-26,Targeted,Pass,None,No
INSP_001810,SPSV_01746,2022-06-01,Routine,Pass,None,No
INSP_001811,SPSV_04075,2023-10-02,Routine,Pass,None,No
INSP_001812,SPSV_02506,2024-06-03,Targeted,Fail,Accessibility,No
INSP_001813,SPSV_00238,2024-05-02,Routine,Pass,None,No
INSP_001814,SPSV_02499,2025-01-03,Follow-Up,Pass,None,No
INSP_001815,SPSV_04588,2025-03-03,Follow-Up,Pass,None,No
INSP_001816,SPSV_00449,2022-01-11,Routine,Pass,None,No
INSP_001817,SPSV_03230,2024-09-21,Routine,Pass,None,No
INSP_001818,SPSV_01005,2023-05-28,Routine,Pass,None,No
INSP_001819,SPSV_00639,2022-09-03,Follow-Up,Pass,None,No
INSP_001820,SPSV_02251,2022-09-27,Complaint-Led,Pass,None,No
INSP_001821,SPSV_02630,2023-01-31,Routine,Fail,Insurance,Yes
INSP_001822,SPSV_02908,2024-08-14,Routine,Pass,None,No
INSP_001823,SPSV_04216,2025-11-08,Follow-Up,Fail,Safety,Yes
INSP_001824,SPSV_04761,2024-03-09,Complaint-Led,Pass,None,No
INSP_001825,SPSV_01559,2024-05-16,Routine,Fail,Insurance,Yes
INSP_001826,SPSV_02672,2022-10-23,Routine,Pass,None,No
INSP_001827,SPSV_02961,2025-10-24,Routine,Pass,None,No
INSP_001828,SPSV_02228,2024-04-28,Routine,Pass,None,No
INSP_001829,SPSV_04727,2025-09-09,Follow-Up,,None,No
INSP_001830,SPSV_04738,2022-11-19,Routine,Pass,None,No
INSP_001831,SPSV_00953,2025-11-23,Follow-Up,Pass,None,No
INSP_001832,SPSV_01536,2023-06-26,Routine,Pass,None,No
INSP_001833,SPSV_00493,2023-09-24,Complaint-Led,Pass,None,No
INSP_001834,SPSV_01617,2024-11-30,Routine,Pass,None,No
INSP_001835,SPSV_02991,2024-07-25,Routine,Pass,None,No
INSP_001836,SPSV_03399,2024-10-11,Targeted,Pass,None,No
INSP_001837,SPSV_02445,2023-03-02,Routine,Pass,None,No
INSP_001838,SPSV_03584,2025-03-17,Routine,Pass,None,No
INSP_001839,SPSV_00790,2023-07-11,Routine,Pass,None,No
INSP_001840,SPSV_01130,2024-01-18,Follow-Up,Pass,None,No
