Complaint_ID,Licence_ID,Complaint_Type,Date_Received,Resolved,Days_To_Resolution,Escalated
CMP_001806,SPSV_03460,Vehicle Safety,2024-10-30,No,,No
CMP_001807,SPSV_01299,Vehicle Safety,2024-04-18,No,,No
CMP_001808,SPSV_00909,Other,2023-09-02,Yes,23.0,No
CMP_001809,SPSV_00728,Conduct,2025-12-21,Yes,13.0,No
CMP_001810,SPSV_01866,Overcharging,2024-03-16,No,,No
CMP_001811,SPSV_04989,Vehicle Safety,2022-10-30,Yes,38.0,No
CMP_001812,SPSV_04672,Other,2025-07-15,No,,Yes
CMP_001813,SPSV_00647,Vehicle Safety,2025-06-21,Yes,10.0,No
CMP_001814,SPSV_00956,Vehicle Safety,2022-04-15,Yes,12.0,No
CMP_001815,SPSV_00474,No Show,2022-09-17,Yes,15.0,No
CMP_001816,SPSV_00544,Other,2022-11-30,No,,No
CMP_001817,SPSV_03648,Conduct,2025-10-16,No,,No
CMP_001818,SPSV_00823,Refusal of Hire,2024-04-12,Yes,19.0,No
CMP_001819,SPSV_01354,No Show,2023-01-19,No,,Yes
CMP_001820,SPSV_04761,Overcharging,2023-04-23,No,,No
CMP_001821,SPSV_01744,No Show,2022-11-16,Yes,5.0,No
CMP_001822,SPSV_00121,Conduct,2022-08-31,Yes,21.0,No
CMP_001823,SPSV_01186,Overcharging,2025-02-16,Yes,10.0,No
CMP_001824,SPSV_03050,Other,2022-10-06,Yes,18.0,No
CMP_001825,SPSV_03561,Vehicle Safety,2023-01-04,Yes,22.0,No
CMP_001826,SPSV_02313,No Show,2024-04-13,Yes,9.0,No
CMP_001827,SPSV_01292,Conduct,2022-02-08,Yes,17.0,No
CMP_001828,SPSV_04899,Refusal of Hire,2023-05-30,No,,No
CMP_001829,SPSV_02554,Conduct,2025-06-15,No,,No
CMP_001830,SPSV_01834,No Show,2024-02-22,No,,No
CMP_001831,SPSV_02748,Overcharging,2022-09-13,Yes,32.0,No
CMP_001832,SPSV_01680,Refusal of Hire,2024-10-03,Yes,47.0,No
CMP_001833,SPSV_02786,Conduct,2025-05-04,Yes,19.0,No
CMP_001834,SPSV_00445,Overcharging,2025-03-16,Yes,21.0,No
CMP_001835,SPSV_01881,Overcharging,2025-09-04,Yes,12.0,No
CMP_001836,SPSV_02865,Accessibility,2025-05-18,Yes,19.0,No
CMP_001837,SPSV_03907,Conduct,2022-08-17,Yes,21.0,No
CMP_001838,SPSV_00756,Overcharging,2023-04-12,Yes,17.0,No
CMP_001839,SPSV_00659,Conduct,2023-06-14,No,,No
CMP_001840,SPSV_01042,Refusal of Hire,2023-05-27,Yes,11.0,No
CMP_001841,SPSV_01822,No Show,2024-09-04,No,,No
CMP_001842,SPSV_04692,Other,2023-10-06,Yes,11.0,No
CMP_001843,SPSV_03193,Vehicle Safety,2025-07-09,No,,No
CMP_001844,SPSV_02223,Vehicle Safety,2025-06-19,Yes,9.0,No
CMP_001845,SPSV_00916,Accessibility,2024-02-05,Yes,2.0,No
CMP_001846,SPSV_00401,Vehicle Safety,2022-12-05,Yes,11.0,No
CMP_001847,SPSV_01855,Vehicle Safety,2025-06-23,Yes,8.0,No
CMP_001848,SPSV_00212,Other,2025-09-30,No,,No
CMP_001849,SPSV_04772,Conduct,2022-01-26,Yes,19.0,No
CMP_001850,SPSV_04901,Refusal of Hire,2022-04-14,Yes,33.0,No
CMP_001851,SPSV_00167,Other,2023-06-07,Yes,35.0,No
CMP_001852,SPSV_04195,Accessibility,2025-10-22,No,,No
CMP_001853,SPSV_04665,Overcharging,2023-11-28,Yes,36.0,No
CMP_001854,SPSV_00002,Accessibility,2025-03-16,Yes,34.0,No
CMP_001855,SPSV_01426,No Show,2022-07-12,No,,No
CMP_001856,SPSV_00948,Other,2025-01-21,Yes,10.0,No
CMP_001857,SPSV_02121,Vehicle Safety,2022-07-17,Yes,18.0,No
CMP_001858,SPSV_00899,Overcharging,2025-10-09,No,,No
CMP_001859,SPSV_03631,Overcharging,2024-05-29,Yes,10.0,No
CMP_001860,SPSV_02710,Vehicle Safety,2025-03-23,Yes,18.0,No
CMP_001861,SPSV_04460,Other,2025-04-06,Yes,16.0,No
CMP_001862,SPSV_00986,No Show,2023-11-18,No,,No
CMP_001863,SPSV_01036,Vehicle Safety,2023-11-03,Yes,11.0,No
CMP_001864,SPSV_01395,Vehicle Safety,2023-09-21,Yes,9.0,Yes
CMP_001865,SPSV_00774,Overcharging,2023-05-04,Yes,20.0,No
CMP_001866,SPSV_00092,Other,2023-04-06,Yes,23.0,No
CMP_001867,SPSV_01292,Refusal of Hire,2024-12-24,Yes,13.0,No
CMP_001868,SPSV_00038,Conduct,2024-10-11,No,,No
CMP_001869,SPSV_04948,Overcharging,2024-12-13,No,,Yes
CMP_001870,SPSV_04900,Conduct,2024-05-23,Yes,10.0,No
CMP_001871,SPSV_04302,Other,2023-05-21,Yes,12.0,No
CMP_001872,SPSV_04003,Conduct,2022-10-27,No,,No
CMP_001873,SPSV_01487,Refusal of Hire,2023-01-19,Yes,21.0,No
CMP_001874,SPSV_03295,Other,2022-11-15,Yes,21.0,No
CMP_001875,SPSV_01538,Refusal of Hire,2023-06-06,Yes,6.0,No
CMP_001876,SPSV_00353,No Show,2025-11-12,Yes,31.0,No
CMP_001877,SPSV_01416,Vehicle Safety,2025-08-05,Yes,14.0,No
CMP_001878,SPSV_02055,Conduct,2023-11-08,Yes,10.0,No
CMP_001879,SPSV_04345,Accessibility,2022-11-04,Yes,40.0,No
CMP_001880,SPSV_03071,Accessibility,2023-01-10,Yes,26.0,No
CMP_001881,SPSV_01784,No Show,2023-09-20,Yes,14.0,No
CMP_001882,SPSV_04657,Overcharging,2025-03-01,No,,No
CMP_001883,SPSV_03617,Refusal of Hire,2022-06-20,Yes,20.0,No
CMP_001884,SPSV_04372,Conduct,2025-03-13,No,,No
CMP_001885,SPSV_02432,Overcharging,2024-03-04,Yes,17.0,No
CMP_001886,SPSV_03383,Conduct,2023-04-28,No,,No
CMP_001887,SPSV_01621,Conduct,2024-09-09,Yes,10.0,No
CMP_001888,SPSV_03752,Other,2024-03-22,Yes,10.0,No
CMP_001889,SPSV_04828,Vehicle Safety,2023-12-31,Yes,7.0,No
CMP_001890,SPSV_03518,Other,2022-09-30,No,,Yes
CMP_001891,SPSV_00065,Conduct,2025-11-02,Yes,11.0,No
CMP_001892,SPSV_04331,Vehicle Safety,2024-07-13,Yes,30.0,No
CMP_001893,SPSV_03997,Refusal of Hire,2023-10-27,Yes,12.0,No
CMP_001894,SPSV_04571,Vehicle Safety,2023-12-14,No,,Yes
CMP_001895,SPSV_01858,Accessibility,2024-05-20,Yes,24.0,No
CMP_001896,SPSV_01352,Conduct,2023-06-17,Yes,8.0,No
CMP_001897,SPSV_02464,Overcharging,2023-03-16,Yes,25.0,No
CMP_001898,SPSV_03975,Vehicle Safety,2025-10-02,yes,12.0,No
CMP_001899,SPSV_02752,Conduct,2022-07-04,No,,No
CMP_001900,SPSV_01899,Other,2022-04-25,No,,No
CMP_001901,SPSV_00761,Vehicle Safety,2025-07-09,No,,No
CMP_001902,SPSV_03670,Accessibility,2023-01-09,No,,Yes
CMP_001903,SPSV_03237,Conduct,2025-10-26,Yes,8.0,No
CMP_001904,SPSV_03611,Overcharging,2024-11-08,Yes,27.0,No
CMP_001905,SPSV_04522,Overcharging,2022-06-22,Yes,44.0,No
CMP_001906,SPSV_03410,Vehicle Safety,2024-07-27,Yes,16.0,No
CMP_001907,SPSV_03926,Refusal of Hire,2022-12-18,Yes,12.0,No
CMP_001908,SPSV_03202,Vehicle Safety,2025-09-29,Yes,10.0,No
CMP_001909,SPSV_04792,Vehicle Safety,2023-11-20,No,,Yes
CMP_001910,SPSV_04152,Accessibility,2024-11-21,Yes,11.0,No
CMP_001911,SPSV_00674,Conduct,2023-04-19,Yes,11.0,No
CMP_001912,SPSV_01020,Refusal of Hire,2023-12-11,Yes,13.0,No
CMP_001913,SPSV_04429,Other,2024-01-24,Yes,20.0,No
CMP_001914,SPSV_02786,No Show,2022-08-17,No,,No
CMP_001915,SPSV_00251,Other,2022-11-20,Yes,6.0,No
CMP_001916,SPSV_03737,Refusal of Hire,2022-11-27,Yes,13.0,No
CMP_001917,SPSV_01077,Conduct,2022-05-25,Yes,11.0,No
CMP_001918,SPSV_02627,Overcharging,2024-10-19,No,,Yes
CMP_001919,SPSV_02098,Refusal of Hire,2024-08-31,Yes,17.0,No
CMP_001920,SPSV_02691,No Show,2025-03-07,Yes,15.0,No
CMP_001921,SPSV_00697,Overcharging,2025-12-04,Yes,30.0,No
CMP_001922,SPSV_03612,Conduct,2025-01-14,Yes,13.0,No
CMP_001923,SPSV_02439,Overcharging,2025-12-02,Yes,15.0,No
CMP_001924,SPSV_03934,Accessibility,2022-12-31,No,,Yes
CMP_001925,SPSV_00082,No Show,2025-01-06,Yes,10.0,No
CMP_001926,SPSV_04450,Overcharging,2024-06-16,Yes,19.0,No
CMP_001927,SPSV_04768,Conduct,2022-08-17,Yes,25.0,No
CMP_001928,SPSV_01750,Refusal of Hire,2023-02-03,Yes,17.0,No
CMP_001929,SPSV_01065,Vehicle Safety,2024-10-27,Yes,12.0,No
CMP_001930,SPSV_01766,Conduct,2024-12-27,No,,No
CMP_001931,SPSV_00799,No Show,2024-10-17,No,,No
CMP_001932,SPSV_00915,Accessibility,2023-01-29,Yes,6.0,No
CMP_001933,SPSV_00150,Vehicle Safety,2025-05-05,Yes,14.0,No
CMP_001934,SPSV_02108,Refusal of Hire,2025-11-25,No,,Yes
CMP_001935,SPSV_02544,Refusal of Hire,2022-11-18,Yes,18.0,No
CMP_001936,SPSV_04387,Conduct,2023-11-26,No,,No
CMP_001937,SPSV_04128,Other,2022-08-25,No,,No
CMP_001938,SPSV_04616,Vehicle Safety,2025-11-12,No,,Yes
CMP_001939,SPSV_03632,Other,2022-06-22,No,,No
CMP_001940,SPSV_00275,Other,2024-06-12,Yes,37.0,No
CMP_001941,SPSV_04469,Accessibility,2022-06-17,Yes,27.0,No
CMP_001942,SPSV_00043,Vehicle Safety,2024-12-30,Yes,40.0,No
CMP_001943,SPSV_00127,Other,2022-01-11,Yes,11.0,No
CMP_001944,SPSV_01370,Conduct,2022-12-28,Yes,12.0,Yes
CMP_001945,SPSV_04885,Overcharging,2025-08-17,No,,Yes
CMP_001946,SPSV_00549,Overcharging,2022-07-14,Yes,3.0,No
CMP_001947,SPSV_02329,Vehicle Safety,2025-11-16,No,,No
CMP_001948,SPSV_03902,Conduct,2025-11-18,No,,No
CMP_001949,SPSV_03586,Conduct,2022-07-10,Yes,12.0,No
CMP_001950,SPSV_03783,Vehicle Safety,2025-11-11,Yes,20.0,No
CMP_001951,SPSV_01196,Accessibility,2022-04-20,Yes,4.0,No
CMP_001952,SPSV_01611,No Show,2025-11-14,No,,Yes
CMP_001953,SPSV_02381,Other,2025-06-28,Yes,39.0,Yes
CMP_001954,SPSV_00014,Vehicle Safety,2024-03-01,No,,No
CMP_001955,SPSV_04918,Accessibility,2022-10-13,Yes,12.0,No
CMP_001956,SPSV_03983,No Show,2025-04-08,Yes,11.0,No
CMP_001957,SPSV_04401,No Show,2025-05-16,Yes,5.0,No
CMP_001958,SPSV_01475,Conduct,2025-05-24,Yes,8.0,No
CMP_001959,SPSV_03808,Other,2024-04-30,Yes,4.0,No
CMP_001960,SPSV_01696,Accessibility,2023-07-28,Yes,14.0,No
CMP_001961,SPSV_04223,Conduct,2025-04-16,No,,Yes
CMP_001962,SPSV_04255,Other,2025-07-15,No,,Yes
CMP_001963,SPSV_01756,Other,2023-05-10,Yes,11.0,No
CMP_001964,SPSV_00369,Overcharging,2024-05-14,No,,No
CMP_001965,SPSV_01731,Refusal of Hire,2023-04-21,Yes,11.0,Yes
CMP_001966,SPSV_02427,Conduct,2023-01-16,Yes,14.0,No
CMP_001967,SPSV_02322,Overcharging,2023-12-15,No,,No
CMP_001968,SPSV_02440,Other,2022-03-26,No,,Yes
CMP_001969,SPSV_03575,Refusal of Hire,2023-11-19,Yes,13.0,No
CMP_001970,SPSV_03496,Refusal of Hire,2024-02-29,Yes,44.0,No
CMP_001971,SPSV_01396,Vehicle Safety,2023-03-08,Yes,5.0,No
CMP_001972,SPSV_00393,Refusal of Hire,2023-09-01,No,,Yes
CMP_001973,SPSV_01107,Refusal of Hire,2025-09-19,No,,No
CMP_001974,SPSV_00244,Overcharging,2025-07-16,Yes,NA,No
CMP_001975,SPSV_04851,Refusal of Hire,2025-11-07,No,,Yes
CMP_001976,SPSV_02267,Vehicle Safety,2025-04-25,Yes,48.0,No
CMP_001977,SPSV_00029,Conduct,2025-12-09,Yes,27.0,No
CMP_001978,SPSV_01415,Accessibility,2025-10-17,No,,No
CMP_001979,SPSV_00527,Overcharging,2025-06-27,Yes,14.0,No
CMP_001980,SPSV_04590,Conduct,2024-07-27,No,,No
CMP_001981,SPSV_00099,Vehicle Safety,2022-07-08,Yes,21.0,No
CMP_001982,SPSV_02635,Other,2022-09-11,Yes,14.0,No
CMP_001983,SPSV_01027,Overcharging,2022-10-07,Yes,12.0,No
CMP_001984,SPSV_03246,Other,2022-10-26,Yes,72.0,No
CMP_001985,SPSV_01936,Vehicle Safety,2024-08-23,Yes,54.0,No
CMP_001986,SPSV_02301,Vehicle Safety,2022-11-28,No,,No
CMP_001987,SPSV_03688,Refusal of Hire,2023-12-28,No,,No
CMP_001988,SPSV_00632,Overcharging,2024-04-28,Yes,39.0,No
CMP_001989,SPSV_00799,Overcharging,2022-04-21,Yes,14.0,No
CMP_001990,SPSV_03522,Other,2022-01-30,Yes,8.0,No
CMP_001991,SPSV_04985,Conduct,2025-02-09,Yes,14.0,No
CMP_001992,SPSV_02151,Conduct,2022-01-12,Yes,21.0,No
CMP_001993,SPSV_03259,No Show,2025-08-08,Yes,5.0,No
CMP_001994,SPSV_03158,Vehicle Safety,2024-01-01,Yes,49.0,No
CMP_001995,SPSV_01117,Accessibility,2022-01-04,Yes,21.0,No
CMP_001996,SPSV_00473,Vehicle Safety,2022-05-17,Yes,6.0,No
CMP_001997,SPSV_01462,Vehicle Safety,2023-06-24,Yes,26.0,No
CMP_001998,SPSV_02166,Refusal of Hire,2023-08-26,Yes,14.0,No
CMP_001999,SPSV_02095,Vehicle Safety,2022-06-26,Yes,27.0,No
CMP_002000,SPSV_01965,Conduct,2022-05-24,Yes,15.0,No
CMP_002001,SPSV_01136,Conduct,2023-02-18,Yes,45.0,No
CMP_002002,SPSV_01980,Overcharging,2025-01-13,Yes,13.0,No
CMP_002003,SPSV_02241,Other,2022-12-01,Yes,40.0,No
CMP_002004,SPSV_04482,No Show,2022-06-19,Yes,11.0,No
CMP_002005,SPSV_01686,Accessibility,2022-09-01,Yes,14.0,No
CMP_002006,SPSV_04912,Vehicle Safety,2025-02-19,Yes,16.0,No
CMP_002007,SPSV_04631,Other,2022-02-22,No,,Yes
CMP_002008,SPSV_04948,Conduct,2023-06-10,Yes,6.0,No
CMP_002009,SPSV_02019,Accessibility,2024-03-17,Yes,8.0,No
CMP_002010,SPSV_03127,Vehicle Safety,2022-05-31,Yes,4.0,No
CMP_002011,SPSV_01344,Vehicle Safety,2025-01-21,Yes,8.0,No
CMP_002012,SPSV_01143,Overcharging,2023-08-25,Yes,8.0,No
CMP_002013,SPSV_02408,Refusal of Hire,2023-06-05,Yes,15.0,No
CMP_002014,SPSV_01403,Vehicle Safety,2023-10-16,Yes,15.0,No
CMP_002015,SPSV_00739,Vehicle Safety,2025-03-03,Yes,29.0,No
CMP_002016,SPSV_02100,Overcharging,2024-11-08,Yes,28.0,No
CMP_002017,SPSV_03440,Vehicle Safety,2023-07-10,Yes,22.0,No
CMP_002018,SPSV_01714,Vehicle Safety,2022-06-18,Yes,28.0,No
CMP_002019,SPSV_00360,Conduct,2023-11-25,Yes,23.0,No
CMP_002020,SPSV_01270,Refusal of Hire,2024-08-05,No,,Yes
CMP_002021,SPSV_01682,Accessibility,2023-03-30,No,,No
CMP_002022,SPSV_00797,Other,2024-04-16,No,,No
CMP_002023,SPSV_04093,Vehicle Safety,2023-03-08,Yes,15.0,No
CMP_002024,SPSV_02841,Refusal of Hire,2025-04-11,Yes,20.0,No
CMP_002025,SPSV_00283,No Show,2024-08-11,Yes,4.0,No
CMP_002026,SPSV_04344,No Show,2022-09-02,No,,No
CMP_002027,SPSV_03047,No Show,2023-05-22,Yes,31.0,No
CMP_002028,SPSV_00927,Conduct,2022-02-17,Yes,20.0,No
CMP_002029,SPSV_03607,Accessibility,2023-05-15,Yes,9.0,No
CMP_002030,SPSV_04329,Other,2025-05-29,No,,Yes
CMP_002031,SPSV_04247,Other,2022-10-22,No,,No
CMP_002032,SPSV_02807,Other,2023-10-13,Yes,25.0,No
CMP_002033,SPSV_00383,Refusal of Hire,2025-01-14,Yes,37.0,No
CMP_002034,SPSV_04425,Overcharging,2022-10-30,No,,Yes
CMP_002035,SPSV_00251,Vehicle Safety,2025-12-13,Yes,19.0,No
CMP_002036,SPSV_03384,Conduct,2022-01-21,Yes,7.0,No
CMP_002037,SPSV_00807,Conduct,2024-08-20,Yes,28.0,No
CMP_002038,SPSV_03945,Accessibility,2022-11-01,No,,Yes
CMP_002039,SPSV_02900,Conduct,2023-09-21,Yes,34.0,No
CMP_002040,SPSV_00920,Vehicle Safety,2022-04-19,Yes,18.0,No
CMP_002041,SPSV_02128,Accessibility,2023-02-16,Yes,9.0,No
CMP_002042,SPSV_04864,Other,2024-04-11,Yes,7.0,Yes
CMP_002043,SPSV_04192,Overcharging,2025-09-11,No,,No
CMP_002044,SPSV_03324,Conduct,2024-09-01,No,,No
CMP_002045,SPSV_04848,Overcharging,2025-12-08,Yes,15.0,No
CMP_002046,SPSV_03128,Other,2024-02-07,No,,No
CMP_002047,SPSV_01257,Overcharging,2024-04-21,No,,No
CMP_002048,SPSV_03185,No Show,2022-11-18,Yes,44.0,No
CMP_002049,SPSV_03560,No Show,2023-05-30,yes,19.0,No
CMP_002050,SPSV_03249,Overcharging,2022-10-07,No,,Yes
CMP_002051,SPSV_04945,No Show,2025-09-27,Yes,20.0,No
CMP_002052,SPSV_01082,Vehicle Safety,2024-01-12,Yes,6.0,No
CMP_002053,SPSV_00682,Other,2025-06-29,No,,No
CMP_002054,SPSV_03719,Accessibility,2023-08-31,Yes,11.0,No
CMP_002055,SPSV_00311,No Show,2025-04-18,No,,Yes
CMP_002056,SPSV_04436,Accessibility,2022-07-17,Yes,25.0,No
CMP_002057,SPSV_03860,No Show,2025-01-29,Yes,27.0,No
CMP_002058,SPSV_01479,Refusal of Hire,2023-10-18,Yes,13.0,No
CMP_002059,SPSV_04830,Conduct,2022-01-15,No,,Yes
CMP_002060,SPSV_00483,Accessibility,2024-12-14,No,,Yes
CMP_002061,SPSV_01501,Conduct,2022-06-17,Yes,34.0,No
CMP_002062,SPSV_04811,Overcharging,2025-07-01,Yes,29.0,No
CMP_002063,SPSV_04801,Accessibility,2022-12-08,Yes,22.0,No
CMP_002064,SPSV_04172,Conduct,2022-01-31,No,,No
CMP_002065,SPSV_02304,No Show,2024-11-27,No,,Yes
CMP_002066,SPSV_04503,Refusal of Hire,2022-09-07,Yes,24.0,No
CMP_002067,SPSV_02819,Overcharging,2025-04-23,Yes,29.0,No
CMP_002068,SPSV_01893,Overcharging,2022-01-02,Yes,22.0,No
CMP_002069,SPSV_03639,Other,2024-07-17,No,,Yes
CMP_002070,SPSV_02802,Other,2025-10-27,Yes,9.0,No
CMP_002071,SPSV_03492,No Show,2025-08-19,No,,No
CMP_002072,SPSV_02122,Conduct,2024-04-30,Yes,27.0,No
CMP_002073,SPSV_04729,Conduct,2022-01-09,Yes,5.0,No
CMP_002074,SPSV_01588,Conduct,2025-01-21,Yes,63.0,No
CMP_002075,SPSV_04547,Conduct,2024-06-27,No,,Yes
CMP_002076,SPSV_00643,Refusal of Hire,2022-01-26,Yes,17.0,No
CMP_002077,SPSV_01211,Vehicle Safety,2024-11-14,Yes,11.0,No
CMP_002078,SPSV_01556,Vehicle Safety,2022-08-13,Yes,24.0,No
CMP_002079,SPSV_00444,Vehicle Safety,2022-06-28,No,,No
CMP_002080,SPSV_04420,Conduct,2025-12-12,Yes,13.0,No
CMP_002081,SPSV_00083,No Show,2023-01-14,No,,Yes
CMP_002082,SPSV_01635,Refusal of Hire,2023-06-05,No,,No
CMP_002083,SPSV_00520,No Show,2024-02-18,No,,No
CMP_002084,SPSV_00821,Conduct,2025-07-12,Yes,26.0,No
CMP_002085,SPSV_04847,Overcharging,2024-11-04,Yes,12.0,No
CMP_002086,SPSV_04658,Vehicle Safety,2023-08-05,Yes,4.0,No
CMP_002087,SPSV_04696,No Show,2022-04-07,Yes,16.0,No
CMP_002088,SPSV_01473,Refusal of Hire,2024-08-12,Yes,22.0,No
CMP_002089,SPSV_02153,Overcharging,2022-05-26,No,,No
CMP_002090,SPSV_04346,Overcharging,2025-09-15,No,,Yes
CMP_002091,SPSV_04770,Overcharging,2024-05-31,Yes,15.0,No
CMP_002092,SPSV_03071,Overcharging,2022-12-06,Yes,11.0,No
CMP_002093,SPSV_02018,Other,2023-03-31,Yes,26.0,No
CMP_002094,SPSV_03357,Vehicle Safety,2025-03-04,Yes,42.0,Yes
CMP_002095,SPSV_01325,Refusal of Hire,2022-01-19,Yes,43.0,No
CMP_002096,SPSV_01414,Overcharging,2022-11-21,Yes,5.0,No
CMP_002097,SPSV_04539,Accessibility,2022-01-29,Yes,19.0,No
CMP_002098,SPSV_04580,Conduct,2025-11-09,Yes,17.0,No
CMP_002099,SPSV_01019,Other,2023-02-05,No,,Yes
CMP_002100,SPSV_02373,Vehicle Safety,2022-07-24,Yes,7.0,No
CMP_002101,SPSV_02997,Conduct,2024-10-31,Yes,13.0,No
CMP_002102,SPSV_00200,Accessibility,2024-06-09,No,,Yes
CMP_002103,SPSV_00338,Accessibility,2025-09-26,Yes,19.0,No
CMP_002104,SPSV_00392,Vehicle Safety,2025-06-19,Yes,12.0,No
CMP_002105,SPSV_01200,Other,2025-08-31,Yes,16.0,No
CMP_002106,SPSV_04636,Other,2023-08-07,Yes,11.0,No
CMP_002107,SPSV_04048,Overcharging,2023-12-09,Yes,5.0,No
CMP_002108,SPSV_00303,Overcharging,2024-10-20,Yes,5.0,Yes
CMP_002109,SPSV_03753,Other,2023-10-24,Yes,29.0,No
CMP_002110,SPSV_00189,Accessibility,2025-09-20,No,,Yes
CMP_002111,SPSV_02823,Conduct,2022-02-03,Yes,17.0,No
CMP_002112,SPSV_04897,Overcharging,2023-09-08,Yes,13.0,No
CMP_002113,SPSV_03294,Refusal of Hire,2025-02-22,No,,No
CMP_002114,SPSV_02581,Other,2024-09-05,Yes,17.0,No
CMP_002115,SPSV_00856,No Show,2025-03-31,Yes,35.0,No
CMP_002116,SPSV_03964,Conduct,2025-11-19,Yes,17.0,No
CMP_002117,SPSV_03472,Other,2023-03-01,Yes,27.0,No
CMP_002118,SPSV_00302,Overcharging,2022-10-17,Yes,14.0,No
CMP_002119,SPSV_03075,No Show,2022-06-14,Yes,9.0,No
CMP_002120,SPSV_00276,Other,2025-04-16,Yes,11.0,No
CMP_002121,SPSV_04647,Other,2022-03-06,Yes,5.0,No
CMP_002122,SPSV_00961,Overcharging,2022-10-29,Yes,10.0,No
CMP_002123,SPSV_04020,Other,2023-06-20,Yes,16.0,No
CMP_002124,SPSV_02380,Conduct,2024-01-30,No,,No
CMP_002125,SPSV_04808,Refusal of Hire,2023-12-08,Yes,10.0,No
CMP_002126,SPSV_04704,Overcharging,2024-09-27,Yes,22.0,No
CMP_002127,SPSV_00191,Other,2022-04-24,Yes,4.0,No
CMP_002128,SPSV_04255,Conduct,2024-08-03,Yes,11.0,No
CMP_002129,SPSV_04112,Refusal of Hire,2023-02-16,No,,No
CMP_002130,SPSV_03552,Other,2024-08-23,Yes,10.0,No
CMP_002131,SPSV_04752,Other,2025-07-15,Yes,34.0,No
CMP_002132,SPSV_00763,Vehicle Safety,2025-10-26,Yes,7.0,No
CMP_002133,SPSV_01501,Refusal of Hire,2022-11-23,Yes,5.0,No
CMP_002134,SPSV_04048,Vehicle Safety,2022-02-06,No,,No
CMP_002135,SPSV_04974,Accessibility,2025-08-04,Yes,16.0,No
CMP_002136,SPSV_01415,Other,2022-09-24,Yes,14.0,No
CMP_002137,SPSV_00828,Conduct,2022-04-26,Yes,13.0,No
CMP_002138,SPSV_00926,Vehicle Safety,2024-12-11,Yes,3.0,No
CMP_002139,SPSV_03206,Vehicle Safety,2025-02-10,Yes,15.0,No
CMP_002140,SPSV_00885,Other,2024-04-17,Yes,31.0,No
CMP_002141,SPSV_04903,Conduct,2025-04-16,Yes,22.0,Yes
CMP_002142,SPSV_02044,Overcharging,2025-05-29,Yes,5.0,No
CMP_002143,SPSV_03491,Vehicle Safety,2025-01-05,yes,21.0,No
CMP_002144,SPSV_01200,Overcharging,2025-08-06,No,,No
CMP_002145,SPSV_04189,Overcharging,2025-09-20,Yes,17.0,No
CMP_002146,SPSV_01145,Vehicle Safety,2023-06-18,Yes,64.0,Yes
CMP_002147,SPSV_01734,Other,2024-10-01,No,,Yes
CMP_002148,SPSV_03295,Vehicle Safety,2024-04-10,Yes,5.0,No
CMP_002149,SPSV_00912,Accessibility,2025-10-21,Yes,20.0,No
CMP_002150,SPSV_00711,Refusal of Hire,2024-04-17,Yes,24.0,No
CMP_002151,SPSV_01704,Refusal of Hire,2023-02-18,Yes,10.0,No
CMP_002152,SPSV_00352,Other,2022-05-24,Yes,19.0,No
CMP_002153,SPSV_03019,Conduct,2025-01-17,No,,No
CMP_002154,SPSV_02665,Overcharging,2023-01-26,Yes,NA,No
CMP_002155,SPSV_03062,Overcharging,2023-08-08,No,,No
CMP_002156,SPSV_03422,Other,2022-08-19,Yes,12.0,No
CMP_002157,SPSV_00474,Vehicle Safety,2022-06-25,No,,No
CMP_002158,SPSV_01538,Conduct,2023-02-02,Yes,7.0,No
CMP_002159,SPSV_02813,Refusal of Hire,2024-09-28,Yes,2.0,No
CMP_002160,SPSV_02103,Refusal of Hire,2023-02-18,Yes,13.0,No
CMP_002161,SPSV_04008,Overcharging,2022-12-29,Yes,18.0,No
CMP_002162,SPSV_00225,Vehicle Safety,2024-09-05,Yes,47.0,No
CMP_002163,SPSV_03821,No Show,2023-04-26,Yes,15.0,No
CMP_002164,SPSV_02140,Refusal of Hire,2022-10-17,Yes,26.0,No
CMP_002165,SPSV_03183,Conduct,2023-03-30,Yes,6.0,No
CMP_002166,SPSV_02536,Accessibility,2025-12-22,Yes,27.0,No
CMP_002167,SPSV_02489,Refusal of Hire,2025-09-17,No,,Yes
CMP_002168,SPSV_01279,Accessibility,2024-09-11,Yes,20.0,Yes
CMP_002169,SPSV_00858,Vehicle Safety,2025-03-04,Yes,21.0,No
CMP_002170,SPSV_01253,Conduct,2023-12-14,Yes,13.0,No
CMP_002171,SPSV_02250,No Show,2022-05-04,Yes,20.0,No
CMP_002172,SPSV_03241,Conduct,2022-03-02,Yes,61.0,No
CMP_002173,SPSV_00694,Refusal of Hire,2022-11-27,Yes,21.0,No
CMP_002174,SPSV_00513,Refusal of Hire,2023-06-04,No,,No
CMP_002175,SPSV_02927,Vehicle Safety,2022-08-21,Yes,32.0,No
CMP_002176,SPSV_01823,Refusal of Hire,2024-08-27,Yes,27.0,Yes
CMP_002177,SPSV_03581,No Show,2023-12-17,No,,No
CMP_002178,SPSV_00977,Overcharging,2024-11-05,Yes,36.0,No
CMP_002179,SPSV_01336,Vehicle Safety,2022-09-13,Yes,5.0,No
CMP_002180,SPSV_01373,Conduct,2025-04-16,Yes,6.0,No
CMP_002181,SPSV_00639,No Show,2022-02-10,No,,Yes
CMP_002182,SPSV_02968,Vehicle Safety,2025-11-10,No,,Yes
