Licence_ID,Licence_Type,Issue_Date,Expiry_Date,Status,County,Wheelchair_Accessible,Vehicle_Age,Vehicle_Plate_Year,Driver_Experience_Years,Fleet_Segment,Is_Wheelchair_Accessible,Vehicle_Age_Band,Licence_Duration_Days,Days_To_Expiry,Is_Expiring_90_Days,Complaints,Escalations,Avg_Days_To_Resolution,Inspections,Failures,Follow_Ups,Failure_Rate,Enforcement_Actions
SPSV_00733,TAXI,2022-07-05,2025-07-04,LAPSED,DÚN LAOGHAIRE-RATHDOWN,YES,7,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000004,URBAN,1,6-10,1095,-910,0,3.0,0.0,18.0,8.0,1.0,1.0,0.125,1.0
SPSV_00734,TAXI,2020-12-01,2024-11-30,LAPSED,NAN,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000009,REGIONAL,0,0-2,1460,-1126,0,6.0,0.0,8.5,3.0,2.0,2.0,0.6666666666666666,3.0
SPSV_00735,TAXI,2022-10-18,2026-10-17,ACTIVE,WEXFORD,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000011,REGIONAL,0,0-2,1460,-440,0,4.0,0.0,20.5,8.0,1.0,1.0,0.125,4.0
SPSV_00736,HACKNEY,2018-02-06,2020-02-06,LAPSED,CLARE,NO,8,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000007,REGIONAL,0,6-10,730,-2885,0,5.0,2.0,14.2,3.0,1.0,1.0,0.3333333333333333,1.0
SPSV_00737,TAXI,2018-08-10,2022-08-09,LAPSED,DONEGAL,NO,4,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000003,REGIONAL,0,3-5,1460,-1970,0,1.0,0.0,14.0,4.0,2.0,2.0,0.5,1.0
SPSV_00738,HACKNEY,2024-09-24,2027-12-31,ACTIVE,CAVAN,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000009,REGIONAL,0,0-2,1193,0,1,4.0,0.0,15.0,3.0,0.0,0.0,0.0,1.0
SPSV_00739,TAXI,2023-10-03,2027-12-31,ACTIVE,MEATH,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000003,REGIONAL,0,0-2,1550,0,1,3.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0
SPSV_00740,TAXI,2020-06-29,2024-06-28,LAPSED,DUBLIN CITY,YES,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000014,URBAN,1,0-2,1460,-1281,0,7.0,1.0,15.142857142857142,3.0,0.0,0.0,0.0,1.0
SPSV_00741,TAXI,2020-07-19,2024-07-18,LAPSED,KILKENNY,YES,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000000,REGIONAL,1,0-2,1460,-1261,0,1.0,0.0,5.0,3.0,2.0,0.0,0.6666666666666666,0.0
SPSV_00742,TAXI,2021-08-25,2022-08-25,LAPSED,MAYO,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000006,REGIONAL,1,0-2,365,-1954,0,5.0,0.0,13.2,5.0,1.0,1.0,0.2,0.0
SPSV_00743,HACKNEY,2021-04-19,2026-04-18,EXPIRING,MEATH,NO,7,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000003,REGIONAL,0,6-10,1825,-622,0,1.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0
SPSV_00744,TAXI,2019-05-06,2023-05-05,LAPSED,WICKLOW,NO,8,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000011,REGIONAL,0,6-10,1460,-1701,0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0
SPSV_00745,TAXI,2022-12-04,2026-12-03,ACTIVE,FINGAL,NO,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000015,URBAN,0,0-2,1460,-393,0,5.0,2.0,14.6,2.0,0.0,0.0,0.0,0.0
SPSV_00746,HACKNEY,2022-07-18,2027-12-31,ACTIVE,TIPPERARY,NO,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000004,REGIONAL,0,0-2,1992,0,1,4.0,0.0,10.5,4.0,0.0,0.0,0.0,0.0
SPSV_00747,TAXI,2021-06-03,2025-06-02,LAPSED,DONEGAL,YES,7,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000003,REGIONAL,1,6-10,1460,-942,0,3.0,0.0,25.666666666666668,4.0,2.0,2.0,0.5,2.0
SPSV_00748,TAXI,2017-12-29,2018-12-29,LAPSED,CAVAN,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000011,REGIONAL,0,0-2,365,-3289,0,2.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0
SPSV_00749,HACKNEY,2018-08-14,2021-08-13,LAPSED,GALWAY,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000000,URBAN,0,0-2,1095,-2331,0,4.0,2.0,13.0,1.0,1.0,1.0,1.0,1.0
SPSV_00750,TAXI,2022-04-12,2026-04-11,EXPIRING,MEATH,NO,6,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000009,REGIONAL,0,6-10,1460,-629,0,3.0,0.0,31.666666666666668,3.0,1.0,1.0,0.3333333333333333,2.0
SPSV_00751,TAXI,2017-03-22,2021-03-21,LAPSED,LAOIS,NO,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000007,REGIONAL,0,0-2,1460,-2476,0,1.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0
SPSV_00752,HACKNEY,2016-01-31,2022-01-29,LAPSED,SOUTH DUBLIN,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000006,URBAN,0,0-2,2190,-2162,0,2.0,0.0,10.0,4.0,2.0,2.0,0.5,0.0
SPSV_00753,TAXI,2021-01-02,2025-01-01,LAPSED,DUBLIN CITY,YES,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000003,URBAN,1,0-2,1460,-1094,0,1.0,0.0,21.0,3.0,1.0,1.0,0.3333333333333333,0.0
SPSV_00754,TAXI,2018-12-10,2023-12-09,LAPSED,KILDARE,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000000,REGIONAL,0,0-2,1825,-1483,0,2.0,0.0,17.5,6.0,1.0,1.0,0.16666666666666666,0.0
SPSV_00755,TAXI,2016-07-03,2020-07-02,LAPSED,OFFALY,YES,6,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000012,REGIONAL,1,6-10,1460,-2738,0,1.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0
SPSV_00756,HACKNEY,2018-11-06,2022-11-05,LAPSED,WATERFORD,NO,10,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000011,URBAN,0,6-10,1460,-1882,0,7.0,1.0,28.285714285714285,3.0,1.0,1.0,0.3333333333333333,1.0
SPSV_00757,TAXI,2016-06-16,2020-06-15,LAPSED,FINGAL,YES,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000007,URBAN,1,3-5,1460,-2755,0,2.0,0.0,23.0,2.0,0.0,0.0,0.0,1.0
SPSV_00758,TAXI,2018-09-25,2022-09-24,LAPSED,FINGAL,YES,6,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000009,URBAN,1,6-10,1460,-1924,0,2.0,1.0,15.5,2.0,2.0,2.0,1.0,0.0
SPSV_00759,HACKNEY,2020-04-27,2024-04-26,LAPSED,MAYO,NO,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000007,REGIONAL,0,0-2,1460,-1344,0,3.0,0.0,18.666666666666668,2.0,0.0,0.0,0.0,1.0
SPSV_00760,HACKNEY,2023-12-14,2026-12-13,ACTIVE,DUBLIN CITY,NO,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000012,URBAN,0,3-5,1095,-383,0,2.0,0.0,21.5,6.0,1.0,1.0,0.16666666666666666,0.0
SPSV_00761,TAXI,2016-08-27,2022-08-26,LAPSED,SOUTH DUBLIN,NO,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000007,URBAN,0,3-5,2190,-1953,0,3.0,1.0,20.0,3.0,0.0,0.0,0.0,1.0
SPSV_00762,TAXI,2024-02-03,2027-02-02,ACTIVE,GALWAY,NO,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000007,URBAN,0,3-5,1095,-332,0,4.0,1.0,15.5,4.0,0.0,0.0,0.0,0.0
SPSV_00763,TAXI,2020-12-26,2022-12-26,LAPSED,WESTMEATH,NO,6,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000008,REGIONAL,0,6-10,730,-1831,0,3.0,0.0,10.0,5.0,1.0,1.0,0.2,0.0
SPSV_00764,HACKNEY,2023-03-20,2025-03-19,LAPSED,LOUTH,YES,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000006,REGIONAL,1,0-2,730,-1017,0,7.0,0.0,16.285714285714285,7.0,4.0,4.0,0.5714285714285714,1.0
SPSV_00765,TAXI,2020-02-23,2021-02-22,LAPSED,CLARE,YES,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000007,REGIONAL,1,0-2,365,-2503,0,5.0,0.0,10.6,2.0,0.0,0.0,0.0,0.0
SPSV_00766,TAXI,2021-07-02,2025-07-01,LAPSED,LOUTH,NO,7,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000007,REGIONAL,0,6-10,1460,-913,0,5.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0
SPSV_00767,HACKNEY,2016-04-25,2019-04-25,LAPSED,KERRY,NO,4,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000004,REGIONAL,0,3-5,1095,-3172,0,4.0,0.0,16.25,8.0,1.0,1.0,0.125,0.0
SPSV_00768,HACKNEY,2021-10-01,2022-10-01,LAPSED,LIMERICK,NO,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000003,URBAN,0,0-2,365,-1917,0,8.0,2.0,15.625,0.0,0.0,0.0,,1.0
SPSV_00769,TAXI,2022-02-05,2026-02-04,EXPIRING,LIMERICK,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000007,URBAN,0,0-2,1460,-695,0,3.0,1.0,14.0,7.0,0.0,0.0,0.0,1.0
SPSV_00770,HACKNEY,2020-03-27,2025-03-26,LAPSED,TIPPERARY,NO,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000006,REGIONAL,0,0-2,1825,-1010,0,2.0,0.0,15.5,5.0,0.0,0.0,0.0,1.0
SPSV_00771,TAXI,2023-07-19,2025-07-18,LAPSED,OFFALY,YES,7,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000013,REGIONAL,1,6-10,730,-896,0,4.0,2.0,16.25,7.0,3.0,3.0,0.42857142857142855,1.0
SPSV_00772,HACKNEY,2024-10-15,2027-12-31,ACTIVE,FINGAL,NO,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000003,URBAN,0,3-5,1172,0,1,1.0,0.0,18.0,7.0,1.0,1.0,0.14285714285714285,1.0
SPSV_00773,TAXI,2016-04-25,2021-04-24,LAPSED,LOUTH,NO,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000005,REGIONAL,0,3-5,1825,-2442,0,0.0,0.0,,8.0,0.0,0.0,0.0,1.0
SPSV_00774,TAXI,2021-06-25,2027-12-31,ACTIVE,KERRY,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000008,REGIONAL,0,0-2,2380,0,1,4.0,0.0,24.25,5.0,0.0,0.0,0.0,0.0
SPSV_00775,HACKNEY,2017-03-21,2022-03-20,LAPSED,DUBLIN CITY,NO,8,1970-01-01 00:00:00.000002016,1970-01-01 00:00:00.000000009,URBAN,0,6-10,1825,-2112,0,7.0,2.0,15.0,5.0,2.0,2.0,0.4,1.0
SPSV_00776,TAXI,2018-02-18,2021-02-17,LAPSED,WESTMEATH,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000007,REGIONAL,0,3-5,1095,-2508,0,3.0,0.0,21.0,5.0,2.0,2.0,0.4,3.0
SPSV_00777,TAXI,2016-07-05,2021-07-04,LAPSED,SLIGO,YES,5,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000012,REGIONAL,1,3-5,1825,-2371,0,1.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0
SPSV_00778,HACKNEY,2018-10-31,2023-10-30,LAPSED,LOUTH,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000007,REGIONAL,0,0-2,1825,-1523,0,5.0,0.0,24.8,5.0,0.0,0.0,0.0,1.0
SPSV_00779,HACKNEY,2020-04-17,2023-04-17,LAPSED,MONAGHAN,NO,9,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000003,REGIONAL,0,6-10,1095,-1719,0,2.0,0.0,7.5,6.0,2.0,2.0,0.3333333333333333,3.0
SPSV_00780,TAXI,2020-05-09,2026-05-08,EXPIRING,DONEGAL,NO,7,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000007,REGIONAL,0,6-10,2190,-602,0,2.0,1.0,13.5,4.0,1.0,1.0,0.25,1.0
SPSV_00781,HACKNEY,2021-12-14,2025-12-13,LAPSED,MEATH,NO,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000011,REGIONAL,0,0-2,1460,-748,0,3.0,1.0,12.333333333333334,3.0,0.0,0.0,0.0,1.0
SPSV_00782,TAXI,2022-03-20,2027-12-31,ACTIVE,CAVAN,NO,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000012,REGIONAL,0,3-5,2112,0,1,1.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0
SPSV_00783,TAXI,2024-01-10,2027-12-31,ACTIVE,LAOIS,NO,7,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000012,REGIONAL,0,6-10,1451,0,1,3.0,0.0,20.0,3.0,0.0,0.0,0.0,2.0
SPSV_00784,TAXI,2024-11-16,2027-12-31,ACTIVE,KERRY,YES,11,1970-01-01 00:00:00.000002014,1970-01-01 00:00:00.000000008,REGIONAL,1,11+,1140,0,1,4.0,1.0,12.25,7.0,5.0,4.0,0.7142857142857143,2.0
SPSV_00785,TAXI,2023-01-19,2027-12-31,ACTIVE,CAVAN,YES,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000009,REGIONAL,1,0-2,1807,0,1,3.0,1.0,16.0,3.0,1.0,1.0,0.3333333333333333,0.0
SPSV_00786,HACKNEY,2018-11-04,2022-11-03,LAPSED,CORK,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000010,URBAN,0,0-2,1460,-1884,0,4.0,0.0,18.25,5.0,0.0,0.0,0.0,0.0
SPSV_00787,TAXI,2023-01-08,2027-01-07,ACTIVE,LIMERICK,NO,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000000,URBAN,0,0-2,1460,-358,0,2.0,1.0,19.0,4.0,1.0,1.0,0.25,0.0
SPSV_00788,TAXI,2024-08-12,2027-12-31,ACTIVE,WATERFORD,YES,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000004,URBAN,1,0-2,1236,0,1,2.0,0.0,14.5,4.0,0.0,0.0,0.0,0.0
SPSV_00789,TAXI,2023-04-25,2027-12-31,ACTIVE,OFFALY,YES,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000009,REGIONAL,1,3-5,1711,0,1,1.0,0.0,6.0,0.0,0.0,0.0,,1.0
SPSV_00790,HACKNEY,2025-04-18,2027-12-31,ACTIVE,CLARE,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000003,REGIONAL,0,0-2,987,0,1,3.0,1.0,12.0,8.0,2.0,2.0,0.25,1.0
SPSV_00791,TAXI,2018-07-26,2024-07-24,LAPSED,SOUTH DUBLIN,NO,5,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000013,URBAN,0,3-5,2190,-1255,0,5.0,0.0,7.2,5.0,1.0,1.0,0.2,1.0
SPSV_00792,TAXI,2018-01-04,2025-01-02,LAPSED,WESTMEATH,YES,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000013,REGIONAL,1,0-2,2555,-1093,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
SPSV_00793,TAXI,2022-07-11,2027-07-10,ACTIVE,CLARE,NO,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000005,REGIONAL,0,3-5,1825,-174,0,3.0,0.0,28.333333333333332,6.0,1.0,1.0,0.16666666666666666,1.0
SPSV_00794,TAXI,2017-10-21,2021-10-20,LAPSED,WICKLOW,NO,3,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000003,REGIONAL,0,3-5,1460,-2263,0,3.0,0.0,12.0,7.0,0.0,0.0,0.0,1.0
SPSV_00795,TAXI,2022-03-15,2024-03-14,LAPSED,LAOIS,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000010,REGIONAL,0,0-2,730,-1387,0,5.0,1.0,15.2,6.0,0.0,0.0,0.0,1.0
SPSV_00796,HACKNEY,2018-03-25,2023-03-24,LAPSED,MAYO,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000001,REGIONAL,0,0-2,1825,-1743,0,3.0,0.0,29.0,6.0,1.0,1.0,0.16666666666666666,0.0
SPSV_00797,HACKNEY,2022-08-07,2025-08-06,LAPSED,KILDARE,NO,4,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000008,REGIONAL,0,3-5,1095,-877,0,3.0,1.0,14.666666666666666,3.0,0.0,0.0,0.0,1.0
SPSV_00798,TAXI,2016-09-21,2019-09-21,LAPSED,LAOIS,NO,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000022,REGIONAL,0,0-2,1095,-3023,0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0
SPSV_00799,HACKNEY,2018-07-05,2021-07-04,LAPSED,MONAGHAN,YES,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,REGIONAL,1,3-5,1095,-2371,0,5.0,0.0,15.0,0.0,0.0,0.0,,0.0
SPSV_00800,HACKNEY,2022-02-14,2027-12-31,ACTIVE,CLARE,NO,5,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000004,REGIONAL,0,3-5,2146,0,1,5.0,1.0,11.8,1.0,1.0,1.0,1.0,1.0
SPSV_00801,HACKNEY,2021-09-11,2027-09-10,ACTIVE,CLARE,YES,4,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000004,REGIONAL,1,3-5,2190,-112,0,2.0,0.0,13.0,3.0,2.0,1.0,0.6666666666666666,2.0
SPSV_00802,TAXI,2022-08-19,2027-08-18,ACTIVE,FINGAL,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000003,URBAN,0,3-5,1825,-135,0,4.0,3.0,14.0,3.0,1.0,1.0,0.3333333333333333,0.0
SPSV_00803,TAXI,2021-06-08,2025-06-07,LAPSED,LAOIS,NO,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000003,REGIONAL,0,0-2,1460,-937,0,4.0,0.0,10.5,3.0,0.0,0.0,0.0,0.0
SPSV_00804,TAXI,2020-03-12,2025-03-11,LAPSED,DONEGAL,YES,8,1970-01-01 00:00:00.000002016,1970-01-01 00:00:00.000000016,REGIONAL,1,6-10,1825,-1025,0,2.0,1.0,9.0,6.0,4.0,2.0,0.6666666666666666,0.0
SPSV_00805,TAXI,2021-01-26,2026-01-25,EXPIRING,DÚN LAOGHAIRE-RATHDOWN,YES,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000008,URBAN,1,0-2,1825,-705,0,6.0,1.0,16.833333333333332,1.0,0.0,0.0,0.0,1.0
SPSV_00806,HACKNEY,2023-02-04,2027-02-03,ACTIVE,TIPPERARY,NO,8,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000012,REGIONAL,0,6-10,1460,-331,0,2.0,0.0,9.5,2.0,1.0,0.0,0.5,0.0
SPSV_00807,HACKNEY,2023-11-06,2027-11-05,ACTIVE,LAOIS,NO,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000013,REGIONAL,0,3-5,1460,-56,0,2.0,0.0,27.5,1.0,0.0,0.0,0.0,0.0
SPSV_00808,HACKNEY,2023-06-11,2027-06-10,ACTIVE,SOUTH DUBLIN,NO,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000000,URBAN,0,3-5,1460,-204,0,8.0,1.0,14.75,9.0,2.0,1.0,0.2222222222222222,1.0
SPSV_00809,TAXI,2016-07-04,2021-07-03,LAPSED,WESTMEATH,NO,10,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000004,REGIONAL,0,6-10,1825,-2372,0,3.0,1.0,12.0,7.0,3.0,2.0,0.42857142857142855,0.0
SPSV_00810,TAXI,2018-05-28,2023-05-27,LAPSED,WESTMEATH,NO,7,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000003,REGIONAL,0,6-10,1825,-1679,0,2.0,0.0,7.5,6.0,2.0,1.0,0.3333333333333333,0.0
SPSV_00811,LIMOUSINE,2018-03-11,2022-03-10,LAPSED,KILKENNY,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000000,REGIONAL,0,0-2,1460,-2122,0,1.0,1.0,14.0,8.0,3.0,2.0,0.375,0.0
SPSV_00812,HACKNEY,2021-04-23,2027-12-31,ACTIVE,MAYO,NO,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000010,REGIONAL,0,3-5,2443,0,1,1.0,0.0,31.0,4.0,2.0,1.0,0.5,1.0
SPSV_00813,TAXI,2022-06-04,2024-06-03,LAPSED,SOUTH DUBLIN,YES,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000009,URBAN,1,3-5,730,-1306,0,5.0,1.0,20.8,3.0,1.0,0.0,0.3333333333333333,2.0
SPSV_00814,HACKNEY,2023-08-14,2026-08-13,ACTIVE,KILKENNY,YES,5,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000014,REGIONAL,1,3-5,1095,-505,0,0.0,0.0,,3.0,2.0,1.0,0.6666666666666666,1.0
SPSV_00815,HACKNEY,2018-03-05,2022-03-04,LAPSED,OFFALY,NO,6,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000010,REGIONAL,0,6-10,1460,-2128,0,4.0,0.0,12.5,4.0,1.0,1.0,0.25,0.0
SPSV_00816,TAXI,2017-06-06,2018-06-06,LAPSED,KERRY,NO,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000000,REGIONAL,0,0-2,365,-3495,0,2.0,0.0,19.5,4.0,1.0,1.0,0.25,1.0
SPSV_00817,TAXI,2025-06-16,2027-12-31,ACTIVE,DUBLIN CITY,NO,13,1970-01-01 00:00:00.000002013,1970-01-01 00:00:00.000000004,URBAN,0,11+,928,0,1,1.0,0.0,26.0,5.0,1.0,0.0,0.2,5.0
SPSV_00818,TAXI,2018-02-14,2021-02-13,LAPSED,MAYO,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000004,REGIONAL,0,3-5,1095,-2512,0,3.0,0.0,18.666666666666668,1.0,0.0,0.0,0.0,1.0
SPSV_00819,TAXI,2022-10-10,2026-10-09,ACTIVE,KERRY,NO,7,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000010,REGIONAL,0,6-10,1460,-448,0,4.0,2.0,12.25,2.0,1.0,1.0,0.5,2.0
SPSV_00820,TAXI,2021-04-03,2024-04-02,LAPSED,MAYO,NO,5,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000000,REGIONAL,0,3-5,1095,-1368,0,4.0,0.0,11.25,2.0,0.0,0.0,0.0,1.0
SPSV_00821,HACKNEY,2023-12-14,2027-12-31,ACTIVE,NAN,YES,12,1970-01-01 00:00:00.000002014,1970-01-01 00:00:00.000000010,REGIONAL,1,11+,1478,0,1,2.0,1.0,20.0,4.0,2.0,1.0,0.5,0.0
SPSV_00822,TAXI,2025-02-01,2027-12-31,ACTIVE,LOUTH,YES,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000011,REGIONAL,1,3-5,1063,0,1,3.0,0.0,15.666666666666666,3.0,0.0,0.0,0.0,0.0
SPSV_00823,TAXI,2016-12-06,2018-12-06,LAPSED,DUBLIN CITY,NO,5,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000006,URBAN,0,3-5,730,-3312,0,1.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0
SPSV_00824,TAXI,2022-09-16,2027-12-31,ACTIVE,SLIGO,NO,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000004,REGIONAL,0,0-2,1932,0,1,2.0,1.0,12.5,4.0,1.0,1.0,0.25,2.0
SPSV_00825,TAXI,2024-04-03,2026-04-03,EXPIRING,CORK,NO,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000013,URBAN,0,3-5,730,-637,0,4.0,0.0,12.75,3.0,0.0,0.0,0.0,3.0
SPSV_00826,HACKNEY,2024-05-24,2027-12-31,ACTIVE,CORK,NO,7,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000001,URBAN,0,6-10,1316,0,1,2.0,0.0,14.0,6.0,2.0,2.0,0.3333333333333333,0.0
SPSV_00827,TAXI,2016-12-04,2023-12-03,LAPSED,LIMERICK,NO,5,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000013,URBAN,0,3-5,2555,-1489,0,4.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0
SPSV_00828,TAXI,2017-08-21,2020-08-20,LAPSED,DONEGAL,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000012,REGIONAL,1,0-2,1095,-2689,0,3.0,0.0,10.333333333333334,7.0,1.0,0.0,0.14285714285714285,1.0
SPSV_00829,HACKNEY,2022-08-10,2027-12-31,ACTIVE,MEATH,NO,8,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000010,REGIONAL,0,6-10,1969,0,1,1.0,0.0,14.0,8.0,3.0,1.0,0.375,0.0
SPSV_00830,TAXI,2019-05-28,2025-05-26,LAPSED,SOUTH DUBLIN,NO,15,1970-01-01 00:00:00.000002009,1970-01-01 00:00:00.000000017,URBAN,0,11+,2190,-949,0,4.0,1.0,14.0,5.0,3.0,3.0,0.6,1.0
SPSV_00831,TAXI,2020-03-06,2027-03-05,ACTIVE,MONAGHAN,YES,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000008,REGIONAL,1,0-2,2555,-301,0,2.0,0.0,19.5,4.0,0.0,0.0,0.0,0.0
SPSV_00832,TAXI,2020-10-15,2025-10-14,LAPSED,SOUTH DUBLIN,NO,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000011,URBAN,0,3-5,1825,-808,0,5.0,0.0,16.4,3.0,1.0,1.0,0.3333333333333333,1.0
SPSV_00833,TAXI,2025-02-17,2027-12-31,ACTIVE,OFFALY,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000007,REGIONAL,0,0-2,1047,0,1,3.0,0.0,19.666666666666668,5.0,1.0,1.0,0.2,1.0
SPSV_00834,TAXI,2017-01-24,2023-01-23,LAPSED,WESTMEATH,NO,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000006,REGIONAL,0,0-2,2190,-1803,0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0
